M,Z
709.979,-14.922
710.979,-14.927
711.979,-14.931
712.979,-14.936
713.979,-14.94
714.979,-14.945
715.979,-14.949
716.979,-14.954
717.979,-14.959
718.979,-14.964
719.979,-14.968
720.979,-14.973
721.979,-14.978
722.979,-14.983
723.979,-14.988
724.979,-14.993
725.979,-14.998
726.979,-15.003
727.978,-15.008
728.978,-15.013
729.978,-15.018
730.978,-15.023
731.978,-15.029
732.978,-15.034
733.978,-15.039
734.978,-15.042
735.978,-15.031
736.978,-15.019
737.978,-15.007
738.978,-14.995
739.978,-14.983
740.978,-14.972
741.978,-14.96
742.978,-14.948
743.978,-14.936
744.978,-14.924
745.978,-14.912
746.978,-14.9
747.978,-14.888
748.978,-14.876
749.978,-14.863
750.978,-14.851
751.978,-14.839
752.978,-14.827
753.978,-14.815
754.978,-14.803
755.978,-14.79
756.978,-14.778
757.978,-14.766
758.978,-14.753
759.978,-14.741
760.978,-14.728
761.977,-14.716
762.977,-14.703
763.977,-14.691
764.977,-14.678
765.977,-14.666
766.977,-14.653
767.977,-14.64
768.977,-14.628
769.977,-14.615
770.977,-14.602
771.977,-14.589
772.977,-14.577
773.977,-14.564
774.977,-14.551
775.977,-14.538
776.977,-14.525
777.977,-14.51
778.977,-14.496
779.977,-14.482
780.977,-14.468
781.977,-14.454
782.977,-14.44
783.977,-14.426
784.977,-14.413
785.977,-14.4
786.977,-14.386
787.977,-14.373
788.977,-14.361
789.977,-14.348
790.977,-14.335
791.977,-14.323
792.977,-14.311
793.977,-14.299
794.977,-14.287
795.976,-14.275
796.976,-14.263
797.976,-14.252
798.976,-14.24
799.976,-14.229
800.976,-14.218
801.976,-14.207
802.976,-14.196
803.976,-14.186
804.976,-14.175
805.976,-14.165
806.976,-14.155
807.976,-14.145
808.976,-14.135
809.976,-14.125
810.976,-14.116
811.976,-14.106
812.976,-14.097
813.976,-14.088
814.976,-14.079
815.976,-14.07
816.976,-14.062
817.976,-14.053
818.976,-14.045
819.976,-14.037
820.976,-14.029
821.976,-14.021
822.976,-14.013
823.976,-14.005
824.976,-13.998
825.976,-13.991
826.976,-13.984
827.976,-13.977
828.976,-13.97
829.975,-13.963
830.975,-13.956
831.975,-13.95
832.975,-13.944
833.975,-13.938
834.975,-13.932
835.975,-13.926
836.975,-13.921
837.975,-13.915
838.975,-13.91
839.975,-13.905
840.975,-13.9
841.975,-13.895
842.975,-13.89
843.975,-13.885
844.975,-13.881
845.975,-13.877
846.975,-13.873
847.975,-13.869
848.975,-13.865
849.975,-13.861
850.975,-13.858
851.975,-13.854
852.975,-13.851
853.975,-13.852
854.975,-13.859
855.975,-13.865
856.975,-13.872
857.975,-13.879
858.975,-13.885
859.975,-13.892
860.975,-13.898
861.975,-13.905
862.975,-13.911
863.974,-13.918
864.974,-13.924
865.974,-13.931
866.974,-13.937
867.974,-13.944
868.974,-13.95
869.974,-13.957
870.974,-13.963
871.974,-13.97
872.974,-13.976
873.974,-13.982
874.974,-13.989
875.974,-13.995
876.974,-14.002
877.974,-14.008
878.974,-14.014
879.974,-14.021
880.974,-14.027
881.974,-14.033
882.974,-14.04
883.974,-14.046
884.974,-14.052
885.974,-14.058
886.974,-14.065
887.974,-14.071
888.974,-14.077
889.974,-14.083
890.974,-14.09
891.974,-14.096
