Code, FullName, CodeName, 
5915, Tetrabutyltin in ng/l in oppervlaktewater                                                                                 , 5915%7CTetrabutyltin+in+ng%2Fl+in+oppervlaktewater                                                                                               , 
5889, Tetrabutyltin in ng/l uitgedrukt in tin in oppervlaktewater                                                               , 5889%7CTetrabutyltin+in+ng%2Fl+uitgedrukt+in+tin+in+oppervlaktewater                                                                             , 
7739, Tetrabutyltin in ug/kg drooggewicht in zwevende stof                                                                      , 7739%7CTetrabutyltin+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                                    , 
2492, Tetrabutyltin in ug/kg uitgedrukt in tin / drooggewicht in zwevende stof                                                  , 2492%7CTetrabutyltin+in+ug%2Fkg+uitgedrukt+in+tin+%2F+drooggewicht+in+zwevende+stof                                                              , 
1048, Tetrachloorbenzeen-1,2,3,4 in ug/kg drooggewicht in bodem/sediment                                                        , 1048%7CTetrachloorbenzeen-1%2C2%2C3%2C4+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                              , 
1070, Tetrachloorbenzeen-1,2,3,4 in ug/kg drooggewicht in zwevende stof                                                         , 1070%7CTetrachloorbenzeen-1%2C2%2C3%2C4+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                 , 
1049, Tetrachloorbenzeen-1,2,3,5 in ug/kg drooggewicht in bodem/sediment                                                        , 1049%7CTetrachloorbenzeen-1%2C2%2C3%2C5+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                              , 
1071, Tetrachloorbenzeen-1,2,3,5 in ug/kg drooggewicht in zwevende stof                                                         , 1071%7CTetrachloorbenzeen-1%2C2%2C3%2C5+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                 , 
573, Tetrachloorbenzeen-1,2,4,5 in ug/kg drooggewicht in bodem/sediment                                                        , 573%7CTetrachloorbenzeen-1%2C2%2C4%2C5+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                               , 
574, Tetrachloorbenzeen-1,2,4,5 in ug/kg drooggewicht in zwevende stof                                                         , 574%7CTetrachloorbenzeen-1%2C2%2C4%2C5+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                  , 
213, Tetrachloorbenzeen-1,2,4,5 in ug/l in oppervlaktewater                                                                    , 213%7CTetrachloorbenzeen-1%2C2%2C4%2C5+in+ug%2Fl+in+oppervlaktewater                                                                             , 
2236, Tetrachloorbifenyl-2,2',3,5' in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                     , 2236%7CTetrachloorbifenyl-2%2C2%27%2C3%2C5%27+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                     , 
534, Tetrachloorbifenyl-2,2',3,5' in ug/kg drooggewicht in zwevende stof                                                       , 534%7CTetrachloorbifenyl-2%2C2%27%2C3%2C5%27+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                            , 
6182, Tetrachloorbifenyl-2,2',4,5' in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                     , 6182%7CTetrachloorbifenyl-2%2C2%27%2C4%2C5%27+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                     , 
535, Tetrachloorbifenyl-2,2',4,5' in ug/kg drooggewicht in zwevende stof                                                       , 535%7CTetrachloorbifenyl-2%2C2%27%2C4%2C5%27+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                            , 
2237, Tetrachloorbifenyl-2,2',5,5' in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                     , 2237%7CTetrachloorbifenyl-2%2C2%27%2C5%2C5%27+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                     , 
484, Tetrachloorbifenyl-2,2',5,5' in ug/kg drooggewicht in bodem/sediment                                                      , 484%7CTetrachloorbifenyl-2%2C2%27%2C5%2C5%27+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                         , 
519, Tetrachloorbifenyl-2,2',5,5' in ug/kg drooggewicht in zwevende stof                                                       , 519%7CTetrachloorbifenyl-2%2C2%27%2C5%2C5%27+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                            , 
375, Tetrachloorbifenyl-2,2',5,5' in ug/l in oppervlaktewater                                                                  , 375%7CTetrachloorbifenyl-2%2C2%27%2C5%2C5%27+in+ug%2Fl+in+oppervlaktewater                                                                       , 
8360, Tetrachloorbifenyl-2,2',5,5' in ug/l opgelost in oppervlaktewater                                                         , 8360%7CTetrachloorbifenyl-2%2C2%27%2C5%2C5%27+in+ug%2Fl+opgelost+in+oppervlaktewater                                                             , 
2241, Tetrachloordibenzo-p-dioxine-2,3,7,8 in ng/kg drooggewicht in zwevende stof                                               , 2241%7CTetrachloordibenzo-p-dioxine-2%2C3%2C7%2C8+in+ng%2Fkg+drooggewicht+in+zwevende+stof                                                       , 
2248, Tetrachloordibenzofuraan-2,3,7,8 in ng/kg drooggewicht in zwevende stof                                                   , 2248%7CTetrachloordibenzofuraan-2%2C3%2C7%2C8+in+ng%2Fkg+drooggewicht+in+zwevende+stof                                                           , 
5436, Tetrachloorethaan-1,1,2,2 in ug/l in oppervlaktewater                                                                     , 5436%7CTetrachloorethaan-1%2C1%2C2%2C2+in+ug%2Fl+in+oppervlaktewater                                                                             , 
395, Tetrachlooretheen (per) in ug/l in oppervlaktewater                                                                       , 395%7CTetrachlooretheen+%28per%29+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
1043, Tetrachloorfenol-2,3,4,5 in mg/kg drooggewicht in bodem/sediment                                                          , 1043%7CTetrachloorfenol-2%2C3%2C4%2C5+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                , 
1065, Tetrachloorfenol-2,3,4,5 in mg/kg drooggewicht in zwevende stof                                                           , 1065%7CTetrachloorfenol-2%2C3%2C4%2C5+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                   , 
726, Tetrachloorfenol-2,3,4,5 in ug/l in oppervlaktewater                                                                      , 726%7CTetrachloorfenol-2%2C3%2C4%2C5+in+ug%2Fl+in+oppervlaktewater                                                                               , 
727, Tetrachloorfenol-2,3,4,6 in ug/l in oppervlaktewater                                                                      , 727%7CTetrachloorfenol-2%2C3%2C4%2C6+in+ug%2Fl+in+oppervlaktewater                                                                               , 
729, Tetrachloorfenol-2,3,5,6 in ug/l in oppervlaktewater                                                                      , 729%7CTetrachloorfenol-2%2C3%2C5%2C6+in+ug%2Fl+in+oppervlaktewater                                                                               , 
396, Tetrachloormethaan (tetra) in ug/l in oppervlaktewater                                                                    , 396%7CTetrachloormethaan+%28tetra%29+in+ug%2Fl+in+oppervlaktewater                                                                               , 
1004, Tetrachloororthoftaalzuur in ug/l in oppervlaktewater                                                                     , 1004%7CTetrachloororthoftaalzuur+in+ug%2Fl+in+oppervlaktewater                                                                                   , 
3490, Tetrachloorvinfos in ug/l in oppervlaktewater                                                                             , 3490%7CTetrachloorvinfos+in+ug%2Fl+in+oppervlaktewater                                                                                           , 
5127, Tetramethyl-5-decyn-4,7-diol-2,4,7,9 in ug/l in oppervlaktewater                                                          , 5127%7CTetramethyl-5-decyn-4%2C7-diol-2%2C4%2C7%2C9+in+ug%2Fl+in+oppervlaktewater                                                                , 
6718, Tetramethyl-tetrahydrofuran-2,2,5,5, in ug/l in oppervlaktewater                                                          , 6718%7CTetramethyl-tetrahydrofuran-2%2C2%2C5%2C5%2C+in+ug%2Fl+in+oppervlaktewater                                                                , 
8050, Thallium 201 in Bq/kg diameter < 63 um drooggewicht in bodem/sediment                                                     , 8050%7CThallium+201+in+Bq%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                               , 
7623, Thallium 201 in Bq/kg drooggewicht in zwevende stof                                                                       , 7623%7CThallium+201+in+Bq%2Fkg+drooggewicht+in+zwevende+stof                                                                                     , 
7614, Thallium 201 in mBq/l in oppervlaktewater                                                                                 , 7614%7CThallium+201+in+mBq%2Fl+in+oppervlaktewater                                                                                               , 
8051, Thallium 208 in Bq/kg diameter < 63 um drooggewicht in bodem/sediment                                                     , 8051%7CThallium+208+in+Bq%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                               , 
6508, Thallium 208 in Bq/kg drooggewicht in zwevende stof                                                                       , 6508%7CThallium+208+in+Bq%2Fkg+drooggewicht+in+zwevende+stof                                                                                     , 
8427, Thallium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                         , 8427%7CThallium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                   , 
836, Thallium in mg/kg drooggewicht in bodem/sediment                                                                          , 836%7CThallium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                       , 
837, Thallium in mg/kg drooggewicht in zwevende stof                                                                           , 837%7CThallium+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                          , 
835, Thallium in ug/l in oppervlaktewater                                                                                      , 835%7CThallium+in+ug%2Fl+in+oppervlaktewater                                                                                                     , 
6121, Thallium in ug/l na filtratie in oppervlaktewater                                                                         , 6121%7CThallium+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                       , 
5943, Thorium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                          , 5943%7CThorium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                    , 
8252, Thorium in mg/kg drooggewicht in bodem/sediment                                                                           , 8252%7CThorium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                       , 
5910, Thorium in mg/kg drooggewicht in zwevende stof                                                                            , 5910%7CThorium+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                          , 
8428, Thulium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                          , 8428%7CThulium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                    , 
8253, Thulium in mg/kg drooggewicht in bodem/sediment                                                                           , 8253%7CThulium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                       , 
8230, Thulium in mg/kg drooggewicht in zwevende stof                                                                            , 8230%7CThulium+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                          , 
5941, Tin in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                              , 5941%7CTin+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                        , 
6783, Tin in mg/kg drooggewicht in bodem/sediment                                                                               , 6783%7CTin+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                           , 
1204, Tin in mg/kg drooggewicht in zwevende stof                                                                                , 1204%7CTin+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                              , 
801, Tin in ug/l in oppervlaktewater                                                                                           , 801%7CTin+in+ug%2Fl+in+oppervlaktewater                                                                                                          , 
5018, Tin in ug/l na filtratie in oppervlaktewater                                                                              , 5018%7CTin+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                            , 
5378, Titaan in g/kg drooggewicht in zwevende stof                                                                              , 5378%7CTitaan+in+g%2Fkg+drooggewicht+in+zwevende+stof                                                                                            , 
5944, Titaan in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                           , 5944%7CTitaan+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                     , 
6784, Titaan in mg/kg drooggewicht in bodem/sediment                                                                            , 6784%7CTitaan+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                        , 
5149, Titaan in ug/l in oppervlaktewater                                                                                        , 5149%7CTitaan+in+ug%2Fl+in+oppervlaktewater                                                                                                      , 
6120, Titaan in ug/l na filtratie in oppervlaktewater                                                                           , 6120%7CTitaan+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                         , 
968, Tolclofos-methyl in ug/l in oppervlaktewater                                                                              , 968%7CTolclofos-methyl+in+ug%2Fl+in+oppervlaktewater                                                                                             , 
402, Tolueen in ug/l in oppervlaktewater                                                                                       , 402%7CTolueen+in+ug%2Fl+in+oppervlaktewater                                                                                                      , 
3036, Totaal fosfaat in mg/g diameter < 63 um drooggewicht in bodem/sediment                                                    , 3036%7CTotaal+fosfaat+in+mg%2Fg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                              , 
664, Totaal fosfaat in mg/g drooggewicht in bodem/sediment                                                                     , 664%7CTotaal+fosfaat+in+mg%2Fg+drooggewicht+in+bodem%2Fsediment                                                                                  , 
665, Totaal fosfaat in mg/g drooggewicht in zwevende stof                                                                      , 665%7CTotaal+fosfaat+in+mg%2Fg+drooggewicht+in+zwevende+stof                                                                                     , 
363, Totaal fosfaat in mg/l in oppervlaktewater                                                                                , 363%7CTotaal+fosfaat+in+mg%2Fl+in+oppervlaktewater                                                                                               , 
364, Totaal fosfaat in mg/l na filtratie in oppervlaktewater                                                                   , 364%7CTotaal+fosfaat+in+mg%2Fl+na+filtratie+in+oppervlaktewater                                                                                  , 
489, Totaal fosfaat in mg/l particulair gebonden in oppervlaktewater                                                           , 489%7CTotaal+fosfaat+in+mg%2Fl+particulair+gebonden+in+oppervlaktewater                                                                          , 
401, Totaal organisch koolstof in mg/l in oppervlaktewater                                                                     , 401%7CTotaal+organisch+koolstof+in+mg%2Fl+in+oppervlaktewater                                                                                    , 
3205, Trans-1,2-dichlooretheen in ug/l in oppervlaktewater                                                                      , 3205%7CTrans-1%2C2-dichlooretheen+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
1015, Trans-1,3-dichloorpropeen in ug/l in oppervlaktewater                                                                     , 1015%7CTrans-1%2C3-dichloorpropeen+in+ug%2Fl+in+oppervlaktewater                                                                                 , 
1078, Trans-heptachloorepoxide in ug/kg drooggewicht in bodem/sediment                                                          , 1078%7CTrans-heptachloorepoxide+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                      , 
1079, Trans-heptachloorepoxide in ug/kg drooggewicht in zwevende stof                                                           , 1079%7CTrans-heptachloorepoxide+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
1007, Trans-heptachloorepoxide in ug/l in oppervlaktewater                                                                      , 1007%7CTrans-heptachloorepoxide+in+ug%2Fl+in+oppervlaktewater                                                                                    , 
3499, Triadimenol in ug/l in oppervlaktewater                                                                                   , 3499%7CTriadimenol+in+ug%2Fl+in+oppervlaktewater                                                                                                 , 
7210, Triallaat in ug/l in oppervlaktewater                                                                                     , 7210%7CTriallaat+in+ug%2Fl+in+oppervlaktewater                                                                                                   , 
878, Triazofos in ug/l in oppervlaktewater                                                                                     , 878%7CTriazofos+in+ug%2Fl+in+oppervlaktewater                                                                                                    , 
6586, Tribroomdifenylether-2,4,4' in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                      , 6586%7CTribroomdifenylether-2%2C4%2C4%27+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                          , 
6131, Tribroomdifenylether-2,4,4' in ug/kg drooggewicht in zwevende stof                                                        , 6131%7CTribroomdifenylether-2%2C4%2C4%27+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                , 
6168, Tribroomdifenylether-2,4,4' in ug/l in oppervlaktewater                                                                   , 6168%7CTribroomdifenylether-2%2C4%2C4%27+in+ug%2Fl+in+oppervlaktewater                                                                           , 
1020, Tribroommethaan in ug/l in oppervlaktewater                                                                               , 1020%7CTribroommethaan+in+ug%2Fl+in+oppervlaktewater                                                                                             , 
397, Tributylfosfaat in ug/l in oppervlaktewater                                                                               , 397%7CTributylfosfaat+in+ug%2Fl+in+oppervlaktewater                                                                                              , 
566, Tributyltin (kation) in ng/l in oppervlaktewater                                                                          , 566%7CTributyltin+%28kation%29+in+ng%2Fl+in+oppervlaktewater                                                                                     , 
5886, Tributyltin (kation) in ng/l uitgedrukt in tin in oppervlaktewater                                                        , 5886%7CTributyltin+%28kation%29+in+ng%2Fl+uitgedrukt+in+tin+in+oppervlaktewater                                                                  , 
2841, Tributyltin (kation) in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                             , 2841%7CTributyltin+%28kation%29+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                   , 
2844, Tributyltin (kation) in ug/kg drooggewicht in zwevende stof                                                               , 2844%7CTributyltin+%28kation%29+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
803, Tributyltin (kation) in ug/kg uitgedrukt in tin / drooggewicht in zwevende stof                                           , 803%7CTributyltin+%28kation%29+in+ug%2Fkg+uitgedrukt+in+tin+%2F+drooggewicht+in+zwevende+stof                                                    , 
226, Trichlooraniline-2,4,5 in ug/l in oppervlaktewater                                                                        , 226%7CTrichlooraniline-2%2C4%2C5+in+ug%2Fl+in+oppervlaktewater                                                                                   , 
1046, Trichloorbenzeen-1,2,3 in ug/kg drooggewicht in bodem/sediment                                                            , 1046%7CTrichloorbenzeen-1%2C2%2C3+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                    , 
1068, Trichloorbenzeen-1,2,3 in ug/kg drooggewicht in zwevende stof                                                             , 1068%7CTrichloorbenzeen-1%2C2%2C3+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                       , 
1017, Trichloorbenzeen-1,2,3 in ug/l in oppervlaktewater                                                                        , 1017%7CTrichloorbenzeen-1%2C2%2C3+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
1047, Trichloorbenzeen-1,2,4 in ug/kg drooggewicht in bodem/sediment                                                            , 1047%7CTrichloorbenzeen-1%2C2%2C4+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                    , 
1069, Trichloorbenzeen-1,2,4 in ug/kg drooggewicht in zwevende stof                                                             , 1069%7CTrichloorbenzeen-1%2C2%2C4+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                       , 
1018, Trichloorbenzeen-1,2,4 in ug/l in oppervlaktewater                                                                        , 1018%7CTrichloorbenzeen-1%2C2%2C4+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
1273, Trichloorbenzeen-1,3,5 in ug/kg drooggewicht in bodem/sediment                                                            , 1273%7CTrichloorbenzeen-1%2C3%2C5+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                    , 
719, Trichloorbenzeen-1,3,5 in ug/kg drooggewicht in zwevende stof                                                             , 719%7CTrichloorbenzeen-1%2C3%2C5+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                        , 
720, Trichloorbenzeen-1,3,5 in ug/l in oppervlaktewater                                                                        , 720%7CTrichloorbenzeen-1%2C3%2C5+in+ug%2Fl+in+oppervlaktewater                                                                                   , 
2231, Trichloorbifenyl-2,2',5 in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                          , 2231%7CTrichloorbifenyl-2%2C2%27%2C5+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                              , 
532, Trichloorbifenyl-2,2',5 in ug/kg drooggewicht in zwevende stof                                                            , 532%7CTrichloorbifenyl-2%2C2%27%2C5+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                     , 
2235, Trichloorbifenyl-2,4',5 in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                          , 2235%7CTrichloorbifenyl-2%2C4%27%2C5+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                              , 
533, Trichloorbifenyl-2,4',5 in ug/kg drooggewicht in zwevende stof                                                            , 533%7CTrichloorbifenyl-2%2C4%27%2C5+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                     , 
2234, Trichloorbifenyl-2,4,4' in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                          , 2234%7CTrichloorbifenyl-2%2C4%2C4%27+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                              , 
482, Trichloorbifenyl-2,4,4' in ug/kg drooggewicht in bodem/sediment                                                           , 482%7CTrichloorbifenyl-2%2C4%2C4%27+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                  , 
518, Trichloorbifenyl-2,4,4' in ug/kg drooggewicht in zwevende stof                                                            , 518%7CTrichloorbifenyl-2%2C4%2C4%27+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                     , 
374, Trichloorbifenyl-2,4,4' in ug/l in oppervlaktewater                                                                       , 374%7CTrichloorbifenyl-2%2C4%2C4%27+in+ug%2Fl+in+oppervlaktewater                                                                                , 
8359, Trichloorbifenyl-2,4,4' in ug/l opgelost in oppervlaktewater                                                              , 8359%7CTrichloorbifenyl-2%2C4%2C4%27+in+ug%2Fl+opgelost+in+oppervlaktewater                                                                      , 
210, Trichloorethaan-1,1,1 in ug/l in oppervlaktewater                                                                         , 210%7CTrichloorethaan-1%2C1%2C1+in+ug%2Fl+in+oppervlaktewater                                                                                    , 
3159, Trichloorethaan-1,1,2 in ug/l in oppervlaktewater                                                                         , 3159%7CTrichloorethaan-1%2C1%2C2+in+ug%2Fl+in+oppervlaktewater                                                                                   , 
398, Trichlooretheen (tri) in ug/l in oppervlaktewater                                                                         , 398%7CTrichlooretheen+%28tri%29+in+ug%2Fl+in+oppervlaktewater                                                                                    , 
1037, Trichloorfenol-2,3,4 in mg/kg drooggewicht in bodem/sediment                                                              , 1037%7CTrichloorfenol-2%2C3%2C4+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                      , 
1059, Trichloorfenol-2,3,4 in mg/kg drooggewicht in zwevende stof                                                               , 1059%7CTrichloorfenol-2%2C3%2C4+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
728, Trichloorfenol-2,3,4 in ug/l in oppervlaktewater                                                                          , 728%7CTrichloorfenol-2%2C3%2C4+in+ug%2Fl+in+oppervlaktewater                                                                                     , 
1038, Trichloorfenol-2,3,5 in mg/kg drooggewicht in bodem/sediment                                                              , 1038%7CTrichloorfenol-2%2C3%2C5+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                      , 
1060, Trichloorfenol-2,3,5 in mg/kg drooggewicht in zwevende stof                                                               , 1060%7CTrichloorfenol-2%2C3%2C5+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
730, Trichloorfenol-2,3,5 in ug/l in oppervlaktewater                                                                          , 730%7CTrichloorfenol-2%2C3%2C5+in+ug%2Fl+in+oppervlaktewater                                                                                     , 
1039, Trichloorfenol-2,3,6 in mg/kg drooggewicht in bodem/sediment                                                              , 1039%7CTrichloorfenol-2%2C3%2C6+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                      , 
1061, Trichloorfenol-2,3,6 in mg/kg drooggewicht in zwevende stof                                                               , 1061%7CTrichloorfenol-2%2C3%2C6+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
731, Trichloorfenol-2,3,6 in ug/l in oppervlaktewater                                                                          , 731%7CTrichloorfenol-2%2C3%2C6+in+ug%2Fl+in+oppervlaktewater                                                                                     , 
1040, Trichloorfenol-2,4,5 in mg/kg drooggewicht in bodem/sediment                                                              , 1040%7CTrichloorfenol-2%2C4%2C5+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                      , 
1062, Trichloorfenol-2,4,5 in mg/kg drooggewicht in zwevende stof                                                               , 1062%7CTrichloorfenol-2%2C4%2C5+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
227, Trichloorfenol-2,4,5 in ug/l in oppervlaktewater                                                                          , 227%7CTrichloorfenol-2%2C4%2C5+in+ug%2Fl+in+oppervlaktewater                                                                                     , 
1041, Trichloorfenol-2,4,6 in mg/kg drooggewicht in bodem/sediment                                                              , 1041%7CTrichloorfenol-2%2C4%2C6+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                      , 
1063, Trichloorfenol-2,4,6 in mg/kg drooggewicht in zwevende stof                                                               , 1063%7CTrichloorfenol-2%2C4%2C6+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
228, Trichloorfenol-2,4,6 in ug/l in oppervlaktewater                                                                          , 228%7CTrichloorfenol-2%2C4%2C6+in+ug%2Fl+in+oppervlaktewater                                                                                     , 
1042, Trichloorfenol-3,4,5 in mg/kg drooggewicht in bodem/sediment                                                              , 1042%7CTrichloorfenol-3%2C4%2C5+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                      , 
1064, Trichloorfenol-3,4,5 in mg/kg drooggewicht in zwevende stof                                                               , 1064%7CTrichloorfenol-3%2C4%2C5+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
751, Trichloorfenol-3,4,5 in ug/l in oppervlaktewater                                                                          , 751%7CTrichloorfenol-3%2C4%2C5+in+ug%2Fl+in+oppervlaktewater                                                                                     , 
733, Trichloorfenoxyazijnzuur-2,4,5 in ug/l in oppervlaktewater                                                                , 733%7CTrichloorfenoxyazijnzuur-2%2C4%2C5+in+ug%2Fl+in+oppervlaktewater                                                                           , 
734, Trichloorfenoxypropionzuur-2,4,5 in ug/l in oppervlaktewater                                                              , 734%7CTrichloorfenoxypropionzuur-2%2C4%2C5+in+ug%2Fl+in+oppervlaktewater                                                                         , 
5469, Trichloorfon in ug/l in oppervlaktewater                                                                                  , 5469%7CTrichloorfon+in+ug%2Fl+in+oppervlaktewater                                                                                                , 
399, Trichloormethaan (chloroform) in ug/l in oppervlaktewater                                                                 , 399%7CTrichloormethaan+%28chloroform%29+in+ug%2Fl+in+oppervlaktewater                                                                            , 
212, Trichloorpropaan-1,2,3 in ug/l in oppervlaktewater                                                                        , 212%7CTrichloorpropaan-1%2C2%2C3+in+ug%2Fl+in+oppervlaktewater                                                                                   , 
2832, Trifenylfosfaat in ug/l in oppervlaktewater                                                                               , 2832%7CTrifenylfosfaat+in+ug%2Fl+in+oppervlaktewater                                                                                             , 
2840, Trifenyltin (kation) in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                             , 2840%7CTrifenyltin+%28kation%29+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                   , 
2847, Trifenyltin (kation) in ug/kg drooggewicht in zwevende stof                                                               , 2847%7CTrifenyltin+%28kation%29+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                         , 
1913, Trifenyltin (kation) in ug/kg uitgedrukt in tin / drooggewicht in zwevende stof                                           , 1913%7CTrifenyltin+%28kation%29+in+ug%2Fkg+uitgedrukt+in+tin+%2F+drooggewicht+in+zwevende+stof                                                   , 
1911, Trifenyltin (kation) in ug/l in oppervlaktewater                                                                          , 1911%7CTrifenyltin+%28kation%29+in+ug%2Fl+in+oppervlaktewater                                                                                    , 
5894, Trifenyltin (kation) in ug/l uitgedrukt in tin in oppervlaktewater                                                        , 5894%7CTrifenyltin+%28kation%29+in+ug%2Fl+uitgedrukt+in+tin+in+oppervlaktewater                                                                  , 
986, Trifluraline in ug/l in oppervlaktewater                                                                                  , 986%7CTrifluraline+in+ug%2Fl+in+oppervlaktewater                                                                                                 , 
5133, Trimethyl-1,3-pentaandiol-2,2,4 in ug/l in oppervlaktewater                                                               , 5133%7CTrimethyl-1%2C3-pentaandiol-2%2C2%2C4+in+ug%2Fl+in+oppervlaktewater                                                                       , 
3185, Trimethylbenzeen-1,2,3 in ug/l in oppervlaktewater                                                                        , 3185%7CTrimethylbenzeen-1%2C2%2C3+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
3442, Trimethylbenzeen-1,2,4 in ug/l in oppervlaktewater                                                                        , 3442%7CTrimethylbenzeen-1%2C2%2C4+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
3207, Trimethylbenzeen-1,3,5 in ug/l in oppervlaktewater                                                                        , 3207%7CTrimethylbenzeen-1%2C3%2C5+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
