CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2013026,28-5-2013,30-5-2013,OGP,Correct geog3D conversions,,,,"For CRSs 4891, 4893 and 4895 changed base CRS conversion from 15590, 15588 and 15586 respectively to 15592."
2013037,26-7-2013,26-7-2013,OGP,Change UoM character code plane,,,,"Changed characters to be from CP1232 character set. For UoM 9202 alias 29228 and UoM 1041 alias 29311, changed  µ (mu)  from U+03BC to U+00B5. For coordinate operation parameters 1040-46 aliases 29750, 29721, 29739, 29743, 29757, 29723 and 29719 respectively, replaced (delta) symbol with d and put the parameter in parentheses."
2013042,21-8-2013,2-9-2013,OGP,Correct unit definitions,,,,"For Units 1027, 1030, 1032, 1034 and 1041-43, amended factors b and c."
2013071,20-12-2013,23-12-2013,OGP,Remove control characters from US area record descripion,,2171,,"For area 2171, in description removed spurious LF/CR characters."
2014005,31-1-2014,15-2-2014,OGP,Add Australian Territory data,,,,"Added areas 4169 4173-79 4181 4184-85 4189-91 4196, datum 1134, projections 6716-19 and 6725-31, projCRSs 6715, 6720- 23 and 6732-38, and transformation 6724. For areas 1116, 1180, 1560 and 1562-64, amended polygon and bounding box to include shelf beyond EEZ. For area 1565, amended description. For areas 1036, 1557-58 and 1566, amended name and description. For datum 6283 and CRSs 4283 and 4938-39 (GDA94) changed area code from 1036 to 4177. For projection 17348 and CRS 28348, reversed deprecation made in 2012.007 and changed area code from 1556 to 4191. For projection 17349 and CRS 28349 changed area code from 1557 to 4176. For projection 17350 and CRS 28350 changed area code from 1558 to 4178. For projection 17357 and CRS 28357 changed area code from 1565 to 4196. For projection 17358 and CRS 28358 changed area code from 1566 to 4175."
2014039,12-6-2014,27-6-2014,OGP,Correct Costa Rica transformations,,,,"Added methods 1061-63 and transformations 6890-91. Deprecated tfms 6388 and 5473 and added replacements 6888 and 6889 respectively. For tfm 5470, changed area code from 3876 to 3232 and added remarks. For methods 1034, 1039 and 9636 amended name, added previous name as an alias and amended remarks. For methods 1032 and 1033, amended remarks."
2014047,22-7-2014,28-7-2014,OGP,Harmonise axis direction text.,,,,"For CSs 6504, 6505 and 6510, in axis direction removed hyphen from compass point. Deprecated CS 6506."
2014053,4-9-2014,8-9-2014,OGP,Harmonise spelling of WGS abbreviation,,,,"For areas 1993-95 and 3464-65, in name changed ""WGS72BE"" to ""WGS 72BE"". For area 2346, in name changed ""WGS72BE"" to ""WGS84"" and ""WGS 84"" to ""WGS 72BE""."
2014056,9-9-2014,9-9-2014,OGP,Add retirement trails for duplicate NGA transformations,,,,"For transformations 1108, 1121, 1256, 1951, 15800 and 15897, added retirement trail."
2014061,9-9-2014,18-9-2014,OGP,Correct example P6 CRS area,,5859,,"For CRS 5859, changed area code from 1253 to 4205."
2014065,15-9-2014,18-9-2014,OGP,Ensure alias codes are within reserved code range,,,,"For Coordinate Reference Systems 6696-97, 6867-68, 6870, 6875-76, 6879-80, 6884-87, 6915, 6922 and 6924, Coordinate Operations 6739, 6864, 6872, 6877-78, 6888-91, 6895-6914, 6920-21 and 15875, Coordinate Operation Methods 1034, 1039, 1061-63 and 9636, and Datums 1133 and 1140, changed alias codes with code value exceeding 32767 to be within range 1024-32766."
199502,3-1-1995,30-1-1995,John Bobbitt; POSC,Modified American Foot conversion factor incosistency.,,,,E009; P0242-0244 updated.
199505,4-1-1995,30-1-1995,John Bobbitt; POSC,Spelling of Lisbon.,,,,G228-229; C0080 amended.
199506,11-1-1995,30-1-1995,John Bobbitt; POSC,Error in Swiss projection longitude of origin.,,,,P0531 longitude of origin value amended .
199507,11-1-1995,30-1-1995,John Bobbitt; POSC,Difficulty in POSC model coping with apostrophies.,,,,G162 amended.
1995081,27-1-1995,30-1-1995,EPSG wg.,Adopt ISO country names.,,,,C0018-19; C0081-82; C0091-0336; C0356-57; G117-8; G130; G176; G178; G187-189; G203; G215; G226-227; P0121-0377; P0466; P0523-4 and P0531-2 amended.
1995082,27-1-1995,30-1-1995,EPSG wg.,Add revised France zones.,,,,P0443-6 amended; P0536-9 added.
199513,5-5-1995,10-5-1995,John Bobbitt; POSC,Ain el Abd datum name not consistently represented in CS names.,,,,"G105 and C0026 amended from ""Ain el Abd 70"" to ""Ain el Abd 1970"""
199514,5-5-1995,10-5-1995,John Bobbitt; POSC,POSC model coping with apostrophies.,,,,M'poroloko  reinstated.
199515,5-5-1995,10-5-1995,John Bobbitt; POSC,South Carolina zones: NAD27 duplicated and NAD83 missing.,,,,C0262 name amended.
199518,20-7-1995,20-7-1995,John Bobbitt; POSC,Missouri East & New York east SP projection longitude of origin error.,,,,Longitude of natural origin hemisphere changed from E to W.
1995191,21-7-1995,21-7-1995,Melita Kennedy; ESRI,Hemisphere in area of use descriptions should all be W.,,,,Area of use longitude hemisphere changed from E to W.
1995192,21-7-1995,21-7-1995,Melita Kennedy; ESRI,Error in area of use description West Malaysia west of 102 deg E,,24548,,"Area of use description changed from ""...east of 102 deg E"" to ""... west of...""."
1995193,21-7-1995,21-7-1995,Melita Kennedy; ESRI,Hemisphere in area of use descriptions should all be E.,,,,Area of use longitude hemisphere changed from W to E.
19952,25-7-1995,25-7-1995,Niles Ritter; JPL,Area of use mis-spelling eest.,,,,"Area of use description changed to ""... and west of 96 deg E""."
199523,8-8-1995,8-8-1995,John Bobbitt; POSC,"For NAD27, the description for Texas South and Texas South Central includes the Gulf of Mexico. For NAD83 it does not. Is this correct?",,,,None
199524,8-8-1995,8-8-1995,John Bobbitt; POSC,"Should Geographic CS 4270:Nahrwan 1967, have an area of use of ""Persian Gulf"" not ""Arabian Gulf""?",,4270,,None
199525,8-8-1995,22-8-1995,John Bobbitt; POSC,Arizona & Michigan coordinate system projection zone names inconsistent with names in projection table.,,,,Amend projection zone names given in CS table to correspond to those in projection table.
199526,8-8-1995,22-8-1995,John Bobbitt; POSC,Discrepancies in names between the projected coordinate system,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,"The names given in the projection parameter file are preferred.  However, investigation of this request has brought to light a transposition of and old code reference in the Remarks of all four (including Corsica) old and new Lambert France zones.","Remarks amended for projections 18081-18084 and 18091-18094.  For ProjCS 27591-27593 inclusive, amend projection zone to be consistent with proj file, and delete the map projection zone abbreviation. For ProjCS 27581-27583 and 27591-27593, add remarks.",,,,
199527,15-8-1995,22-8-1995,John Bobbitt; POSC,BLM zone area of use,,,,"Amend area of use from ""... 90d to 96d W"" to ""... 90d to 84d W""."
199528,21-11-1995,2-12-1995,Eric Pohl; Erdas,Angle unit code/value inconsistencies,,,,Amend angle unit code from 9101 to 9102.
199609,10-4-1996,18-10-1996,Jim Cain; Western Geophysical,Change name of International 1967 ellipsoid to GRS67,,,,
,,,,,,,,
,,,International 1967 ellipsoid (7023) made an alias of GRS67 (newly created 7036). Datum 6023 and GeogCS 4023 deleted and replaced by 6036 and 4036 respectively.,,,,,
199615,8-7-1996,17-7-1996,Raphael Mankin; Coversoft,Proj codes use 9101/degrees where according to units table they ought to say 9102/degrees,,,,None
199618,3-10-1996,18-10-1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Duplicate codes,,,,None
199622,18-7-1996,18-10-1996,Paul Jensen; Agile Data Movers,Increase precision of angle units,,,,Precision of pi increased
199628,12-12-1996,12-12-1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Correct linear unit for Michigan SP CS27 zones,,,,Length unit changed to 9004 for proj 12111-12113;  26788-26790 deleted and replaced by 26811-26813 respectively. GeogCS 4268 renamed.
199701,7-3-1997,11-4-1997,Melita Kennedy; ESRI,Change Austrian longitude of origin values,,,,Parameter 2 values changed to be relative to Ferro and prime meridian codes changed.
199703,7-3-1997,11-4-1997,Melita Kennedy; ESRI,Area of use inconsistent for components of geodetic transformation 8047,,,,Area of use for Norway amended and additional reference added in code 1146.
199705,7-3-1997,11-4-1997,Melita Kennedy; ESRI,Add several longitude rotations,,,,"Change transformation 1194 from ""NTF (Paris) to WGS 84"" to ""NTF (Paris) to NTF"";  change trf_ path 8494/1 target from 4326 to 4275, add trf_path 8494/2.  Add new entries 1257-1269; 8560-8578; 8160-8178."
199706,7-3-1997,11-4-1997,Melita Kennedy; ESRI,Add several geodetic transformations,,,,"Parameters amended for 1110 and 1153, area of use amended for 1153 1176 1188 1230 and 1232.  New transformations 8148-8159, paths 8548-8559  and parameters 1245-1256 added."
199707,18-3-1997,11-4-1997,Melita Kennedy; ESRI,Check Amersfoort to WGS 84 geodetic transformation values,,1112,,Parameter values for 1112 amended.
199708,1-4-1997,11-4-1997,"Claude Williamson, LGC",Check projection transformation parameter values FE and FN,,,,Amend 15001 FE and FN values.
199715,16-4-1997,22-7-1997,Leon Portokalakis; Public Petroleum Corporation of Greece,Add Greek coordinate systems,,,,Added geodetic datums 6120 and 6121; prime meridian 8912; geogCS 4120  4121 and 4815; proj 19930; projCS 2020; vertical datum 5115; vertical CS 5716; trf_nonpoly 1270 1272; trf_path 8570 8581; geod_trf 8179 8181.
199718,4-6-1997,16-6-1997,John Bobbitt; POSC,Correct Universal Polar Stereographic parameters,,,,Amend values for parameter_1 and parameter_2
1997191,4-6-1997,16-6-1997,John Bobbitt; POSC,Correct Michigan SP CS27 zones linear units,,,,Correct linear unit from 9003 to 9004.
199722,11-6-1997,16-6-1997,Melita Kennedy; ESRI,Clarify Swedish geodetic datum name,,6308,,Notified reporter.
1997231,9-6-1997,20-10-1999,Patrick Wheeler-Hoolahan;  Exploration Geodesy Inc.,Indian foot,,,,"Delete length units 9006  9013; add 9080-7.  Add length alias 9088-90. Delete ellipsoid 7017; add 7044-5.  Rename geod_datum 6243; add 6144-6. Rename GeogCS 4243; add 4144-6;  (cont...)(...cont). Change units of proj 18110-18117 and projCS 24370-74 & 24382.  Rename projCS 24370-74 & 24382. Add proj 18231-38.  Add projCS 24305-6  24311-13  24342-47  24375-81  24383.  Rename projCS 24370-4 & 24382.  Add remarks. (cont 97.235 ...)(...cont). Rename tfm_nonpoly 1155 1156 1247 and geod_tfm 8055 8056 8150 from Kalianpur to WGS 84 to Kalianpur yyyy to WGS 84, where yyyy is adoption year; change source cs in geod_trf 8055 8056 8150 and trf_path 8455 8456 8550 to be consistent."
199726,13-6-1997,19-6-1997,John Bobbitt; POSC,Ellipsoidal heights,,,,Ellipsoidal heights based on unspecified datum deleted.
199748,11-10-1997,13-11-1997,Melita Kennedy; ESRI,Check Schwarzeck to WGS84 transformations,,,,In non-polynomial transformation 1271 parameter 3 (dZ) changed from 255.81 to -255.81 metres.  Note added to remarks re units.
199755,23-10-1997,13-11-1997,Andrew Ruffhead; UK Military Survey,Correct the ellipsoid for ETRS89 datum,,6258,,Change ellipsoid reference from 7030 to 7019.
199804,19-2-1998,16-4-1998,Alan Haugh; Hydrosearch,Check geodetic transformation for Indian 1975 datum,,1154,,Amended source information for non-polynomial transformation 1154.
199811,10-4-1998,16-4-1998,Melita Kennedy; ESRI,Check Pulkovo 1942 geodetic transformations,,,,For trf_nonpoly 1245 and 1275 ED50 to WGS 84 (x); x increased by 2.  For 1287-1293 Pulkovo 1942 to WGS 84 (y); y increased by 1.
199812,14-4-1998,16-4-1998,Simon-Pierre Cadieux; Formatek,Check ellipsoid parameters,,7011,,Change 7011 second parameter from inverse flattening value of 293.46602... to semi-minor axis value of 6356515.0 m.
199815,8-5-1998,30-6-1998,Richard Wylde; SIMA Consultancy,Check NIMA Algeria datum transformations,,,,Cautionary note added to DMA Voirol Unifie 1960 to WGS 84 non-polynomial transformation 1255 and geodetic transformation 8158.
199816,18-5-1998,18-5-1998,Roel Nicolai; Shell,Minor change to text describing formula,,9606,,Added phrase in 3rd paragraph to clarify convention common in E&P practice.
199832,6-11-1998,11-11-1998,Peter Laskowski; Intergraph,Increase ellipsoid parameter precision,,,,Precision of 1/f increased from 5 decimal places to original publication precision.
1998321,6-11-1998,22-4-1999,Peter Laskowski; Intergraph,Increase ellipsoid parameter precision,,,,Precision of 1/f increased from 5 decimal places to original publication precision.
199838,3-11-1998,11-11-1998,John Bobbitt; POSC,Check Trinidad geodetic transformations,,,,Corrected parameters for dX dY and dZ for 1295 and 1296 by moving values from 1295 to 1296 and vice versa.
199842,11-11-1998,11-11-1998,John Bobbitt; POSC,Correct spelling of Portuguese,,,,Non-poly tfm 19918 and HorizCS 20700 deleted and replaced by 19936 and 20790 respectively.
199848,2-12-1998,20-10-1999,Gerhard Trichtl; Datamed Info GmbH,Add Austrian projections; check prime meridian.,,,,Amended remarks for proj 18041-43 and projCS 31291-93.  Added proj 18044-46  19947 and projCS 31294-97; non-poly tfm 1471  tfm_path 8815  geod tfm 8415.
199901,7-1-1999,22-4-1999,"Gerhard Bilhag, Univ. of Munich",Correct Abridged Molodenski formulae,,9605,,"Correct formula: In equation for Dlat changed 206265 to 1/sin1"". In equation for Dlon, (a) changed 206265/nu to 1/nu*cos(lat)*sin1""; (b) the term dY*cos(lat) changed to dY*cos(lon). In equation for Dh, the sin2(lat) term changed to sin(lat)^2."
199903,11-2-1999,22-4-1999,Melita Kennedy; ESRI,Change ellipsoid name for WGS72 datum,,,,WGS 72 (code 7043) added to ellipsoid table.  NWL 10D (code 7026) deleted from ellipsoid table and added to ellips_alias table.  WGS72 and WGS72BE datums changed from ellipsoid 7026 to 7043.
199911,8-4-1999,22-4-1999,Lars Nilsson; Satellitbild,Correct Swedish transformation,,,,Delete non_poly tfm 1281 (RT90 to WGS 84) and replace with 1437 (RT90 to ETRF89). Add geod_tfm 8380 (RT90 to ETRF89).  Amend tfm_path 8595/1 target from 4326 (WGS 84) to 4258 (ETRF89).  Add tfm_path 8595/2 (4258 to 4326).
1999202,22-4-1999,20-10-1999,Melita Kennedy; ESRI,Check Morocco angle units,NaN,,,None.
199938,11-8-1999,20-10-1999,Melita Kennedy; ESRI,Update information source URL for US transformation,,,,Add non_poly tfm 1515; delete concatenated geod tfm using 1308 (8230-31 and tfm path 8630-31) and replace with concatenated geod tfm using 1515 (8496-97 and tfm path 8896-97).
200237,23-5-2002,22-6-2002,Gabor Timar; Eotvos University,Add and correct Hungary transformations,,,,Deprecated transformations 1273 and 1677 and replaced them with 1829 and 1830 respectively.  Added tfm 1831.
200642,18-5-2006,31-7-2006,Oscar van Vlijmen,Formulae errata (GN7-2 v29 April 2006),,9605,,"For transformation method 9805, example corrected."
2009034,15-5-2009,30-3-2010,Mikael Rittri; Carmenta AB,Rename axes of Antarctica Terre Adelie CRSs,,,,"Deprecated CS 4492 and added replacement 1025. For CRSs 2985-86, changed CS from 4492 to 1025."
2009045,23-6-2009,1-7-2009,Wilbert Brink; Fugro,Amend North Sea transformation area of use,,,,"For area 2342, in area of use added Netherlands offshore. Deprecated area 3284."
2012008,12-1-2012,18-4-2012,Bill Lamey; CARIS,Check OM method formula,,9815,,In GN7-2 added missing closing bracket in equation for u'.
199941,21-7-1999,7-3-2000,Simon-Pierre Cadieux; Methodex,Check parameters for Alaska SP zone 1,,,,None
199944,10-8-1999,10-8-1999,Simon-Pierre Cadieux; Methodex,Correct ATS77 MTM parameters,,,,None
199946,7-9-1999,7-9-1999,Simon-Pierre Cadieux; Methodex,Correct transformation path 8578,,8578,,None
199947,10-9-1999,7-3-2000,Simon-Pierre Cadieux; Methodex,Clarify polynomial transformation method,,,,Added sections 3 and 4 to EPSG guidance note #7.
199954,12-9-1999,5-11-1999,Simon-Pierre Cadieux; Methodex,Update  NTv2 information source URL,,,,Change source information for NTv2 method 9615 and transformation 1313.
199963,20-10-1999,20-10-1999,Simon-Pierre Cadieux; Methodex,Check Paris meridian value,,8903,,Delete non_poly transformation 1194 and replace by 1467; amend tfm_path 8560 tfm from 1194 to 1467.  Add non_poly transformation 1468; tfm_path 8812 geod_tfm 8412.
199966,19-10-1999,20-10-1999,Simon-Pierre Cadieux; Methodex,Change GeogCS to west longitudes,,,,None.
19997,5-11-1999,5-11-1999,Roger Lott; BP Amoco,Check 1/f for Clarke 1858.,,7007,,Amend remarks.
199978,11-11-1999,12-11-1999,Simon-Pierre Cadieux; Methodex,Correct sign of Japanese longitude shift,,1349,,Changed parameter 2 from 13.31 to -13.31.
199981,13-9-1999,15-11-1999,Simon-Pierre Cadieux; Methodex,Correct Tunisia Mining Grid,,19937,,Amended parameter 1 from 38.81924 to 38.81973; parameter 2 from 7.84257 to 7.83445; parameter 6 from 270.66603 to 270; parameter 7 from 581.95123 to 582.
199989,7-12-1999,9-12-1999,Simon-Pierre Cadieux; Methodex,Correct Swiss transformation,,,,Deleted trf_nonpoly 1257 and geod_trf 8161 replacing with 1519 and 8500 respectively.  Trf_path 8561 re-used but target CS amended from 4217 to 4149.
199991,7-12-1999,9-12-1999,Simon-Pierre Cadieux; Methodex,Delete obsolete unknown geodetic datum,,,,Delete unknown geod_datum 6017 and CS 4017.
199994,29-12-1999,6-1-2000,Melita Kennedy; ESRI,Correct Austria projection parameters,,19947,,Changed parameter 1 from 13deg 20 min to 47 deg 30 min and parameter 2 from 47 deg 30 min to 13deg 20 min.
199999,6-1-2000,7-5-2000,Alan Reid; Reid Geophysical,Harmonise POSC and EPSG unit abbreviations,,,,Changed axis 1 abbreviation from W to Y; changed axis 2 abbreviation from S to X.
2000101,7-3-2000,7-3-2000,Jean-Patrick Girbig; IHS Energy,Amend Germany CS,,,,Replaced Germany projCS 31491-95 with 31461-65 respectively.  Deleted proj 18101-05.
200038,7-4-2000,8-4-2000,Martin Daly;  Cadcorp,Remove double spaces from EPSG names,,,,Advised reporter.
200039,20-4-2000,23-4-2000,Melita Kennedy; ESRI,Correct Indian grid FE and FN,,,,For 18231-5 amended parameter 6 from 2743185.69 to 2743195.5 and parameter 7 from 914395.23 to 914398.5;  for 18238 amended parameter 6 from 2743195.5  to 2743185.69 and parameter 7 from 914398.5 to 914395.23.
200041,2-5-2000,19-10-2000,Jim Cain; Baker Hughes,Check War Office ellipsoid parameters.,,7029,,Added Length Unit 9094.  Changed War Office ellipsoid sma from 6378300.583 to 6378300; added alias and remarks.
200042,3-5-2000,3-5-2000,Gary Masters; POSC,Remove codes from unknown datums and geogCS,,,,Amended names of unspecified datums and unknown geogCSs to include ellipsoid names rather than code.
200046,8-6-2000,10-6-2000,Bruno Ravanas; Total-Fina,Add Suriname projCSs,,24821,,Added proj 17054 19954 19955; projCS 31154 31170 31171.  Deleted Suriname from area of use for 24821(PSAD56 / UTM 21N).
200053,14-7-2000,19-10-2000,"Roger Lott, BP Amoco",Correct names for Qatar transformations,,,,"Deleted tfm 1210 and 1535.  Added tfm 1561 and 1562.  Changed area of use, info source and remarks for 1236."
20006,21-7-2000,19-10-2000,Roel Nicolai; Shell,Correct Borneo RSO definition,,,,Deleted projection 19912 and replaced it with 19956-58; amended projCSs 29871-73 to link to proj 19956-58 respectively instead of 19912.  Corrected formulae and examples for tfm methods 9812 and 9815.
2001031,5-2-2001,6-11-2001,"Paul Beaty, Georgia Tech",(… continued from 2001.300),,,,"For proj codes 15040, 15303 and 1ss3z (where 01=<ss=<52 and 0=<z<10) except 11631, replaced name and added previous name as an alias."
200108,17-5-2001,5-6-2001,Miguel Filgueiras; Univ. of Porto,Correct Lambert Conic Conformal and Mercator projection formulae.,,,,Amended formula for t' in methods 9801 and 9802;  for N and t in method 9804.
200115,22-6-2000,6-11-2001,ISO 19127 project team,Add South African and Namibian data,,,,Added ellipsoid 7046 Bessel Namibia (GLM); deprecated in v6.1 and deleted from v5.3 ellipsoid 7006. Amended geodetic datums 6006 and 6293 to reference ellipsoid 7046 rather than 7006.
200119,23-6-2001,25-6-2001,Melita Kennedy; ESRI,Correct GRS80 authalic sphere,,,,Deleted from v5.21 code 7047; added 7048.  Amended datum 6047 to reference 7048.
200123,17-8-2001,6-11-2001,Melita Kennedy; ESRI,Correct error in New Zealand transformation parameter value,,1567,,Deprecated in v6.0 and deleted from v5.3 code 1567. Added 1701.
200126,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct spelling of Czech/Slovak datum,,,,"For datum 6156, name ""Jednote Trigonometricke Siti Kataastrali"" replaced by ""Jednotné Trigonometrické Síte Katastrální"". Alias for datum 6818 corrected to ""Jednotné Trigonometrické Síte Katastrální""."
200127,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct name of Qatar datum,,6285,,"For datum 6285, datum name ""Qatar"" replaced by ""Qatar 1974""."
200131,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct CRS for Balkans,,31278,,Deprecated in v6.0 and deleted in v5.3 code 31278 and replaced with 31279.
200134,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct transformation for Netherlands,,1571,,1571 deprecated in v6.0 and deleted in v5.3; replaced with 1751. Amended remarks in 1112 in v6.0 only (not v5.3).
200137,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct transformation for Switzerland,,1508,,1508 deprecated in v6.0 and deleted from v5.3; replaced with 1753.
200138,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct transformation for Nigeria,,1534,,1534 deprecated in v6.0 and deleted from v5.3; replaced with 1754.
20016,7-11-2001,22-6-2002,Marc-André Morin; Altaphoto,Add US Harns state plane projCRS,,1337,,"Deleted AK, PA, NC and SC from area 1337. Added projCRS 2759-2930.  Added remarks to projCRS 2205 2222-63 2265-70 2274-89 26941-78 26980-98 32100-18 32120-27 32130-32 32134-58 32161."
200222,12-2-2002,12-2-2002,Melita Kennedy; ESRI,Delete duplicate Escambia county name,,2187,,Deleted second occurance of Escambia in Area of Use.
20025,16-7-2002,19-9-2002,Bruno Ravenas; TotalFinaElf,Review ellipsoid for SAD69,,,,"Added ellipsoid 7050; additional remarks to 7003 and 7036. Deprecated datum 6291; geogCRS 4291, projCRS 29100 29118-22 29177-85; transformations 1212-24 and 1548. Added as replacements datum 6618; geogCRS 4618, projCRS 29101 29168-72 29187-95; transformations 1864-77."
200252,25-7-2002,31-7-2002,Melita Kennedy; ESRI,Correct Kazakstan spelling and review addition of CS63 K1 zone,,,,CS63 K1 zone not added as there is no evidence of its actual usage; changed spelling from Kazakhstan to Kazakstan in affected records 1284; 1291; 1357; 1798; 1799-1804; 2074-2088; 2314; 2405
200257,7-8-2002,19-9-2002,Gerhard Somer; Magistrat Wien,Clarify Austria projected CRS updates,,,,Amended scope and remarks for proj 18041-43. Amended scope and remarks and added 2nd alias to projCRS 31281-83. Amended remarks for proj 18044-46 and projCRS 31284-86. Added proj 18047-49 and projCRS 31288-90. Corrected area of use for tfm 1757 and projCRS 31282-83.
200278,21-10-2002,21-1-2003,Akira Uematsu; NEC,Add WGS84 CRS with alternative CS,,,,"For UoM 9107, 9108, 9110, 9111 and 9115 amended target UoM from 9101 to 9102 and also amended remarks. Added UoM 9116-21; added Coord Operation Methods 9637-44; added Coord Conversions 101-108; added Coord Systems 6405-21; added WGS 84 codes CRS 63266405-20. Added geog2D (deg) CRS codes 6***6405 where *** = 120-124, 126-171, 173-176, 178-184, 188-216, 218-225, 227, 229-233, 236-259, 261-286, 288-289, 292-293, 295, 297-304, 306-319, 322, 324, 600-616, 618-640, 650-655, 801-806, 808-809, 813-815, 818, 820 and 903-903. Added geog3D (deg) CRS codes 6###6413 where ### = 126, 130, 140, 148, 151, 152, 163, 167, 170, 171, 173, 176, 180, 189, 190, 258, 283, 612, 619, 624, 627, 640 and 645."
200292,18-12-2002,21-1-2003,Melita Kennedy; ESRI,Correct formula for spherical radius,,9823,,Changed formula for R.
200295,18-12-2002,31-1-2003,Norm Berls; Geoquest,Correct Krovak formula,,9819,,Corrected formula and amended example for coord op method 9819.
200301,3-1-2003,8-1-2003,Martin Daly; Cadcorp,Review precision of British National Grid parameters,,19916,,Changed SF value from 0.999601272 to 0.9996012717. Included change record reference in dependent projCRS 27700.
200302,15-1-2003,21-1-2003,Frank Warmerdam,Correct projCRS prime meridian and projection inconsistency,,,,"Deprecated CRSs 2934, 21100, 25700, 26591-92 and replaced them with 3000-3004. Added remarks regarding longitude reference to proj 18041-43, 18047-49, 18081-84, 18091-94, 18221-28, 19901, 19903, 19911, 19921, 19923, 19936-37, 19952, 19969, 19979."
2003021,4-2-2003,5-2-2003,Bernard Snyers; Ionic Software,Correct Italy prime meridian and projection inconsistency,,,,Advised correspondent.
200322,6-8-2003,30-9-2003,Melita Kennedy; ESRI,Review Antarctica Terre Adelie projection,,,,Enhanced formula for method 9810; added methods 9829-30; changed proj 19983 from using method 9810 to method 9830 including deletion of scale factor parameter.
200335,10-12-2003,14-12-2003,Andreas Schimke; OLANIS Expertensysteme GmbH,Correct example,,9820,,Corrected values for FE and FN in Lambert Azimuthal Equal Area method example.
200407,15-1-2004,15-1-2004,Alan Haugh; Hydrosearch,Clarify usage of Italy geogCRS,,,,Amended scope of CRSs 4265 and 4806 to include minerals licencing. Also added aliases to these and CRSs 3003-04.
200409,29-1-2004,30-1-2004,Stefan Steiniger,Correct signs of Germany transformation,,1309,,Amended remarks.
200439,11-6-2004,11-6-2004,Jim Dunn; Blue Marble Geographics,Check tfm rotation parameter units,,1146,,Advised correspondent.
200443,16-6-2004,22-6-2004,Mike Horhammer; Oracle,Correct formulae,,,,"In formula for method code 9805 (mercator), corrected ""N = FN + a*k0* ln{tan(pi/4 + lat/2)[(1 - esin(lat))(1 + esin(lat))]^e/2}"" to ""N = FN + a*k0* ln{tan(pi/4 + lat/2)[(1 - esin(lat))/(1 + esin(lat))]^e/2}"" (division sign missing). "
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
200458,12-10-2004,14-10-2004,Norm Olsen; Mentor Software,Correct miscellaneous CRS and Coordinate Operation parameters,,,,Correspondent advised that deprecated records should be excluded from active use of EPSG dataset.
20046,12-10-2004,16-10-2004,Norm Berls; Geoquest,Correct Oblique Mercator formula,,,,"In method 9815 (Oblique Mercator), equation for calculation of u, corrected ""SIGN(lon-lonc)"" to ""SIGN(latc)"". In method 9812 (Hotine Oblique Mercator), eliminated equations for calculation of uc and vc."
200461,12-10-2004,4-1-2005,David Digby,Correct Lambert Conic Near Conformal reverse formula,,9817,,"For coord op method 9817, amended significantly the reverse formula."
200468,28-10-2004,28-10-2004,Cememhehko; GeoNadir Moscow,Correct TM formula.,,9807,,"In coord op method 9807, in formula for lat1 replaced right hand side occurances of ""lat1"" with ""mu1""; in example replaced ""phi1"" with ""lat1""."
2004725,23-11-2004,26-11-2004,Melita Kennedy; ESRI,Check European VertCRS name.,,,,Correspondent advised.
2005075,7-2-2005,21-5-2005,Dag Lohmann; Risk Management Solutions,Correct Lambert azimuthal equal area formula,,9820,,For method 9820 corrected equations for beta and betaO.
2005101,9-3-2005,23-11-2005,Melita Kennedy; ESRI,Check CRS name - Kerguelen,,,,Deprecated datum 6631 geogCRS 4631 projCRS 2979 and tfm 1915. Added replacement datum 6698 geogCRS 4698 projCRS 3336 and tfm 15850.
2005102,9-3-2005,21-5-2005,Melita Kennedy; ESRI,Check CRS name - Maldives,,,,"Deprecated datum 6233, CRS 4233, tfm 1894. Added datum 6684-85, CRS 4684-85, tfm 15713."
200517,20-4-2005,27-5-2005,"Rick Burris, Openspirit.",Correct Wisconsin TM parameter units,,14811,,"For proj 14811, changed unit from metre (code 9001) to degree (code 9102). Added change record reference to dependant projCRS code 3069."
200525,30-5-2005,30-5-2005,Mike Clark; Subsea7,Correct North Sea tfm.,,,,Deprecated tfm 1043 and added replacement 15753. Deprecated concatenated tfms 8046 and 8570 which used 1043 and replaced them with 8653 and 8654 respectively.
