CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
200069,19-10-2000,19-10-2000,EPSG,Add country names to continental CS and transformations,,,NaN,Amended Area of Use field as appropriate.
2000702,19-10-2000,19-10-2000,EPSG,Amend New Zealand GD49 name,,,NaN,"In geogCS 4272, projCS 27200 27291-92 and geodetic transformation 1151, changed name from GD49 to NZGD49; added alias GD49. Added second alias to geodetic datum 6272."
200074,19-10-2000,19-10-2000,EPSG,Correct Algeria geogCS axis abbreviations,,4819,NaN,Changed axis 1 abbreviation from N to Lat and axis 2 abbreviation from E to Long.
200077,19-10-2000,19-10-2000,EPSG,Expand area of use in Canada to always list applicable provinces,,,NaN,Added all appropriate provinces to appropriate coordinate system and geodetic trf records except 1188 which is restricted by text data type limits.
200078,19-10-2000,19-10-2000,EPSG,Correct area of use for WGS 84 / UTM zones 20N; 33N; 34N; 35N,,,NaN,Amended truncated area of use fields for projCS 32620 32633-35.  Truncation happened when dataset moved from v4.4 to v5.0
200082,19-10-2000,19-10-2000,EPSG,Correct CS axis orientation,,32755,NaN,Corrected second axis orientation from west to north.
200083,19-10-2000,19-10-2000,EPSG,Review Similarity Transformation reversibility,,9621,NaN,"changed  reverse transformation switch from ""Yes"" to ""No"" and changed reversibility of the four transformation parameters to be blank ; modified last sentence in formulae and added add't sentence regarding non-reversibility of method."
2000861,12-1-2001,5-6-2001,EPSG,"Add aliases for Gold Coast foot (ftGC, foot).",,9094,NaN,Added aliases.
2001051,23-3-2001,5-6-2001,EPSG,Correct spelling of POSGAR alias,,4172,NaN,"Changed alias ""National Geodetic System [Argenina]"" to ""National Geodetic System [Argentina]"""
2001052,23-3-2001,5-6-2001,EPSG,Add alias for Clarke 1880 (Arc) ellipsoid,,7013,NaN,Added aliases.
200106,23-3-2001,5-6-2001,EPSG,Add new offshore Norway transformations,,,NaN,"Added geod tfm 1612 and 1613.  Added second alias for EUREF89 to geod tfm 1588-89.  Added remarks to geod tfm 1450,1588-90 and concatenated tfm 8046-47, 8569-70."
200116,17-5-2001,5-6-2001,EPSG,Add Brunei transformation,,1592,NaN,Added geod tfm 1615.  Added remarks and amended area of use for geod tfm 1592.
200121,17-7-2001,17-7-2001,EPSG,Correct Netherlands transformation,,1571,NaN,See 2001.34
2001223,15-8-2001,6-11-2001,EPSG,Replace concatenated transformations to WGS84 via NZGD2000 with single tfms.,,8563,NaN,Deprecated in v6.0 and deleted in v5.3 code 8563; added 1670.
2001225,15-8-2001,6-11-2001,EPSG,Replace concatenated transformations to WGS84 via NGN96 with single tfms.,,,NaN,Deprecated in v6.0 and deleted in v5.3 code 8530; added 1682.
2001226,15-8-2001,6-11-2001,EPSG,Replace concatenated transformations to WGS84 via Moznet with single tfms.,,,NaN,Deprecated in v6.0 and deleted in v5.3 codes 8215 8217 8219 8221 8223; added 1683-87.
2001227,15-8-2001,6-11-2001,EPSG,Replace concatenated transformations to WGS84 via NAD83 NAD83(HARNS) and NAD83(CSRS98) with single tfms.,,,NaN,Deprecated in v6.0 and deleted in v5.3 codes 8243 8245 8388 8390 8392 8394 8404 8406 8418-22 8564-66; added 1688-1700 and 1702.
200143,9-9-2001,6-11-2001,EPSG,Separate areas for Finland zone 3,,2393,NaN,Area for 2393 amended. Also added aliases to 2391-94.
200148,12-10-2001,6-11-2001,EPSG,Correct Irish data,,,NaN,"Deprecated in v6.1 and deleted from v5.3 proj 19908 and projCRS 29900; added datum 5130 5131 6188, proj 19972-73, geogCRS 4188, projCRS 29901-03, vertCRS 5731-32. Additional remarks added to geogCRS 4299 and 4300. Alias added to 4300."
200151,31-10-2001,6-11-2001,EPSG,Ensure names use only ASCII character set,,,NaN,"In datum name, changed accented letters to non-accented ascii equivalent and added accented name as alias."
2001511,6-11-2001,6-11-2001,EPSG,Correct German datum,,6314,NaN,Datum name Deutsche Hauptdreiecksnetz replaced by Deutsches Hauptdreiecksnetz; origin changed from Potsdam to Rauenberg.
200152,6-11-2001,6-11-2001,EPSG,Correct Swiss datum fundamental point,,6150,NaN,Change name of datum origin from Old Bern observatory to Zimmerwald observatory.
200154,6-11-2001,6-11-2001,EPSG,Correct names for French projections,,,NaN,"Corrected names of proj 18081-84 and 18091-94; added aliases with former names.  Deprecated in v6.1 and deleted in v5.3 CRS 27581-84, 27591-94 and 7401-03; added 27561-64, 27571-74 and 7411-13."
200203,18-1-2002,18-1-2002,EPSG,Update EuroGeographics transformations for Portugal,,,NaN,Deprecated approximate tfm to WGS84 codes 1656 and 1658. Added tfm 1791-93. Amended remarks to tfm 1655 and 1657.
200204,18-1-2002,18-1-2002,EPSG,Add aliases to Ivory Coast data,,,NaN,Added aliases.
200206,18-1-2002,12-2-2002,EPSG,Add Australian national transformations,,,NaN,"Added tfm 1803-04. Added remarks to tfm 1506-07, 1593, 1596. Deprecated in v6.1 and deleted from v5.3 tfm 1559."
2002081,1-6-2002,22-6-2002,EPSG,Correct area for Japan CRSs,,,NaN,"For projCRS 30165-69 30175 and 30177-79, changed area codes from 1859-62 1858 1869 1871 1872 and 1868 to 1858-61 1862 1868 and 1870-72 respectively."
2002151,6-3-2002,22-6-2002,EPSG,Add Indonesian data,,,NaN,"Deprecated datum 6125 6294, geog CRS 4125 4294 and tfm 1282 1286 and replaced them with 6613, 4613 and 1834 respectively. Added datum 6820, geogCRS 4820, tfm 1832-33 and 1835-37, naming system 7311. Added aliases to datum 6326, geogCRS 4326-28, projCRS 2309-10 2933-34 32646-52 32747-54, tfm 1248. Extended origin description for datum 6326. For tfm 1126 Changed version from DMA-Col to DMA-Idn BBI."
200226,12-2-2002,12-2-2002,EPSG,Correct spelling of Oslo PM,,,NaN,"In PM 8913 alias and remarks, Kristiana changed to Kristiania. In projCRS 27391-98, changed area of use Greenwich seconds from 20.5 to 22.5."
200229,28-2-2002,16-7-2002,EPSG,Delete duplicate Nigeria transformation and add new data.,,,NaN,Deprecated tfm code 1819. For tfm code 1754 amended remarks and corrected ISO country code in Version from 'SHL-Nig S' to 'SHL-Nga S'. Amended precision of tfm 1820 from dm to mm and 1821 from dm to cm. Added tfms 1822-24.
20023,28-2-2002,22-6-2002,EPSG,Correct remarks for spherical CS,,6404,NaN,"In remarks, changed ""geographic"" to ""geocentric""."
200256,16-8-2002,29-8-2002,EPSG,Correct nomenclature in Algeria CRS remarks.,,,NaN,Changed remarks for geogCRS 4307 and alias remarks for projCRS 30791-92 to conform to ISO terminology.
2002621,13-9-2002,1-9-2003,EPSG,Correct Ireland CRS/Tfm inconsistencies,,,NaN,"For datum 6300 changed name from TM75 to Geodetic Datum of 1965 and added aliases and remarks. Added remarks to datum 6299 and CRSs 4299 and 4300. Deprecated tfm 1229 and 1640. Changed remarks for tfm 1641. Added tfm 1953-56. Deprecated tfm 5401 and replaced it with 5406. Added UoM 9095, Coord Sys 6496, datum 5152, CRS 5754, tfms 5407-08. Added additional info source for Ireland to UoM 9095."
2002622,13-9-2002,1-9-2003,EPSG,Correct Ireland ellipsoid inconsistencies,,7002,NaN,Amended remarks and added information source.
200264,13-9-2002,19-9-2002,EPSG,Correct Morocco projection and add Western Sahara data,,,NaN,"Added aliases to proj 18131-32 and projCRS 26191-92. Amended area of use for proj 18132 and projCRS 26192. Deprecated areas 1704-05, proj 18133 and projCRS 26193. Added areas 2787-89, proj 18134-35 and projCRS 26194-95."
20027,19-9-2002,19-9-2002,EPSG,Correct revision date,,1592,NaN,Revision date changed from 15-Oct-02 to 15-Oct-00.
200272,19-9-2002,21-1-2003,EPSG,Correct Portuguese transformations,,,NaN,"Deprecated tfm 1656, 1791, 1793. Replaced with tfm 1944-45. Amended remarks for tfm 1790 and 1792."
2002771,13-10-2002,18-11-2002,EPSG,Correct US HARN CRS remarks,,,NaN,Amended CRS code reference in remarks.
200281,13-9-2002,21-1-2003,EPSG,Check Sudan datum,,,NaN,"Amended area 1552-53; added area 2825-27. Deprecated CRSs 4296 and 29635-36, datum 6296. Added projCRS 20134-36."
200282,1-11-2002,18-11-2002,EPSG,Correct area text,,2286,NaN,Added closing parenthesis around NSW in area name.
200283,1-11-2002,21-1-2003,EPSG,Review NAD83 ITRF transformations,,,NaN,"Deprecated tfm 1308 and 1515. Added tfm 1900-01, 1946. Corrected variant for tfm 1850 from 2 to 3."
200284,1-11-2002,21-1-2003,EPSG,Check Cameroon data,,,NaN,Deleted remarks from geogCRS 4197. In remarks for geogCRS 4193 corrected spelling of Bukavu and changed datum to CRS. Added remarks to projCRS 2215. Added tfm 1902 and concat tfm 8646.
2002871,11-11-2002,25-2-2003,EPSG,Add French Overseas Territories data,,,NaN,"Added Area 2810-2824, CS 4492, datum 6621-6645, geog CRS 4621-45, proj 19981-83, projCRS 2969-73, 2975--90 and 2995-98, tfm 1903-1934. Deprecated datum 6235 and CRS 4235. Added remarks to area 1099."
200289,27-11-2002,21-1-2003,EPSG,Add ITRF,,6326,NaN,"Added datums 6647-56; geocentric CRSs 4330-38 and 4385, tfm 1935-43. Added remarks to datum 6326 (WGS84)."
200293,18-12-2002,21-1-2003,EPSG,Correct CS axes for UPS,,,NaN,Added CS 4493-94. Amended CRS 32661 and 32761 to use these CS.
200294,18-12-2002,30-9-2003,EPSG,Include coordinate operation formula rather than citations,,,NaN,Added formula to methods 9820 9822 9827 9828; example to method 9820.
200297,18-12-2002,21-1-2003,EPSG,Amend show CRS switch setting,,4188,NaN,Changed Show? from No to Yes.
2003051,5-2-2003,6-2-2003,EPSG,Correct rotation unit,,,NaN,"Amended unit of measure for parameter B00 from ""coefficient"" to ""arc-second""."
2003052,16-2-2003,17-2-2003,EPSG,Correct Scale Factor and False Easting unit of measure names,,16376,NaN,"Amended unit of measure for parameter scale factor from ""meter"" to ""unity"" and amended unit of measure for parameter False Northing from ""unity"" to ""meter""."
200307,17-2-2003,17-2-2003,EPSG,Correct alias,,1274,NaN,Deleted aliases and replaced with corrected alias.
200308,25-2-2003,25-2-2003,EPSG,Correct Canada Maritme Provinces transformation,,,NaN,Corrected area of use and version for tfm 1604-05 which were transposed. Deprecated tfm 1606-08 and replaced with 1947-49. Added tfm 1950 and concatenated tfm 8657.
2003141,17-6-2003,30-9-2003,EPSG,Clarify usage in Norwegian dependencies.,,,NaN,Deleted Jan Mayen from area codes 2062 2064 2332 and 2601; added Jan Mayen to Area code 2056. Added Svalbard to area codes 1296 and 1635-38.
2003231,14-8-2003,30-9-2003,EPSG,Add Portugal data,,,NaN,"Amended datum 6615 name from Porto Santo to Porto Santo 1936; added alias Porto Santo. Added datum 6663-66, geogCRS 4663-6 66636405 66646405 66656405 66666405, projCRS 3061-63. Added area 2870-75, tfm 1966-91 and 8648-49. Added aliase Base SE to datum 6615, CRSs 4615, 2942 and tfm 1888. Added alias Base SW to datum 6183, CRSs 4183, 2189 and tfm 1886. Added remarks to alias to datum 6184, CRSs 4184 and 2190. Added supersession remarks to datum 6183-84 and 6615; CRS 4183-84 and 4615. Deprecated tfm 1944-45."
2003232,14-8-2003,30-9-2003,EPSG,Update Portugal information source URL,,,NaN,Changed URL from www.ipcc.pt to www.igeo.pt.
2003234,14-8-2003,30-9-2003,EPSG,Add aliases for Portugal transformations,,,NaN,Added aliases to tfm 1655 1756 1790
2003241,14-8-2003,14-8-2003,EPSG,Delete spurious remark,,1919,NaN,Deleted remarks for tfm 1919.
200326,14-8-2003,30-9-2003,EPSG,Add ETRS89 origin details,,6258,NaN,Added origin description and amended remarks.
200328,30-8-2003,30-9-2003,EPSG,Correct Niger CRS axis unit,,2931,NaN,Corrected CS axis unit from ftUS to m.
200329,30-8-2003,30-9-2003,EPSG,Amend Australia AGD84 area,,,NaN,"For area 2576, added Qld and SA to list of states. (Impacts datum 6203 and CRS 4203). For CRS 62036405 changed area of use from ""Australia"" to area 2576. For datum 6203, added origin information, remarks and info source. For CRS 4203, added info source."
200331,16-9-2003,30-9-2003,EPSG,Correct Russia projCRS source geogCRS,,,NaN,Corrected source geogCRS from code 4284 to code 4200.
2003341,27-11-2003,28-11-2003,EPSG,Correct Romania transformation name,,1789,NaN,Deprecated tfm 1789 and replaced it with 1995.
2003361,18-12-2003,7-1-2004,EPSG,Correct datum origin details,,,NaN,"Datum Origin longitude details changed: for 6215 from Brussels to Greenwich, for 6297 the Paris value wrongly labeled as Greenwich is corrected to the actual Greenwhich value, for 6304 and 6310 from Paris to Greenwich and from grads to degrees, for 6666 from Lisbon to Greenwich, for 6813 from Greenwich to Jakarta; for 6801 ""from Bern"" added, for 6802 ""from Bogota"" added, for 6807 ""from Lisbon"" added; coordinates added for 6257 6804; precision increased for 6202 6203 6211 6221 6263 6813; leading zero added to datum origin minutes/seconds for 6201 6224 6227 6282; double space removed from text for Datum Origin for 6157 6191 6289; details amended for 6239; for 6261 changed DMS symbols to abbreviations. Info source added for 6230 6257 6804. Origin remarks amended for 6191. Added datums 6304, 6811; geogCRSs 4671 and 4821; projCRSs 30493-94. Added remarks to datums 6304 and 6811, geogCRSs 4304 and 4811, projCRSs 30491-92. Amended remarks to projCRSs 30791-92."
2003362,18-12-2003,7-1-2004,EPSG,Add datum origin details,,,NaN,"Datum origin information added. For datum 6131 also moved alias info from remarks to alias; alias added to CRS 4131, 61316405, 3176, 3148-49. For datum 6139 also added epoch."
2003365,6-1-2004,7-1-2004,EPSG,Deprecate Algeria data,,,NaN,"Deprecated datum 6819, CRS 4819."
200406,15-1-2004,1-3-2004,EPSG,Add datum information,,,NaN,"Added origin description to datums 5118, 5120 and 5151.  Added datum epoch to 5120 and 5151. Amended alias for 5151. Added datum epoch and remarks to datums 6223 6816. Amended origin details and source info for datum 6302."
200408,15-1-2004,20-1-2004,EPSG,Add Italy transformations,,,NaN,Added area 2882-88; tfm 1088-1094. Added aliases to tfm 1169 and 1659-64.
20041,8-2-2004,14-9-2004,EPSG,Add European vertical information,,,NaN,"Added coord op parameters 8730-31, coord op method 8731, vert datums 5172-5185, vertCRS 5774-5787, tfm 5415-5431. Added origin description and remarks to datums 5101 5105 5109 5117 5127-29 5132 5138. Scope revised for datums 5127-28. Name for vertCRS 5730 amended from ""European Vertical Reference System 2000"" to ""EVRF2000""."
200414,17-3-2004,14-10-2004,EPSG,Add Netherlands transformations.,,1751,NaN,Added tfm 1066. Changed remarks for 1751 to refer to 1066.
200415,17-3-2004,27-4-2004,EPSG,Add Israel data.,,,NaN,"Aliases added to datums 6141 628. Amended area of use for ED50 and ED50 / UTM zone 33 (area codes 1296 and 1639) to include Israel offshore. Added area 2896-97, coord op param 8728-29, coord op method 9656, tfm 1071-1075 and 8650."
200416,17-3-2004,27-4-2004,EPSG,Add/amend Nigeria transformations.,,1818,NaN,Added tfm 1067. Deleted remarks concerning Statoil from tfm 1818.
2004161,26-3-2004,27-4-2004,EPSG,Amend Nigeria CRS usage,,2311,NaN,"Updated area of use, scope and remarks information."
200417,24-3-2004,9-4-2004,EPSG,Correct remarks,,,NaN,Corrected codes referenced in remarks.
2004181,26-3-2004,26-3-2004,EPSG,Correct spelling,,,NaN,Corrected spelling of Burkina Faso.
2004182,26-3-2004,26-3-2004,EPSG,Correct remarks,,,NaN,"In remarks for tfm 1454, deleted ""to"". In remarks for tfm 1804, amended ""1159"" to ""1559""."
2004183,26-3-2004,26-3-2004,EPSG,Correct remarks,,,NaN,"In remarks for datum 6120, added supersession info. In remarks for CRS 4134, amended ""coordinate system"" to ""coordinate reference system"". In remarks for CRS 4910-19, corrected CRS code references."
2004184,26-3-2004,27-4-2004,EPSG,Correct Venezuela transformation name,,,NaN,"In name, ""… WGS84 ..."" changed to  ""… WGS 84 ...""."
200419,17-3-2004,22-5-2004,EPSG,Correct tfm parameter sign reversibility,,,NaN,"For tfm methods 9613, 9614, 9615, 9633 and 9635 changed coordinate operation parameter sign reversal from ""No"" to ""Yes""."
2004191,22-5-2004,21-5-2005,EPSG,Check Norway tfm reversibility,,9620,NaN,Added remarks on reversibility.
20042,26-3-2004,27-4-2004,EPSG,Correct Area of Use,,,NaN,Corrected area of use.
2004201,26-3-2004,27-4-2004,EPSG,Correct Area of Use,,,NaN,Corrected area of use from Yemen to Italy..
200421,7-4-2004,7-4-2004,EPSG,Correct remarks,,,NaN,"In remarks, changed CS to CRS."
2004211,7-4-2004,7-4-2004,EPSG,Correct remarks,,5752,NaN,"In remarks, changed  Bandar Abbas (code 5752) to Fao (code 5751)."
2004212,7-4-2004,7-4-2004,EPSG,Correct remarks,,5124,NaN,Move information on datum origin from remarks field to datum origin field.
200425,22-4-2004,27-4-2004,EPSG,Add SIRGAS 2000 data,,,NaN,"Corrected area of use and amended name, alias and remarks for datum 6170. Added alias and remarks and amended info source to CRSs 4974-75. Added alias and remarks to geogCRS 4170 and projCRSs 31986-32000. Added datum 6674, CRSs 4674 4988-89 31971-85, tfm xxx"
200433,27-4-2004,22-5-2004,EPSG,Add geographic 3D conversions,,,NaN,"Added methods 9659-60. Changed name of method 9618 from ""Geographical and Height Offsets"" to ""Geographic 2D with Height Offsets"" and method 9618 from ""Geographical Offsets"" to ""Geographic 2D Offsets"". Amended remarks for coord operation method 9602 to include cross-referencing to method 9636. Added coord operations (conversions) 15500-59."
200436,27-4-2004,22-5-2004,EPSG,Add full url to NADCON parameter value file names,,,NaN,Added ftp address to NADCON transformations.
200438,8-5-2004,22-5-2004,EPSG,Correct Japanese transformations,,,NaN,Added compound CRS Tokyo+JSLD (code 7414). For transformations 1336-1436 and 1827 changed source CRS from Tokyo (CRS code 4301) to code 7414. Amended alias for vert datum 5122 and added second abbreviation to vertCRS 5723.
200441,11-6-2004,14-10-2004,EPSG,Add Kuwait vertical data,,,NaN,"Added origin information to datums 6246 and 6318. Added vertical datums 5186-88, vertCRSs 5788-90 and tfms 5412-14."
200442,16-6-2004,16-6-2004,EPSG,Update EuroGeographics url,,,NaN,"In info source field of datum, CRS and coord operation tables, replaced ""http://crs.ifag.de"" with ""http://crs.bkg.bund.de/crs-eu""."
200444,16-7-2004,31-7-2004,EPSG,Check Kuwait TM parameter values,,,NaN,Deprecated projection 19928 and projCRS 31900; added replacements 19997 and 31901.
200446,23-8-2004,23-8-2004,EPSG,Correct cross-referencing remarks,,1603,NaN,Amended remark: changed reciprocal tfm code from 1948 to 1947.
200447,24-8-2004,24-8-2004,EPSG,Change transliteration spelling of Molodenski,,,NaN,"Changed spelling of transliterated name from ""Molodenski"" to ""Molodensky"" to accord with majority usage."
200448,1-9-2004,14-10-2004,EPSG,Add offshore Ireland transformations,,,NaN,Offshore Ireland added to area 2342. Scope for Common Offshore tfm 1311 amended to include Irish CS. Added area 2961 and tfm 1853.
200449,1-9-2004,1-9-2004,EPSG,Amend area of use for Niger datum,,6213,NaN,"For datum 6213 (Beduaram), changed area of use from Niger (code 1177) to Niger SE (code 2771)."
200451,12-9-2004,14-10-2004,EPSG,Correct Jamaica CRS remarks,,,NaN,"Amended remarks for projCRS 24200 from ""Supersedes 24100 (JAD69 / Jamaica National Grid)"" to ""Supersedes CRS code 24100 Jamaica 1875 / Jamaica (Old Grid)"". Amended remarks for proj 19909 from ""Supersedes Jamaica (New Grid)"" to ""Supersedes Jamaica National Grid"". Added information source to proj 19909-10; projCRS 24100 24200 geogCRS 4241-42; datum 6241-42."
2004521,14-9-2004,14-9-2004,EPSG,Correct Azores tfm variant,,1968,NaN,"Amended variant from ""CGC-Prt Az Mig 1m"" to ""CGC-Prt Az Mig 5m""."
200453,14-9-2004,14-9-2004,EPSG,Add missing UoM factors,,9203,NaN,For UoM 9203 inserted value of 1 into both factor B and factor C fields.
2004561,12-10-2004,14-10-2004,EPSG,Add French DOM datum and CRS alias data,,,NaN,"For datums 5154-56 6622 6625 6626, CRSs 2970 2973 2990 4622 4625 4626 5756-58, and tfms 1904-05 1909-11 1926 1964, replaced name and moved previous name to be alias:- horizontal: Fort Desaix>Martinque 1938, Sainte Anne>Guadeloupe 1948, Piton des Neiges>Reunion 1947; vertical: IGN 1987>Martinque 1987, IGN 1988>Guadeloupe 1988, IGN 1989>Reunion 1989. For datums 6622 6625 and 6626, added datum epoch."
2004566,12-10-2004,20-10-2004,EPSG,Correct spelling of French projected CRS alias,,27572,NaN,"In alias for CRS 27572, corrected spelling of ""etendu""."
200463,20-10-2004,22-10-2004,EPSG,Update Germany minerals tfm,,,NaN,"Amended scope for tfm 1052 and 1133, remarks for tfm 1052 1133 and 1998; info source for tfm 1052. Added info source for tfm 1998. Amended area of use for CRS 4230."
200474,28-12-2004,28-12-2004,EPSG,Amend US Alabama tfm,,8590,NaN,Corrected target CRS code from 4152 [NAD83(HARN)] to 4326 [WGS 84].
200475,28-12-2004,28-12-2004,EPSG,Correct HARN area,,,NaN,Added PRVI to area code 1337. Deprecated area code 2424. For conversions 15526-27 changed area code from 2424 to 1337.
200504,26-1-2005,27-5-2005,EPSG,Correct Mauritania transformation,,10094,NaN,Deprecated tfm 10094 and added replacement 15709 in which source CRS was corrected.
200505,26-1-2005,27-4-2005,EPSG,Add Brazil transformations,,1549,NaN,"Added tfm 15710-12. Deprecated tfm 1549, added replacement tfm 15754 with added remarks and amended tfm version."
2005061,3-2-2005,27-5-2005,EPSG,Correct Colombia projCRSs,,,NaN,"Deprecated projCRSs 21891-94. Added replacement CRSs 21896-99 in which CS corrected from easting, northing (X,Y) (CS code 4499) to northing, easting (X,Y) (CS code 4530) and supersession remarks added. For proj 18051, corrected remark ""6 west"" to ""3 west""."
2005062,1-6-2005,1-7-2005,EPSG,Correct Colombia projCRSs,,21817,NaN,"Deprecated projCRSs 21817, Area 1602."
200511,17-3-2005,21-5-2005,EPSG,Saudi Arabia data,,,NaN,"Added projCRSs 20436 and 20440. For projCRS 20439 added scope and remarks concerning Kuwait. Changed Area 1570 (used by projCRS 20439) name from ""Saudi Arabia - E of 48 deg E"" to ""Asia - Middle East - Kuwait and Saudi - 48 to 54 deg E"" and area of use from ""Saudi Arabia - east of 48 deg East"" to ""Kuwait - east of 48 deg East. Saudi Arabia - between of 48 and 54 deg East"". Changed Area 1571 (used by projCRS 20438) area of use from ""Kuwait.  Saudi Arabia - between 42 and 48 deg East"" to ""Kuwait - west of 48 deg East. Saudi Arabia - between of 42 and 48 deg East""."
2005143,12-4-2005,27-5-2005,EPSG,Correct Algeria area name,,1729,NaN,"For area 1729, in area name changed 'of' to 'to'."
2005145,6-6-2005,29-9-2005,EPSG,N limit of GK3 zones is 60 deg N.,,,NaN,Not confirmed.
2005147,6-6-2005,1-7-2005,EPSG,Deprecate redundant France area record,,1353,NaN,"Amended datums 6275 and 6807, CRSs 4275 and 4807 and tfms 1053 and 1054 to use area 1326 rather than 1353. Deprecated area 1353.."
2005148,6-6-2005,1-7-2005,EPSG,Deprecate redundant Indonesia records,,,NaN,Deprecated projCRSs 23853 and 23886 and associated Area records 1648 and 1661.
200516,14-4-2005,27-5-2005,EPSG,Correct Estonia proj area of use,,15505,NaN,Changed area of use code from 1278 (Australian Antarctic) to 1090 (Estonia).
200518,27-4-2005,27-5-2005,EPSG,Check European systems,,,NaN,"Corrected name of compound CRS 7409 from ""ETRS89 + EVRS2000"" to ""ETRS89 + EVRF2000"" to reflect component single CRS names. Added EuroGeographics identifier as alias to CRSs 2056 2065 2100 2169-80 2188-90 2192 2319-25 2393 2397-99 2462 2600 2942 3003-04 3021 3034-35 3038-51 3059 3301 4936-37 5701 5705 5709 5717-18 5720 5728-31 5733 5774-80 5786 21781 23028-33 27391-98 27492 27561-64 27572 27700 28992 29902 31275-76 31281-83 31370 31466-69 and transformations 1309 1314 1659 1661 1663 1751 1775-76 1778-82 1785 1895 1992 1997 5415-22 5424-29 5431 10098. For CRSs 4936-37 and 5730, added EuroGeographics URL to Information source. Added Belgium tfm 15748-49, Finland tfm 5432, Lithuania tfm 5434, Slovakia tfm 5435. For datum 5105, corrected date in origin description from 1933 to 1833. For CRS 4668 (ED79), corrected datum from ED87 (code 6231) to ED79 (code 6668)."
2005181,27-5-2005,27-5-2005,EPSG,Correct UK height tfm.,,5423,NaN,Deprecated tfm 5423 and added replacement 5433.
20052,20-5-2005,28-5-2005,EPSG,Correct US NGA tfm information source,,,NaN,"For tfm 1080 1284-85 1287-93 1304-06 1558 1897 1885-88 1965, in Information Source changed URL from ""http://164.214.2.59/geospatial/products/GandG/tr83502b/toc.html"" to ""http://earth-info.nga.mil/GandG/tr8350/tr8350_2.html"". For tfm 1070 1100-09 1113-21 1123-28 1130-34 1136-43 1148 1151 1157-58 1160-62 1164-66 1168-87 1189 1191 1195-99 1201-09 1226-28 1234 1307 1556 1561 1797 1864-76 1893 1951 1956 15713, in Information Source changed date for TR8350.2 from December 1987 to September 1987. For tfm 1126 changed Information Source from ""U.S. Defense Mapping Agency  TR8350.2 September 1987"" to ""U.S. National Imagery and Mapping Agency TR8350.2 revision of October 1997; http://earth-info.nga.mil/GandG/tr8350/tr8350_2.html"""
200521,20-5-2005,27-5-2005,EPSG,Add US NGA names as tfm alias,,,NaN,"Added naming system 7313. For tfms 1125 1131 1155-56 1247 1256 1287-95 1306 1561 1886-87 1892 1897 1956, added US NGA alias. Added tfm 15750-52."
200522,20-5-2005,21-5-2005,EPSG,Update Sweden info source URL,,,NaN,For projCRS 3006-30 and proj 17321-38 and 19929 replaced URL with http://www.lantmateriet.se
200524,21-5-2005,21-5-2005,EPSG,Deprecate redundant Michigan SP area,,1722,NaN,"Deprecated area 1722. Changed proj 12103 and projCRS 26803 area code from 1722 to 1723. For proj 12103 changed remarks from ""Superseded by north, central and south zones"" to ""Superseded by central and south zones"". For proj 12103 changed remarks from ""Superseded by north, central and south zones"" to ""Superseded by north zone"". For projCRS 26801-03 changed remarks from ""Superseded by 26811 26812 and 26813."" to ""Superseded by [CRS name(s)] [CRS code(s)]. For projCRS 26811-13 changed remarks from ""Supersedes 26801 26802 and 26803."" to ""Supersedes [CRS name(s)] [CRS code(s)]."
2006391,2-6-2006,14-7-2006,OGP,Correct US GoM OCS areas,,,NaN,"For projCRSs 32065-67, changed area code from 2171 to 2172-74 respectively. For Area codes 2028 2145 and 3114 deleted Gulf of Mexico."
2006392,2-6-2006,12-6-2006,OGP,Correct NAD83 areas,,,NaN,"For projCRSs 26915-18, changed area code from 2145-48 to 3114-17 respectively. For geogCRS 4152 added remarks regarding longitude axis. For projCRSs 2278-79 26892 and 32140-41, added ""onshore"" to remarks. For projCRs 2801, added remarks. For projCRSs 2847-48 and 2919-20, modified remarks to include reference to offshore."
2006461,16-6-2006,30-7-2006,OGP,Update area of use for NAD83(CSRS),,,NaN,"Added areas 3409-17, projCRS 3153-60. For area 2784, added British Columbia, Manitoba, Newfoundland & Labrador and Ontario to area of use, amended geog bounding box coordinates. For areas 1448-49 and 1506-08, amended area name, area of use and geog bounding box. For geogCRS 4617 added remarks regarding longitude axis. For projCRS 2958, changed area code from 1448 to 3416. For projCRS 2959, changed area code from 1449 to 3417. For projCRSs 2955-59 added info source URL. For projCRSs 2960-61changed info source. For projCRS 2962, changed area code from 1446 to 2151 and changed info source. For projCRS 3005, added remarks."
2006462,18-7-2006,20-7-2006,OGP,Correct Canada Nunavut spelling,,,NaN,"For areas 1325 and 1350, corrected spelling of Nunavut."
2006463,18-7-2006,30-7-2006,OGP,Review Canada Newfoundland and Labrador area records,,,NaN,"For areas 1061 1325 1349-50 1730 2040 2151 2831, added Labrador to area of use. For areas 2290 and 2416, added Labrador to both area name and area of use. For areas 2036 2038 and 2149, in area of use changed Newfoundland to Labrador. For areas 2276-78, deleted Newfoundland from area of use and changed Newfoundland to Labrador in area name. For area 2151, corrected longitude range in area name. For areas 1531 and 1532, amended area of use coverage for Nova Scotia and New Brunswick. For areas 2038 and 2150, replaced North West Territory with Nunavut."
2006466,20-7-2006,31-7-2006,OGP,Add remarks to Greenland tfm,,1186,NaN,"For tfm 1186, added note to remarks."
