CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
1994.01,13-10-1994,17-10-1994,Larry Flournoy;  Anadrill,Name and parameters for Gulf of Mexico UTM feet zones.,Proj,,Consulted MMS (Drew); Chevron; Shell; JECA; confirmed existing data (P0121-P0124) acceptable.,None.
1995.01,03-01-1995,30-01-1995,John Bobbitt; POSC,Clarke 1880 (Arc) name.,,,Not found.  Revert to reporter.,None.
1995.02,03-01-1995,30-01-1995,John Bobbitt; POSC,Modified American Foot conversion factor incosistency.,Ellips  Proj,E009  P0242-0244,Value = 12 * 1.0000382 / 39.37 = 0.30481225... as given in linear unit table.  ,E009; P0242-0244 updated.
1995.03,03-01-1995,30-01-1995,John Bobbitt; POSC,Abbreviation for grad.,,,Suggestion implemented.,Updates throughout most files.
1995.04,03-01-1995,02-06-1995,John Bobbitt; POSC,Gauss-Kruger projection method to be TM.,,,In consultancy brief.,TM adopted for version 2.
1995.05,04-01-1995,30-01-1995,John Bobbitt; POSC,Spelling of Lisbon.,GDatum  GeogCS,G228-229  C0080,Reviewed at 27-Jan-95 wg meeting. Lisboa to be replaced by Lisbon.,G228-229; C0080 amended.
1995.06,11-01-1995,30-01-1995,John Bobbitt; POSC,Error in Swiss projection longitude of origin.,Proj,P0531,Reviewed at 27-Jan-95 wg meeting.,P0531 longitude of origin value amended .
1995.07,11-01-1995,30-01-1995,John Bobbitt; POSC,Difficulty in POSC model coping with apostrophies.,GeogCS,G162,Reviewed at 27-Jan-95 wg meeting. Apostrophe dropped from M'poroloko but not Cote d'Ivoire as this is ISO spelling.,G162 amended.
1995.081,27-01-1995,30-01-1995,EPSG wg.,Adopt ISO country names.,GeogCS  ProjCS,C0018-19; C0081-82; C0091-0336; C0356-57; G117-8; G130; G176; G178; G187-189; G203; G215; G226-227; P0121-0377; P0466; P0523-4 and P0531-2 amended.,Agreed.,C0018-19; C0081-82; C0091-0336; C0356-57; G117-8; G130; G176; G178; G187-189; G203; G215; G226-227; P0121-0377; P0466; P0523-4 and P0531-2 amended.
1995.082,27-01-1995,30-01-1995,EPSG wg.,Add revised France zones.,Proj,P0443-6,Agreed.,P0443-6 amended; P0536-9 added.
1995.083,27-01-1995,30-01-1995,EPSG wg.,Add Morocco zones.,ProjCS,,,P0460-0461 added. P0462 not accepted.
1995.09,25-04-1995,28-04-1995,Mike Ruth; SPOT,Modify Paris PM value to 2.596921296.,PMerid,,Additional precision not required.,None
1995.1,25-04-1995,28-04-1995,Mike Ruth; SPOT,Add sphere; Add NATO Digest ellipsoids (Delambre; Fischer; Hough; Walbeck; WGS60 and WGS66).,Ellips,,Adding sphere agreed (authalic to be included).  Obsolete and scientific ellipsoids not agreed.  (WGS60 and WGS66 are geodetic datums not ellipsoids).,E035 added.
1995.12,05-05-1995,10-05-1995,John Bobbitt; POSC,Hidden spaces in text.,ProjCS,,No error found - data translator assumed the cause of problem.,Reporter advised.
1995.13,05-05-1995,10-05-1995,John Bobbitt; POSC,Ain el Abd datum name not consistently represented in CS names.,GeogCS  ProjCS,G105   C0026,Should be Ain el Abd 1970.,"G105 and C0026 amended from ""Ain el Abd 70"" to ""Ain el Abd 1970"""
1995.14,05-05-1995,10-05-1995,John Bobbitt; POSC,POSC model coping with apostrophies.,GeogCS,G162,Reverses change 1995.70.,M'poroloko  reinstated.
1995.15,05-05-1995,10-05-1995,John Bobbitt; POSC,South Carolina zones: NAD27 duplicated and NAD83 missing.,ProjCS,C0262,Error agreed.  Name is in error; component data OK.,C0262 name amended.
1995.16,09-05-1995,10-05-1995,John Bobbitt; POSC,California zone names.,Proj,,Agreed.  Note that SP27 zones use roman numerals whilst SP83 use Arabic.,P**** name amended.
1995.17,18-05-1995,30-05-1995,John Bobbitt; POSC,Make projCS units variable.,Proj,,Data model problem.,Reporter advised.
1995.18,20-07-1995,20-07-1995,John Bobbitt; POSC,Missouri East & New York east SP projection longitude of origin error.,Proj,12401  13101,Agreed.,Longitude of natural origin hemisphere changed from E to W.
1995.191,21-07-1995,21-07-1995,Melita Kennedy; ESRI,Hemisphere in area of use descriptions should all be W.,ProjCS,20822  20823  20824,Agreed.,Area of use longitude hemisphere changed from E to W.
1995.192,21-07-1995,21-07-1995,Melita Kennedy; ESRI,Error in area of use description West Malaysia west of 102 deg E,ProjCS,24548,Agreed.,"Area of use description changed from ""...east of 102 deg E"" to ""... west of...""."
1995.193,21-07-1995,21-07-1995,Melita Kennedy; ESRI,Hemisphere in area of use descriptions should all be E.,ProjCS,23846  23847  23848  23849  23850  23851  23852  23853  23886  23887  23888  23889  23890  23891  23892  23893  23894,Agreed.,Area of use longitude hemisphere changed from W to E.
1995.2,25-07-1995,25-07-1995,Niles Ritter; JPL,Area of use mis-spelling eest.,ProjCS,23846  23886,Error introduced in amendment 1995.193,"Area of use description changed to ""... and west of 96 deg E""."
1995.211,25-07-1995,08-08-1995,Joe Schwartz; Mapinfo,Add datum transformation parameters for each datum to WGS 84.,,,Not a trivial problem.  To be addressed in a later revision.,None at this time.
1995.212,25-07-1995,08-08-1995,Joe Schwartz; Mapinfo,Add test data for each projected coordinate system.,ProjCS,,Examples are given in POSC transformation method documentation.,None
1995.22,08-08-1995,08-08-1995,John Bobbitt; POSC,"I have a publication that lists a ""Louisiana Offshore"" for use with NAD27.  Your tables don't have this zone.  Does the area of use of Louisiana South include the offshore GOM or not?  Or does it include it on NAD27, but not NAD83?",Proj,,"To the best of our knowledge Louisiana Offshore zones, both for NAD27 and NAD83 are not used.  The Louisiana South zone (NAD 27) is used offshore Louisiana. The NAD83/Louisiana South projected coordinate system is used only onshore.",None
1995.23,08-08-1995,08-08-1995,John Bobbitt; POSC,"For NAD27, the description for Texas South and Texas South Central includes the Gulf of Mexico. For NAD83 it does not. Is this correct?",Proj,14204  14205  14234  14235,Systems in use on the Texas shelf are NAD27/Texas South and NAD27/Texas South Central. MMS propose that NAD83/UTM zone 14/15 should replace these.  NAD83/Texas South and NAD83/Texas South Central are used onshore only.,None
1995.24,08-08-1995,08-08-1995,John Bobbitt; POSC,"Should Geographic CS 4270:Nahrwan 1967, have an area of use of ""Persian Gulf"" not ""Arabian Gulf""?",GeogCS,4270,". Historically named the Persian Gulf,  with the rise of Arab nationalism, this became unacceptable on the west/south side of the Gulf and there the term Arabian Gulf has been used.",None
1995.25,08-08-1995,22-08-1995,John Bobbitt; POSC,Arizona & Michigan coordinate system projection zone names inconsistent with names in projection table.,ProjCS,26748  26749  26750  26801  26802  26803,Agreed.,Amend projection zone names given in CS table to correspond to those in projection table.
1995.26,08-08-1995,22-08-1995,John Bobbitt; POSC,"Discrepancies in names between the projected coordinate system
file and the projection parameters file in the name of the
projection zone.",Proj  ProjCS,18081  18082  18083  18084  18091  18092  18093  18094  27581  27582  27583  27591  27592  27593,"The names given in the projection parameter file are preferred.  However, investigation of this request has brought to light a transposition of and old code reference in the Remarks of all four (including Corsica) old and new Lambert France zones.","Remarks amended for projections 18081-18084 and 18091-18094.  For ProjCS 27591-27593 inclusive, amend projection zone to be consistent with proj file, and delete the map projection zone abbreviation. For ProjCS 27581-27583 and 27591-27593, add remarks."
1995.27,15-08-1995,22-08-1995,John Bobbitt; POSC,BLM zone area of use,Proj  ProjCS,15916  26776,Agreed.,"Amend area of use from ""... 90d to 96d W"" to ""... 90d to 84d W""."
1995.28,21-11-1995,02-12-1995,Eric Pohl; Erdas,Angle unit code/value inconsistencies,Proj,16001-16060  16101-16160  16204-16232  16304-16332  18112-18117  19009  19910  19915  19917  19921,Agreed.,Amend angle unit code from 9101 to 9102.
1995.29,23-11-1995,08-12-1995,Alan Haugh; Hydrosearch,STM FE value,Proj,,Value of zero for the South Africa CS zones (Lo15-Lo33) confirmed as correct by Russel Fox; OSGB librarian.,ProjCS v2.1.4
1995.3,02-12-1995,02-12-1995,EPSG (Lott),Angle unit code/value inconsistencies,Proj,"10101-15917 except 15001 and 15031;  
17348-58  17448-58  17513-35  18031-7  18041-3  18051-4  18061-2  18072-4  18101-5  18110-1  18121-2  18141-2  18151-3  18161-3  18171-5  19900-2  19904-8  19913-4  19916  19918-20  19922-5",,Amend angle unit code from 9107 to 9108 and angle unit name from DMS to DMSH
1996.01,27-01-1996,27-01-1996,Roger Lott; BP,Correct India zone 0 projection parameters,Proj,18110,,Correct values of parameters latitude of natural origin; scale factor at natural origin; false easting and false northing.
1996.02,27-01-1996,27-01-1996,Roger Lott; BP,Amend area of use for India zones.,Proj,18110  18111  18112  18113  18114  18115  18116  18117,,Amend area of use description.
1996.03,12-04-1996,12-04-1996,Roger Lott; BP,Duplication of codes.,ProjCS,26774  26775  26776  26777,,Amend ProjCS codes for NAD27 / BLM (feet) zones from 26774-26777 to 32074-32077.  Codes 26774-26777 remain applicable for Indiana West; Iowa North and South and Kansas North NAD27 SP zones.
1996.04,10-04-1996,18-10-1996,Jim Cain; Western Geophysical,Use relational db for distribution.,All,,Relationships will be made available in version 3.,Make MS-Access db available from v3.
1996.05,10-04-1996,06-11-2001,Jim Cain; Western Geophysical,Relate area of use to structured area table,All relevant tables,,,See change record 2000.51.
1996.06,10-04-1996,18-10-1996,Jim Cain; Western Geophysical,Add revision history field.,All,,Change table to be part of db release from v3.,None
1996.07,10-04-1996,12-04-1996,Jim Cain; Western Geophysical,Issue ProjCS in single unit only.,ProjCS,,Not agreed.  Policy is to tabulate original values as far as this is possible.,None
1996.08,10-04-1996,18-10-1996,Jim Cain; Western Geophysical,Make unspecified geodetic datum and geogCS names unique ,"G_Datum
GeogCS",6001-6035  4001-4035,,Changed name for geodetic datums 6001-6035 and geogCS 4001-4035.
1996.09,10-04-1996,18-10-1996,Jim Cain; Western Geophysical,Change name of International 1967 ellipsoid to GRS67,"Ellips
G_Datum",7023  7036  6023  6036  6237  6291,GPS 1967 is preferred terminology.,International 1967 ellipsoid (7023) made an alias of GRS67 (newly created 7036). Datum 6023 and GeogCS 4023 deleted and replaced by 6036 and 4036 respectively.
1996.1,14-04-1996,12-04-1996,Jim Cain; Western Geophysical,Add Swedish data,"GeogCS
Proj  
ProjCS",4308,,Augmented geogCS 4308 with 4814; added proj 19929 and projCS 30800
1996.11,10-04-1996,12-04-1996,Jim Cain; Western Geophysical,Add Clarke 1866 ellipsoid in US Survey Feet,Ellips,,Not agreed.  The figure is used in metric form outside of US and will only be stored once.  Conversion to required units is an applications issue.,None
1996.12,02-04-1996,12-04-1996,Roger Lott; BP,Add Kuwait data,"G_Datum  GeogCS  
Proj  
ProjCS",27038  27039,,Add geodetic datum 6318 and 6319; geogCS 4318 and 4319; proj 19928; projCS 24600  31838  31839 and 31900.  Amend area of use for 27038 and 27039.
1996.13,02-04-1996,12-04-1996,John Harries; Amoco,Add Romania data,"G_Datum  
GeogCS  
Proj  
ProjCS",,,Add geodetic datum 6316 and 6317; geogCS 4316 and 4317; proj 19926 and 19927; projCS 31600 and 31700.
1996.139,02-06-1996,02-06-1996,EPSG,Version 2.1 release,,,,
1996.14,02-04-1996,12-09-1996,Christian Ameil; Elf,Add French and Swiss data,"V_Datum  
VertCS",,Agreed,V_datum 5107 and 5108 and VertCS 5707 and 5708 added.
1996.15,08-07-1996,17-07-1996,Raphael Mankin; Coversoft,Proj codes use 9101/degrees where according to units table they ought to say 9102/degrees,Proj,19915; 16001-16160; 16204-16332; 18112-18117,Corrected under 1995.280.,None
1996.16,18-07-1996,11-11-1996,Paul Jensen; Agile Data Movers,Inconsistencies when redundant data (names and codes) in tables,Ellips  Proj  ProjCS,,Relationships will be made available in version 3.,None
1996.17,18-07-1996,11-11-1996,Paul Jensen; Agile Data Movers,No tables for geodetic datum or transformation method,GeogCS,,Full tables and relationships will be made available in version 3.,None
1996.18,03-10-1996,18-10-1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Duplicate codes,ProjCS,26774  26775  26776 26777,Corrected under 1996.030.,None
1996.19,03-10-1996,18-10-1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Angle units without names,AngUnit,9107  9108,,Entries in abbreviation field transferred to name field.
1996.2,18-10-1996,18-10-1996,EPSG,Information source for Everest 1830 (1937 Adjustment),Ellips,7015,,Information source commen added
1996.21,18-10-1996,18-10-1996,EPSG,Add ellipsoid aliases,Ellipsoid_alias,,,7037  7038  7039  7040  and 7041added.
1996.22,18-07-1996,18-10-1996,Paul Jensen; Agile Data Movers,Increase precision of angle units,Angle_unit,9102  9103  9104  9105  9106,Precision in units tables factors a through d is appropriate and adequate for most cartographic purposes.,Precision of pi increased
1996.23,12-09-1996,18-10-1996,EPSG,Add new units to support  data in other tables,"Angle_unit
Scale_unit",,New entries microradian; sexagesimal degree; ppm,"Added 9109  9110  9201  and 9202
"
1996.24,12-09-1996,18-10-1996,EPSG,Add nautical mile,Linear_unit Linear_unit_alias,9015,nautical mile preferred as primary name.,Add 7030 to linear unit table; move 7015 to linear unit alias table as alias of 7030. 
1996.25,18-10-1996,18-10-1996,EPSG,Correct ellipsoid for Cape datum,G_Datum,6222,,Changed related ellipsoid from 7012 to 7013
1996.26,12-09-1996,18-10-1996,Roger Lott; BP,Add Russian CS95,"G_Datum
GeogCS
ProjCS",,,Add geodetic datum 6200; geogCS 4200; projCS 20004-20032 and 20064-20092.
1996.27,12-11-1996,13-11-1997,Jean-Patrick Girbig; Petroconsultants,Add  Australian data,Trf_nonpoly  Trf_path  Geod_trf,,,Added non-polynomial transformations 8589-8594 and geodetic transformations 8189-8594.
1996.28,12-12-1996,12-12-1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Correct linear unit for Michigan SP CS27 zones,Proj   ProjCS,12111  12112  12113  26788  26789  26790,"Correct values confirmed by Dave Doyle, USC&GS.  All NAD27 Michigan SP27 zones referred to Clarke 1866 Michigan ellipsoid in modified American feet.",Length unit changed to 9004 for proj 12111-12113;  26788-26790 deleted and replaced by 26811-26813 respectively. GeogCS 4268 renamed.
1996.29,12-12-1996,12-12-1996,EPSG,Change angles in dms(h) text to sexagesimal degree to be more easily machine readable.,Proj  Pmerid,Multiple,,Entries with code 9107 changed to 9102 or 9110
1996.3,12-12-1996,12-12-1996,EPSG,Version 3.0 release,,,,
1997.01,07-03-1997,11-04-1997,Melita Kennedy; ESRI,Change Austrian longitude of origin values,Trf_nonpoly,18041  18042  18043,ProjCS 31291-3 unchanged.,Parameter 2 values changed to be relative to Ferro and prime meridian codes changed.
1997.02,07-03-1997,11-04-1997,Melita Kennedy; ESRI,Correct spelling of Gibraltar,Trf_nonpoly,1133,,Gibralter corrected to Gibraltar
1997.03,07-03-1997,11-04-1997,Melita Kennedy; ESRI,Area of use inconsistent for components of geodetic transformation 8047,Trf_nonpoly  Geod_trf,1147  1146  8047,1147  and 8047 unchanged.,Area of use for Norway amended and additional reference added in code 1146.
1997.04,07-03-1997,11-04-1997,Melita Kennedy; ESRI,Correct angle unit codes,Trf_nonpoly,1146  1147,,Angle unit codes changed from 9101 to 9109.
1997.05,07-03-1997,11-04-1997,Melita Kennedy; ESRI,Add several longitude rotations,Trf_nonpoly  Trf_path  Geod_trf,1194  8094,These are 2-step transformations requiring first a longitude rotation to equivalent Greenwich-based CS and then a geocentric transformation.,"Change transformation 1194 from ""NTF (Paris) to WGS 84"" to ""NTF (Paris) to NTF"";  change trf_ path 8494/1 target from 4326 to 4275, add trf_path 8494/2.  Add new entries 1257-1269; 8560-8578; 8160-8178."
1997.06,07-03-1997,11-04-1997,Melita Kennedy; ESRI,Add several geodetic transformations,Trf_nonpoly  Trf_path  Geod_trf,1110  1153  1176  1188  1230  1232  1245-1256  8548-8559  8148-8159,Updates found to be required for 1110  1153  1176  1188  1230  1232.,"Parameters amended for 1110 and 1153, area of use amended for 1153 1176 1188 1230 and 1232.  New transformations 8148-8159, paths 8548-8559  and parameters 1245-1256 added."
1997.07,18-03-1997,11-04-1997,Melita Kennedy; ESRI,Check Amersfoort to WGS 84 geodetic transformation values,Trf_nonpoly,1112,All signs reversed.,Parameter values for 1112 amended.
1997.08,01-04-1997,11-04-1997,"Claude Williamson, LGC",Check projection transformation parameter values FE and FN,Trf_nonpoly,15001  15031,15031 is OK.  15001 values in metres should be in US survey feet.,Amend 15001 FE and FN values.
1997.09,11-04-1997,11-04-1997,EPSG,Duplication of Swedish GeogCS,Horiz_CS  Geod_Datum,4490  4308  6290,HorizCS name change will adversely affect any application that uses both Code_HorizCS and  HorzCS_name_EPSG as a dual key.,4290 and 6290 deleted.  4308 name changed.
1997.1,11-04-1997,11-04-1997,EPSG,NAD27 geodetic datum code should be GeogCS code,Trf_path,8547,,Erroneous source CS code changed from 6267 to 4267
1997.11,11-04-1997,11-04-1997,EPSG,Colombia projection zones should be related to Greenwich,Trf_nonpoly  Horiz_CS,21891-4  18051-4,HorizCS name change will adversely affect any application that uses both Code_HorizCS and  HorzCS_name_EPSG as a dual key.,"Changed HorizCS name in 21891-4, changed parameter 2 value and prime meridian code in 18051-4"
1997.12,11-04-1997,11-04-1997,EPSG,Portuguese CS name muddles two datums,Horiz_CS,4803,Datum 73 is a different CS from the older Lisbon CS,Changed HorizCS name from Lisbon 73 (Lisbon) to Lisbon (Lisbon).
1997.13,11-04-1997,11-04-1997,EPSG,Belge 1950 / Belge Lambert 50 ProjCS longitude of origin incorrect,Horiz_CS,21500,Longitude of origin for tranformation 19901 is correct as zero based on Brussels meridian,Amended source GeogCS from 4215 to 4809; changed HorizCS name from Belge 1950 / Belge Lambert 50 to Belge 1950 (Brussels) / Belge Lambert 50
1997.14,11-04-1997,11-04-1997,EPSG,Amend name of ProjCS,Horiz_CS,30800,Longitude of origin for transformation 19929 is based on Stockholm meridian,Changed HorizCS name from RT38 / Swedish National Grid to RT38 (Stockholm) / Swedish National Grid.
1997.149,11-04-1997,11-04-1997,EPSG,Version 3.1 release,,,,
1997.15,16-04-1997,22-07-1997,Leon Portokalakis; Public Petroleum Corporation of Greece,Add Greek coordinate systems,Geod_Datum  PMeridian  Horiz_CS  Vert_Datum  Vert_CS Trf_nonpoly  Trf_path  Geod_trf,1270  2100  4120  4815  5115  5716  6120  6121  8179  8579  8912  19930,Geodetic transformation to be added when sense of parameters clarified.,Added geodetic datums 6120 and 6121; prime meridian 8912; geogCS 4120  4121 and 4815; proj 19930; projCS 2020; vertical datum 5115; vertical CS 5716; trf_nonpoly 1270 1272; trf_path 8570 8581; geod_trf 8179 8181.
1997.16,16-04-1997,16-06-1997,EPSG,Correct Namibian ProjCS; add transformation to WGS84,Ellipsoid  Trf_nonpoly  Horiz_CS  UOM_length  Trf_path  Geod_trf,1271  7006  8180  8580  9031 17611-17625 (odd numbers);  29371-29385 (odd numbers),,Add new linear unit 9031 German legal metre (GLM).  Add remark to ellipsoid 7006 regarding  GLM.  Amend proj and projCS linear units from metre to German legal metre.  Add new trf_nonpoly 1271; trf_path 8580; geod_trf 8180.
1997.17,04-06-1997,16-06-1997,John Bobbitt; POSC,Clarify transformation methods,,,POSC documentation needs updating.  No change to db.,Notified reporter.
1997.18,04-06-1997,16-06-1997,John Bobbitt; POSC,Correct Universal Polar Stereographic parameters,Trf_nonpoly,16061  16161,Values for latitude and longitude of natural origin transposed,Amend values for parameter_1 and parameter_2
1997.191,04-06-1997,16-06-1997,John Bobbitt; POSC,Correct Michigan SP CS27 zones linear units,Horiz_CS,26811-3,Incorrect implementation of change 1996.280,Correct linear unit from 9003 to 9004.
1997.192,06-06-1997,16-06-1997,EPSG,Correct Michigan SP CS27 zones axes names,Horiz_CS,26801-3,Incorrect implementation of change 1996.280,Amend remarks.  Also change axes abbreviations from EN to XY.
1997.2,06-06-1997,07-03-2000,Dominic Sexton,Compress Access database,,,,Do so for all future releases.
1997.21,10-06-1997,16-06-1997,Melita Kennedy; ESRI,Add missing geodetic transformations,Geod_trf,8148-8151,,8148 through 8151 added.
1997.22,11-06-1997,16-06-1997,Melita Kennedy; ESRI,Clarify Swedish geodetic datum name,Geod_Datum,6308,No change needed to db.,Notified reporter.
1997.231,09-06-1997,20-10-1999,Patrick Wheeler-Hoolahan;  Exploration Geodesy Inc.,Indian foot,UOM_length  UOM_length_alias;  Ellipsoid;  Geod_Datum; Trf_nonpoly; HorizCS; Tfm_path;  Geod_tfm.,9006 9013; 7017; 6243; 18110-18117; 4243 and 24370-74 24382; 1155 1156 1247; 8055 8056 8150 8455 8456 8550,Length unit 9006 replaced by 9080 (effectively 9006 has been renamed).  Ellipsoid 7017 replaced by 7044 and 7045.  Geod datum 6243 and GeogCS 4243 renamed.  See also change request 99.91.,"Delete length units 9006  9013; add 9080-7.  Add length alias 9088-90. Delete ellipsoid 7017; add 7044-5.  Rename geod_datum 6243; add 6144-6. Rename GeogCS 4243; add 4144-6;  (cont...)(...cont). Change units of proj 18110-18117 and projCS 24370-74 & 24382.  Rename projCS 24370-74 & 24382. Add proj 18231-38.  Add projCS 24305-6  24311-13  24342-47  24375-81  24383.  Rename projCS 24370-4 & 24382.  Add remarks. (cont 97.235 ...)(...cont). Rename tfm_nonpoly 1155 1156 1247 and geod_tfm 8055 8056 8150 from Kalianpur to WGS 84 to Kalianpur yyyy to WGS 84, where yyyy is adoption year; change source cs in geod_trf 8055 8056 8150 and trf_path 8455 8456 8550 to be consistent."
1997.233,20-10-1999,20-10-1999,EPSG,Rationalise British linear units,UOM_Length   Length Alias  Trf_nonpoly  HorizCS,9005 9007-12 9032; 18141-2 19912 19924-5 19935; 24571 27291-2 29871-2 30200,Clarke presented his results as 1m = 39.370432 inches whence 1ft=0.30479726511...  However has usually been implemented as 0.304797265 exactly.,Delete length units 9007-12  9032; add 9037-43 9050-3 9060-3 9070.  Add length alias 9044 9055-8 9064-5 9071.  Change unit code for proj 18141-2 19912 19924-5 19935 and projCS 24571 27291-2 29871-2 30200 to reflect the unit changes. (Cont...)(...cont). Change factors b and c from 12 and 39.370432 to 0.304797265 and 1 respectively. Length units 9007-9012 and 9032 replaced by 9039 9063 9043 9062 9042 9040 and 9041 respectively (effectively these have been renamed).
1997.24,19-06-1997,19-06-1997,John Bobbitt; POSC,Correct name of ETRS89 transformation to WGS84,Geod_trf  Trf_nonpoly,8049  1149,,Amend name of transformation to reflect geodetic datum and coordinate system terminology.
1997.251,30-06-1997,22-07-1997,Chris Pryce; Shell,Hungarian EOV projection,Trf_nonpoly  Horiz_CS  Trf_method,,Algorithm under investigation,Add trf_method 9815; proj 19931; projCS 23700; trf_nonpoly 1273; trf_path 8582 8583; geod_trf 8182 8183.
1997.252,22-07-1997,22-07-1997,EPSG,Greater precision to GRS67 1/f,Ellipsoid  Geod_Datum,7036  6291  4291  29121-29185,IAG gives value to 9 dp.  Until change request 97.250 the only datum utilising the ellipsoid tok the figure to 2 dp.,Amended 1/f in 7036 from 298.25 to 298.24717.  Remarks added to 4291 6291 and 29121-29185.
1997.26,13-06-1997,19-06-1997,John Bobbitt; POSC,Ellipsoidal heights,Vert_CS  Vert_Datum,5001-5036  5601-5636,Ellipsoidal heights without datum are meaningless.,Ellipsoidal heights based on unspecified datum deleted.
1997.27,30-06-1997,30-06-1997,EPSG,Swiss grid axes directions,Trf_nonpoly  Horiz_CS,19922  21790  30600,"Reference ""Die Projektionen der schweizerischen Plan- und Kartenwerke""; J. Bolliger 1967",Change east axis name from X to Y and north name axis from Y to X in 21790 and 30600.  In 19922 change parameter 6 from 200000 to 600000 and change parameter 7 from 600000 to 200000.
1997.28,30-06-1997,22-07-1997,Simon-Pierre Cadieux; Formatek,Add New Brunswick CS,,,,Added geodetic datum 6122; geogCS 4122; proj 19932; projCS 2200 2219 2220.
1997.29,07-07-1997,14-07-1997,Andrew Ruffhead; UK Military Survey,Correct formula for geocentric to geodetic transformation,Trf_method,9602,,Correct sign in numerator from - to + in formula for latitude from geocentric coordinates.
1997.3,08-07-1997,22-07-1997,Mike Ruth; SPOT,Add Finnish CS,,,,Added geodetic datum 6123; geogCS 4123; proj 18191-18194; projCS 2391-2394; vertical datum 5116; vertical CS 5717.
1997.31,22-07-1997,22-07-1997,EPSG,Add projected CS for ETRS89,Horiz_CS,,,Added ProjCS 25828-25838
1997.32,22-07-1997,22-07-1997,EPSG,Amend RSO Borneo,Horiz_CS  UOM_length,29800,Extended entries to include grid units other than chains.  Sears foot-metre ratio used.,Deleted ProjCS 29800 and replace by new 29871 (minor change to name and abbreviation).  Added UOM_length 9032; additional ProjCS 29872 and 29873.
1997.33,28-08-1997,18-08-1997,EPSG,Version 3.2 release,,,,
1997.34,29-08-1997,13-11-1997,John Bobbitt; POSC,Projected CS for Arc1950,HorizCS,,,Added 20934-20936; also for Arc 1960 added 21035-21037 and 21095-21097.
1997.35,29-08-1997,13-11-1997,John Bobbitt; POSC,Geodetic transformation naming,Geod_trf  Trf_nonpoly  Trf_poly,,Discussed at 13/11/97 meeting. If the geodetic transformation labelling were made more intuitive the sequential naming of non-polynomial transformations could not be maintained.,None.
1997.36,02-10-1997,11-11-1998,Simon-Pierre Cadieux; Formatek,Canadian NT transformation method,Trf_method  Geod_trf  Trf_path  Trf_nonpoly,,Operates between CS with positive west longitude. To be discussed at April 98 meeting.,Added transformation methods 9614-9615; non-polynomial transformations 1312-1313; tfm_path 8642-8445; geodetic transformations 8242-8245.
1997.371,02-10-1997,13-11-1997,Simon-Pierre Cadieux; Formatek,Geodetic transformations for France,Geod_trf  Trf_path  Trf_nonpoly,,Requested changes to ED79 not added.  ED79 is a temporary scientific adjustment superceded by ED87.,Added non-polynomial transformations 8584-8588 and geodetic transformations 8184-8188.
1997.372,13-11-1997,13-11-1997,EPSG,Correct NGF,VertCS  Vert_Datum,5707  5107,The CNIG states that NGF is a general term applying to all vertical network readjustments of France and recommends more specific terminology.,Delete VertCS 5707 and Vert_datum 5107; replace by 5719-5721 and 5118-5120.
1997.38,02-10-1997,13-11-1997,Simon-Pierre Cadieux; Formatek,MTM for Canada,HorizCS  Trf_nonpoly,,,Added 17700-17717; 17794-17795; 19933; 2290; 2294-2295; 32080-32097 and 32180-32197.
1997.39,03-10-1997,13-11-1997,Lars Nilsson; Satellitbild,Swedish CS and transformations,HorizCS  Trf_nonpoly,4308  4814  19929  30800,,Changed longitude of natural origin value and prime meridian in 19929 from Stockholm to Greenwich; changed projCS 30800 to be based on GeogCS 4308 instead of 4814 and amended name to reflect local practice.
1997.4,03-10-1997,13-11-1997,Lars Nilsson; Satellitbild,Add Swedish CS and transformations,Geod_Datum  HorizCS  Vert_Datum  VertCS   Geod_trf  Trf_path  Trf_nonpoly,,Because the EPSG tables do not include listings of geographic 3D coordinate systems it has not been possible to add RR92 or the geodetic transformation between RR92 and ETRS89.,Added geodetic datum 6124; horizCS 4124 and 2400; trf_nonpolynomial 1281 and geodetic transformation 8195.
1997.41,13-11-1996,13-11-1997,Bruno Ravanas; Total,Add Indonesia Kalimantan Samboja datum,Geod_Datum  HorizCS   Geod_trf  Trf_path  Trf_nonpoly,,,Added geodetic datum 6125; horizCS 4125 and 2550; trf_nonpolynomial 1282 and geodetic transformation 8196.
1997.42,11-10-1997,13-11-1997,Melita Kennedy; ESRI,Change code rounding in csv files,Change,,EPSG uses real numbers for change records.  These are not stored precisely in Access.  Display using 3 decimal places.,None.
1997.43,11-10-1997,13-11-1997,Melita Kennedy; ESRI,Standardise areas of use,Area  HorizCS  VertCS  CompoundCS  Trf_nonpoly  Trf_poly,,The long-term intention is to link areas of use to ISO country codes and subdivisions thereof.,No action for country subdivision descriptions.  Abbreviations for grads eliminated.
1997.44,11-10-1997,13-11-1997,Melita Kennedy; ESRI,Correct area of use description,HorizCS,24891,,"Change area of use description from ""Peru east of 73 deg West"" to ""Peru west of 79 deg West"""
1997.45,11-10-1997,13-11-1997,Melita Kennedy; ESRI,Correct spelling,HorizCS,28404  28464,,"Change part of area of use description from ""Estona"" to ""Estonia"""
