CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2008.063,30-06-2008,05-07-2008,OGP,Harmonise OGP/EPSG values for Data Source in Access and registry,All,Numerous,"Changes made in v6.16 of registry, v6.16.2 of Access.","Changed EPSG to OGP if referring to organisation, left as EPSG if referring to dataset."
2008.064,30-06-2008,05-07-2008,OGP,Problem in registry v0.9.0 and v1.1.2 software decoding of decimal degree parameter values,Coordinate Operation,1041-42 10420 17364 17401 17432-47 18101-09 19851 19875,"Also impacts registry display of dependent projCRSs codes 3161-62, 3308-11, 3314-15, 3488, 3765, 3942-50 and 23830-45.",Resolved in registry software v1.1.3 uploaded 2008-07-04 20:00 UTC. See change request 2008.069.
2008.065,30-06-2008,05-07-2008,OGP,Problem in registry v1.1.2 software with longitude wrap-around,,,,Resolved in registry software v1.1.3 uploaded 2008-07-04 20:00 UTC. See change request 2008.069.
2008.066,30-06-2008,05-07-2008,OGP,Problem in registry v1.1.2 software with bounding box limits,,,,Resolved in registry software v1.1.3 uploaded 2008-07-04 20:00 UTC. See change request 2008.069.
2008.067,30-06-2008,05-07-2008,Richard Roger; NSW Dept Primary Industries,Error in display of CRS parameters,,,Advised correspondent.,See change request 2008.064.
2008.068,30-06-2008,10-09-2008,Stephan Szyszkoski; Michigan Dept. of Natural Resources,Correct US Michigan Oblique Mercator parameter value,Coordinate Operation; Coordinate Reference System,12150; 3078-79 3591,"Original definition for azimuth of initial line was 337ø15'20"" = 337.255555555556ø. Truncated value of 337.25556ø actually adopted by MNR.",Request withdrawn.
2008.069,05-07-2008,05-07-2008,OGP,Version 6.16.2 registry interim release,,,No equivalent Access release.,Registry software v1.1.3 loaded.
2008.07,05-07-2008,24-09-2008,OGP,Standardise country names,,Numerous,"Area name field entries reduced in length for conciseness. Area of use field includes country names per ISO 3166, but if necessary modified for geodetic database usage.","For areas 1055, 1084, 1092, 1134-35, 1148, 1161, 1200-02, 1219-20, 1243-45, 1264, 1323, 1330-34, 1337, 1363, 1372-1419, 1496-98, 1511, 1546-50, 1629, 1720-25, 1750, 1850, 2133-36, 2154-2225, 2228-50, 2252-74, 2297-98, 2373-74, 2377-83, 2387-90, 2392, 2394-98, 2412, 2424, 2527-30, 2792-2802, 2948-50, 2958-60, 2973-80, 2988-89, 3181-84, 3211, 3247, 3265-66, 3297-3300, 3318, 3325, 3357-60, 3372-75, 3482-3506, 3509 and 3530-33, amended name. For area 1109, 2828 and 2891, in area of use corrected spelling of La Desirade and Saint Barth‚lemy. For area 2893, in name and area of use corrected spelling of La Desirade. For area 1162 and 1211, in name and area of use, deleted 'republic'. For area 2602, in name and area of use, deleted 'occupied'. For areas 1228 and 3315, in area of use, changed 'province' to 'republic'. For area 2803, in name and area of use, deleted 'UK'. For area 3179, in area of use removed duplicated text."
2008.071,14-07-2008,14-07-2008,OGP,Version 6.17 release,,,,
2008.072,14-07-2008,05-08-2008,OGP,Correct New Caledonia transformation,Coordinate Operation,15961,,"Deprecated tfm 15961; added replacement tfm 1295. For tfm 15943, in remarks amended code in cross-referencing."
2008.073,31-07-2008,19-09-2008,William B. F. Ryan; Lamont-Doherty Earth Observatory,Add northern hemisphere Polar Stereographic symmetric to EPSG::3031,Area,1996-97 3473 3476 3480,,"Added proj 19840 and 19842, CS 4460, projCRS 3995-96. For areas 1996, 3476 and 3480, added ""Arctic"" to area of use. For areas 1997 and 3473, added ""Antarctic"" to area of use."
2008.074,23-07-2008,23-07-2008,OGP,Version 6.17.1 registry interim release,,,Registry only.,"Registry software version 1.1.4 (allowing Access export) and change requests 2008.034, 2008.049, 2008.060, 2008.062 and 2008.072."
2008.075,14-08-2008,14-08-2008,Melita Kennedy; ESRI,Correct China area spellings,"Area, Coordinate Operation",3466 3469-70; 15935-36,Change to area 3466 also affects transformation 15918.,"Added area 3561;  amended tfm 15935 to use this. For area 3466 in name and description and for tfm 15936 in scope, changed spelling of Orduz to Ordos. For areas 3469 and 3470 made changes to area name and description."
2008.076,20-08-2008,09-09-2008,Pam Cowher; PDC,Correct Pacific Disaster Center data,Coordinate Operation; Coordinate Reference System,19898; 3349,,Deprecated proj 19898 and projCRS 3349; added replacement proj 3831 and projCRS 3832.
2008.077,20-08-2008,07-11-2008,Wilbert Brink; Fugro,Add/amend offshore Nigeria transformations,Coordinate Operation,1754,,"Added area 3590, tfm 15493. For tfm 1754, amended remarks. For tfms 1067, 1168, 1818, 1821, 1823, 15705-06 and 15755, amended tfm accuracy."
2008.078,26-08-2008,23-10-2008,Claudio Brunini; La Plata University,Provide SIRGAS codes,,,Sirgas95 and Sirgas2000 are already in dataset.,Advised correspondant.
2008.079,26-08-2008,24-09-2008,Jim Dunn; Blue Marble Geographics,Clarify CRS for area bounding box,,,Coordinates are in decimal degrees nominally referenced to WGS 84 (CRS code 4326).,Label added to Access forms and reports. (Information already given on registry screen and in GN7-1).
2008.08,01-09-2008,24-09-2008,Magnus Homann; Bitsim,Add Sweden RT90 approximation projections,,,,Added proj 17339-44 and projCRS 3845-50.
2008.081,02-09-2008,02-09-2008,Jrgen Mischker; OMV,Add Romania tfm,,,Identical request previously received.,See change request 2007.097.
2008.082,02-09-2008,24-09-2008,Jrgen Mischker; OMV,Add Pakistan tfm,,,,Added area 3589 and tfm 15494.
2008.083,08-09-2008,10-09-2008,OGP,Correct area 2342 name,Area,2342,,Deleted spurious characters inserted into name in v6.16 (June 2008).
2008.084,08-09-2008,23-09-2008,Lander Erzeel; Eurotronics nv,Clarify CRS type associated with geocentric tfms,,,See GN7-1 for policy on CRS type associated with geocentric transformations.,Advised correspondent.
2008.085,17-09-2008,17-09-2008,OGP,Delete spurious datum code from projCRS record,Coordinate Reference System,5819-21,Problem did not exist in registry.,"For CRSs 5819-21, in Access db deleted datum code."
2008.086,17-09-2008,17-09-2008,OGP,Correct CS dimension,Coordinate System,6512,Problem did not exist in registry.,"For CS 6512, in Access db corrected dimension from 2 to 3."
2008.087,17-09-2008,02-10-2008,Thierry Gattacceca; IGN,"Add France DOM (Guadeloupe, Martinique, Guiana, Reunion) vertical datum origin data",Area; Datum; Coordinate Operation,2829 2893; 5153-56 5192-93; 10005-10010,,"Added datums 5210-14, CRSs 5616-20. For areas 2829 and 2893, in name and/or description changed ""Desirade"" to ""La Desirade"". For datum 5153-54, added origin information. For datum 5155, added origin information, aliases, and amended remarks. For datum 5156, added origin information and remarks. For datum 5192, amended origin information. For datum 5193, amended origin information and remarks. Deprecated transformations 10006-10010 and added replacements 15488-92. For tfm 10005 added alias."
2008.088,09-09-2008,19-09-2008,Mikael Rittri; Carmenta AB via proj4 forum,Correct New Zealand Mercator 41,Coordinate Operation; Coordinate Reference System; Coordinate Operation Method,19855; 3752; 9804,Clarifying remarks also added to GN7-2.,Deprecated proj 19855 and projCRS 3752; added replacements proj 19843 and projCRS 3994. For method 9804 added remarks clarifying purpose of parameter latitude of natural origin.
2008.089,18-09-2008,10-02-2009,Zoe Simms; CGG  Veritas,Problem opening db in Access 2007.,,,No change to data from v6.18.,"Revised subrpt footer, subrpt page header logo, subrpt report header logo, subform browse Version History and subform edit/add Version History inserted into Access db. version 6.18.2."
2008.09,18-09-2008,24-09-2008,Cristian Balint: Gea Cart SRL,Include diacritic character in (Romania VertCRS) name,,,See GN7-1.,Advised correspondent.
2008.091,23-09-2008,24-09-2008,OGP,Correct area for tfms 15844 and 15865,Coordinate Operation,15844 15865,"In change request 2008.062, the area associated with tfms 15844 and 15865 was changed from 1198 given in v6.16 to 2423. This change was intended to take place in v6.17 but was postponed; in v6.17 these tfms were incorrectly associated with area 1182.","For tfms 15844 and 15865, in Registry v6.17.1 and Access v6.18, changed area code from 1182 to 2423."
2008.092,24-09-2008,24-09-2008,OGP,Add Ghana derived tfm,,,,"Added tfm 15495. For tfm 8571, added cross-referencing remarks."
2008.093,24-09-2008,11-11-2008,OGP,Check use of EPSG alias and abbreviation,Coordinate Reference System,Numerous,GN7-1 naming system rules to be reviewed.,"Added naming system 7317. For all CRSs, reviewed EPSG aliases and abbreviations for appropriate use, where necessary changing the naming system allocated or adding an abbreviation."
2008.094,23-10-2008,01-11-2008,Samer Joudi; Dubai Roads & Transport Authority,Add UAE Dubai DLTM,,,,"Added proj 19839 and projCRS 3997. For area 3531, in area of use corrected spelling of municipality."
2008.095,07-11-2008,07-11-2008,OGP,Correct and amend Oman names,Coordinate Reference System,3439-40 4134 5724-25,,"For CRS 5725, deleted ""1993"" from name, added abbreviation. For CRS 5724, changed name and alias, in remarks deleted vertical and relaced it with height. For CRS 4134, changed name and alias. For CRSs 4134, 3439 and 3440, in remarks added ""in 1993""."
2008.097,10-11-2008,10-02-2009,OGP,Add EGM2008.,Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,9661; 10084 15781; 5773 5798,See also change request 2009.008.,"Added datum 1027, CRS 3855, coord op method 1025, tfm 3858-59. For CRSs 5773 and 5798, in remarks added 'height' to target tfm name. For tfm 10084, added information source, in remarks added remarks regarding replacement and added 'height' to target tfm name. For method 9661, added remarks."
2008.098,10-11-2008,18-02-2010,Zamfir Pop; Fugro,Correct DMS parameter value display,,,"No error in raw data storage, but values for new parameters if in sexagesimal degrees were being incorrectly decoded for display in registry.","Corrected in Access only in v6.18, corrected in registry and Access in v7.4.1."
2008.099,12-11-2008,12-11-2008,OGP,Version 6.18 release.,,,Released as Access and SQL only - registry to follow.,
2008.1,18-11-2008,23-11-2008,"Matt Amos, LINZ",Add New Zealand NZCS2000 and Antarctica Ross Sea data,,,,"Added areas 3592-93, proj 17964 and 17966, projCRSs 3851-52. For area 3558, changed bounding box western limit from 150§E to 145§E."
2008.101,19-11-2008,23-11-2008,Geonovum,Add EVRF2007,,,,"Added area 3594, datum 5215, CRSs 5621 and 7423. For datum 5129 and CRSs 5730 and 7409, added cross-referencing remarks regarding replacement."
2008.102,19-11-2008,03-12-2008,Kazushige Kawase; GSI,Add Japan transformation,,,,Added tfms 15483-84.
2008.103,17-11-2008,23-11-2008,Pierre Zakia; agipkco,Add coordinate operation method accuracy,,,Data model does not provide for this.,Advised correspondent.
2008.104,17-11-2008,23-11-2008,Pierre Zakia; agipkco,Increase resolution of geographic coordinates in formulae example,,,Not necessary. The resolution of 3 decimal places of a second equates to 3cm.,Advised correspondent.
2008.105,17-11-2008,23-11-2008,Pierre Zakia; agipkco,"In registry search, allow search by list of codes.",,,There is no longer any meaning to codes and this utility will become increasingly less useful.,Advised correspondent.
2008.106,20-11-2008,23-11-2008,Urs Marti; Swiss Federal Office of Topography,"Add Switzerland transformation, amend proj names",Coordinate Operation Method; Coordinate Operation,9814; 19841 19922-23 19950,,"Added tfm 15486. For method 9814, added additional remarks. For proj 19922, 19923 and 19950, amended name and made old name an alias. For proj 19841, amended name and made old name an alias, amended remarks."
2008.107,23-11-2008,23-11-2008,OGP,Add Brazil tfm,Coordinate Operation,1877,,"Added tfm 15485. For tfm 1877, added remarks regarding initials in version."
2008.108,23-11-2008,23-11-2008,OGP,Add Taiwan tfm,,,,Added tfm 15487.
2008.109,24-11-2008,02-06-2009,John Maurer; NSIDC,Add polar projCRSs,Coordinate Reference System,3408-13,,"Added CRSs 3973-76. For CRSs 3408-13, added cross-rerefencing remarks. For proj 3897 changed area code from 1996 to 3475. For proj 3898 changed area code from 1997 to 3474. For projCRSs 3411 and 3413 changed area code from 3476 to 1996. For projCRS 3412 changed area code from 3473 to 1997."
2008.11,24-11-2008,30-06-2011,OGP,Clarify origin of Corrego Alegre datum,,,Unable to resolve this paricular issue so remarks in datum record 6225 left unchanged. See change request 2011.053 for later realisation.,Closed.
2008.111,27-11-2008,10-02-2009,Patric Jansson; Stockholm City,Add Sweden County ST74,Coordinate Operation; Coordinate Reference System,19876; 3152,,"Added area 3608, proj 3853 and projCRS 3854. For proj 19876 and projCRS 3152, add remarks regarding replacement."
2008.112,01-12-2008,02-05-2010,Reino Ruotsalainen; NLS,Add Finland CRSs,Area; Datum; Coordinate Operation; Coordinate Reference System,1095 3092 3101 3333 3385; 5116; 18183-90 18195-99; 2393 3067 3126-38  5717,,"Added areas 3595-3607, naming system 1030, proj 3860-72, projCRS 3873-85 and 5048, vertical datum 1030, vertCRS 3900 and compound CRSs 3901-03. For datum 5116, vertCRS 5717 and proj 18183-90 and 18195-99, added remarks regarding replacement. For projCRSs 3126-38, amended scope and added remarks regarding replacement. For projCRS 2393, added alias YKJ. For projCRS 3067, amended name and EPSG alias, added previous name as alias, and added Finland aliases. For areas 1095, 3092, 3101 and 3385, amended north bounding latitude. For area 3092, amended west bounding longitude. For area 3333, amended north bounding latitude and west bounding longitude."
2008.113,06-12-2008,10-02-2009,Charles Clancy; Chevron,Problem with forms in Access 2007,,,See 2008.089.,Advised correspondent.
2008.114,11-12-2008,10-02-2009,OGP,Revisit spherical mercator used for some web mapping applications,Ellipsoid; Datum; Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,7059; 6055; 9841; 15973 19847; 4055 3785,See change request 2008.016.,"Deprecated ellipsoid 7059, datum 6055, method 9841, projection 19847, CRSs 4055 and 3785, tfm 15973. Added methods 1024 and 1026, proj 3856 and projCRS 3857."
2008.115,12-12-2008,20-01-2009,OGP,Version 6.18.1 registry interim release.,,,Interim data release - registry only.,Change requests 2008.100 through 2008.108.
2009.001,21-01-2009,10-02-2009,OGP,Version 6.18.1 registry interim release.,,,Interim data release - registry only.,Registry software v1.2.0 installed.
2009.002,21-01-2009,10-02-2009,Mike Postle-Hacon; RPS,Correct Venezuela area of use.,Area,1694,,"For area 1694, in area of use description corrected 72øE to 72øW."
2009.003,21-01-2009,02-06-2009,Mike Postle-Hacon; RPS,Add Iraq data,Area; Datum; Coordinate Reference System; Coordinate Operation,2806 3390; 5149 6743; 4743 3391-93 5751; 1993 15872,,"Added area 3625, naming system 1024, datums 1028-29, geodetic CRSs 3887-89, projCRSs 3890-93, vertCRS 3886, tfm 3894. For area 3390 amended name (inserted missing space), description and SE bounding box limits. Deprecated area 2806. For datum 6743, added coordinates to origin description, removed ""Polservice"" from name and added previous name as an alias. For CRSs 4743 and 3391-93 and tfm 15872, removed ""Polservice"" from name and added previous name as an alias. For tfm 1993, harmonised name and variant by changing variant part of name from (1) to (4). For vertical datum 5149 and CRS 5751, changed area code from 2806 to 3390, added Iraqi alias and added remarks for Iraq."
2009.004,26-01-2009,02-06-2009,OGP,Clarify conic projection standard parallel order,Coordinate Operation Parameter,8823-24,"GN7-2 states ""where the order of the standard parallels is not material if using the formulas which follow"".","For parameters 8823-24, revised description to clarify that for EPSG formulas it is not necessary for a specific standard parallel to be nearest to a pole."
2009.005,26-01-2009,10-02-2009,Ole P Hobberstad; Fugro,Add Brazil transformation.,,,Already in dataset: see change request 2008.107.,Advised correspondent.
2009.006,04-02-2009,10-02-2009,John Hockaday; Geoscience Australia,Fix carriage returns in registry GML export,,,GML produced from the registry is valid XML and an XML reader/editor should handle it.,Advised correspondent.
2009.007,04-02-2009,10-02-2009,OGP,Clarify parameters defining origin for spherical projections.,Coordinate Operation Parameter; Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,8828-29; 9821; 19867-68 19965; 2163 3408-09,These changes have the effect of renaming the first two projection parameters. Sphere is considered to be a degenerate ellipsoid so does not need special parameters. Parameter values and method formulas are unchanged.,"Deprecated tfm parameters 8828-29, tfm 9821 and proj 19867-68 and 19965. Added replacement tfm 1027, proj 3897-99. For projCRSs 2163 and 3408-09, changed related projection from 19965, 19867 and 19868 respectively to 3899, 3897 and 3898 respectively."
2009.008,09-02-2009,18-02-2010,OGP,Update remarks in EGM84 tfm 15781 and Germany tfm 1674. Update 1674 supersession trail.,Coordinate Operation,1674 15781,Incomplete actions from change requests 2009.014 and 2008.097. Requires registry software upgrade.,"For tfm 15781, in remarks corrected name of tfm 10084 by inserting ""height"". For tfm 1674, in remarks changed code for 2001 replacement from 1175 to 1775."
2009.009,10-02-2009,10-02-2009,OGP,Version 6.18.2 Access interim release,,,Access db only. Data unchanged from v6.18 release.,Change requests 2008.089 and 2008.113.
2009.01,10-02-2009,10-02-2009,OGP,Version 6.18.3 registry interim release,,,Registry only.,"Change requests 2008.035, 2008.089, 2008.097, 2008.111, 2008.113, 2008.114, 2009.001, 2009.002, 2009.005, 2009.006 and 2009.007."
2009.011,10-02-2009,02-06-2009,Dior Siteke; SDG,Correct and add DR Congo data,Area; Datum; Coordinate Reference System; Coordinate Operation,3147; 6695; 3314-15; 17401-02,Rejected tfm for Kinshasa area from Reclus report as source CRS uncertain.,"Added areas 3609-14, 3617-24 and 3626-28; datum 1033, CRSs 4039-40, 4046, 4048-51and 4056-63; tfms 4064-68. Deprecated proj 17401-02 and projCRSs 3314-15, added replacements proj 3980-84, projCRSs 3985-89. For area 3147, amended north bounding latitude and west bounding longitude. For datum 6695 corrected latitude of datum origin and amended info source."
2009.012,19-02-2009,02-06-2009,Jeff McKenna; Gateway Geomatics,Add Canada Atlas LCC,,,,Added proj 3977 and projCRS 3978-79.
2009.013,20-02-2009,02-06-2009,OGP,Correct Netherlands offshore transformations,Coordinate Operation,1046-47 1050-51 1960 1999,Addition of concatenated tfm moved to change request 2009.030.,Deprecated tfms 1960 and 1999 and added replacements 3904-05. Added tfm 4078. For tfms 1046-47 and 1050-51 added remarks regarding replacement by NAM.
2009.014,20-02-2009,02-06-2009,Jens Luthard; BKG,Update Germany CRS and transformation areas of validity,Area; Coordinate Reference System; Coordinate Operation,2127 2860-62; 3043-45 25833; 1775 1778,See also change request 2009.008.,"Added naming system 1025. For CRS 3043, added Eurogeographics and Germany alternative identifiers. For CRS 3044, added Eurogeographics and Germany alternative identifiers, in scope added reference to Mecklenburg. For CRS 3045, added Eurogeographics and Germany alternative identifiers, in scope added reference to Mecklenburg, in remarks added reference to Brandenburg. For CRS 25833, in remarks removed reference to Brandenburg and added those for ETRF. For area 2127, in description removed reference to Germany [impacts CRS 25833]. For areas 2860-62, changed name and area description.  For tfm 1775, changed area code from 3396 to 1343, added remarks regarding 2009 replacement of tfm 1674 for all former East Germany. For tfm 1778, amended remarks."
2009.015,20-02-2009,02-06-2009,Mikael Rittri; Carmenta AB,Correct use of MGI in former Yugoslavia,Datum; Coordinate Reference System; Coordinate Operation,6312 6805; 4312 4805 2170 3787 31275-77 31279; 1306 1452-53 1465 1535 1620-21 1636-37 1757 1785 1794-95 2181-87 2293 2974 3792 3803-10 8263 8645 15981-92,Different Greenwich values for the Ferro meridian adopted in Austria and former Yugoslavia mean that on transformation of the MGI (Ferro) CRS to Greenwich the MGI (Greenwich) datum and depending CRSs are not applicable to former Yugoslavia.,"Added datums 1031 and 1034, geodetic CRSs 3906 and 4073-75, tfms 4076-77. Deprecated projCRSs 2170, 3787, 31275-77 and 31279 and added replacements 3907-12. Deprecated tfms 1306, 1452-53, 1465, 1535, 1620-21, 1636-37, 1757, 1785, 1794-95, 2181-87, 2293, 2974, 3792, 3803-10, 8263, 8645 and 15981-92 and added replacements 3895-96, 3914-19, 3921-41 and 3951-66. Deprecated tfm 1795 without replacement. For datum 6312 and CRS 4312, changed area of use from Austria and former Yugoslavia to Austria, deleted Croatian and Slovene aliases. For datum 6805, added alias and remarks. For CRS 4805, deleted aliases and added remarks."
2009.016,28-02-2009,02-06-2009,Susana Arciniegas; IGM,Add Ecuador SIRGAS data,,,,"Added area 3638. For CRS 31992, changed area code from 1824 to 3638, added information source and amended remarks. Added tfms 3971 and 3990."
2009.017,02-03-2009,02-06-2009,Mikael Rittri; Carmenta AB,Correct Krovak formula,Coordinate Operation Method,9819,Also updated GN7-2.,"For method 9819, corrected formula for southing, westing, r' and theta'. In example, made typographic corrections."
2009.018,20-03-2009,02-06-2009,Michel Le Page; IRD,Change Morocco projection definition,Coordinate Operation,18131,Projection defined using 1SP method as given in EPSG dataset.,Advised correspondent.
2009.019,23-03-2009,02-06-2009,Estee Ashbridge; Fugro,Check Malaysia Sarawak transformation,Coordinate Operation,1852,,Confirmed that dataset values are correct. Advised correpondent.
2009.02,23-03-2009,02-06-2009,Daniel Widner; VITA,Add US Virginia data,,,,Added proj 3967 and projCRSs 3968-70.
2009.021,24-03-2009,02-06-2009,Luigi Castro Cardeles; OpenGEO,Add Brazil transformation data,Area; Datum; Coordinate Reference System,3356; 6224; 4224,,"Added area 3619, projCRS 4071, tfms 3972 and 4069-70. For area 3356 added Distrito Federal and amended bounding box coordinates. For datum 6224 and CRS 4224, amended remarks to include use in DF."
2009.022,31-03-2009,02-06-2009,Graeme Potter; UKHO,Correct alias for China Hong Kong datum,Datum,5136,,"For datum 5136, changed alias from Admiralty Datum to Admiralty Chart Datum."
2009.023,31-03-2009,07-06-2009,Mikael Rittri; Carmenta AB,Correct Equidistant Cylindrical formula and parameters,Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,1024 1026 1027 9823 9834 9842; 19846 19968; 3786 32663,GN7-2 updated.,"Deprecated methods 9823 and 9842, projections 19846 and 19968 and projCRSs 3786 and 32663; added replacement methods 1028-29, proj 4085-86 and CRS 4087-88, For method 9834, added formula. For methods 1026 and 1027, in formula added comments regarding R. For method 1024, in formula made typographic corrections."
2009.024,01-04-2009,01-03-2010,Lars Engberg; Lantm„teriet (NLS),Correct Sweden axes abbreviations,Coordinate Reference System; Datum,3006-3018; 6619,,"For CRSs 3006-18, changed CS from code 4531 to code 4500. For datum 6619, corrected datum epoch from 1982 to 1999.5 and added remarks. For Areas 2840 and 2842-44, amended description and bounding box limits."
2009.025,14-04-2009,02-06-2009,OGP,Correct DMA tfm for Burundi,Coordinate Operation,1115,"Inspection of parameter values and geographic extent of CRSs suggests that the source CRS should be Arc 1960, not Arc 1950.",Deprecated tfm 1115 and added replacement 3998.
2009.026,14-04-2009,02-06-2009,Pavel Iacovlev; Technical University of Moldova,Add Moldova data,,,,"Added areas 3615-16, datum 1032, proj 3999 and CRSs 4000, 4017, 4023, 4026 and 4037-38. For CRSs 32635-36 added cross-referencing remarks regarding Moldovan usage. For area 1162 amended bounding box W limit to 26.61 and E limit to 30.16. For area 2070, added Moldova to area of use."
2009.027,22-04-2009,31-03-2010,OGP,Add Iraq transformation,,,(Retirement of tfm 15872 in change request 2010.043).,"Added areas 3695, 3701-02, 3704, 3706, 3708-12, 3714-15, 3717-19, 3722-25 and 3728-29, tfms 4072, 5045-47 and 5076-99. For tfm 15872 added replacement remarks. For area 3397 amended name and description."
2009.028,25-04-2009,28-03-2011,OGP,Add new SIRGAS / ITRF national realisation(s) for Argentina.   See remarks below.,Datum; Coordinate Reference System; Coordinate Operation,6190 6694; 4190 4694 4928 4929 4960-61 22171-77 22181-87; 1774,This change request limited in Feb 2011 to new SIRGAS / ITRF realization in Argentina to make QC more reasonable.  Other new ITRF / SIRGAS national realizations have been moved to Change Record 2011.018.,"Added datum 1062, geodetic CRSs 5340-5342, projCRSs 5443-5349 and transformations 5350-51. For datums 6190 6694, changed remarks. In geogCRS 4190 4694 4928 4929 4960-61 and in projCRS 22171-177 and 22181-187, added remarks to reflect new adoption of POSGAR 2007. For transformation 1774, amended name from ""POSGAR 98 to SIRGAS (1)"" to ""POSGAR 98 to SIRGAS 95 (1)"" to properly reflect target CRS name; added previous name as alias."
2009.029,25-04-2009,02-06-2009,David Burrows; ESRI,Prescribe non-overlapping code ranges for entity types.,,,Not accepted. Policy remains that codes are unique within entity type but otherwise are meaningless. Users assign meaning at their own risk. There has been overlap in codes allocated across different entity types for many years.,Advised correspondent.
2009.03,26-04-2009,18-02-2010,OGP,Add Netherlands concatanated tfm,Coordinate Operation,1046-47 1050-51,Carried from change request 2009.013 pending registry software upgrade.,Added tfm 4837. For tfms 1046-47 and 1050-51 added cross reference to code 4837.
2009.031,27-04-2009,05-03-2010,OGP,Add BLM projCRSs for US onshore,Area; Coordinate Operation; Coordinate Reference System,2172-73 2205 2256 3357 3498-3500 3502-06; 15914-17; 32064-67 32164-67,"Postal service and MMS codes have been omitted from the revised descriptions (see change 2009.032). In Area 3357, protraction area extension references omitted. For areas 2205, 2256 and 2173,ÿcorrected Sabine Pass and Lloyd Ridge protraction area names.","Added areas 3637 and 3640-42, proj 4101-19 and 4186-87; projCRSs 4217, 4290, 4399-4413, 4418-33, 4438-53 and 4458-59. For Areas 2172-73, 2205 and 2256, amended area description (eliminating MMS codes).  For Area 3357, amended area description and area name. For Areas 3502-06 corrected bounding box latitude values. For proj 15914-17 and projCRSs 32064-67 and 32164-67, changed area of use code (from GoM to Conus + GoM). Deprecated duplicate areas 3482-87, 3490 and 3493; amended CRSs 3706-13 to use replacement rather than deprecated areas. For areas 3498-3500, removed state postal abbreviations."
2009.032,08-05-2009,30-06-2009,OGP,Harmonise state and province abbreviations in area descriptions,,,Agreed that an area text string search using 2-character text code is insufficiently constrained to be useful. Such codes will be omitted from area descriptions. Existing abbreviations will be removed when area records are relevant to a change request.,See remarks.
2009.033,14-05-2009,02-06-2009,Javier Gonzalez-Matesanz; IGN,Add Spain Canary Island data,Area; Datum; Coordinate Reference System; Coordinate Operation,1296 1631 3199; 6728; 4728; 15815,,"Added areas 3629-30, datum 1035, CRSs 4079-83, tfm 4084. For areas 1296 and 3199 changed bounding box limits. For area 1631, deleted Canary Islands from area of use [impacts CRS 23028]. For datum 6728, CRS 4728 and tfm 15815, added ""1984"" to name and created alias with old name, correcting spelling in process."
2009.034,15-05-2009,30-03-2010,Mikael Rittri; Carmenta AB,Rename axes of Antarctica Terre Adelie CRSs,Coordinate Reference System,2985-86,"Changes names of axes from ""1st/2nd local axis"" to ""Easting/Northing"".","Deprecated CS 4492 and added replacement 1025. For CRSs 2985-86, changed CS from 4492 to 1025."
2009.035,15-05-2009,02-06-2009,OGP,Version 7.1 release.,,,"Version 7.1 marks the transition of the master dataset from the Access database to the online Registry. It also marks a change in the version of MS Access in which the database is distributed, from v97 to v2000.",
2009.036,16-05-2009,12-11-2009,Sandro Batista; ESRI Portugal,Add Cape Verde data,,,,"Closed, to be combined with identical request 2009.085."
2009.038,02-06-2009,30-06-2009,Flemming Nissen; KMS,Add Denmark CRSs,,,,"Added areas 3631-32, proj 4089-92, projCRSs 4093-96 and compoundCRSs 4097-4100. For area 2531, corrected spelling of Funen in name and description. For CRSs 2196-98, amended scope and remarks. For CRSs 7418-20, amended scope."
2009.039,06-06-2009,07-06-2009,OGP,Correct name of Spain Canary Island tfm,Coordinate Operation,4084,,"For tfm 4084, corrected name to accord with source and target CRSs."
2009.04,07-06-2009,07-06-2009,OGP,Version 7.1.1 registry interim release.,,,Change requests 2009.023 and 2009.039.,Registry software v1.2.5 loaded.
2009.041,13-06-2009,21-11-2014,Shanmugam Ganeshkumar; Cohga,Add Malaysia CRSs,Coordinate Reference System,3377-85,,"Add proj 4114-18, 4177, 4305, 4320-21 and 4323 and projCRSs 4390-98. For CRSs 3377-78 and 3380-85 in remarks added cross reference to replaced system. For CRS 3379 inserted space in name and in remarks added cross reference to replaced system."
2009.042,20-06-2009,01-07-2009,OGP,Amend transformation unknown accuracy data.,Coordinate Operation,1469,,"For tfm 1469, amended tfm accuracy value from 999 (unknown) to 15m."
2009.043,20-06-2009,30-03-2010,OGP,Add missing transformation accuracy value,Coordinate Operation,1559,,"For tfm 1559, added tfm accuracy value."
2009.044,21-06-2009,29-07-2009,OGP,Correct/add Guam data,Coordinate Operation; Coordinate Reference System; Datum,1068 1070; 3993 4152 4675 4956-57; 6152,,"Added naming system 1026, proj 4325 and projCRS 4414. For CRS 4152, added Guam-specific aliases and in remarks deleted spurious "" character. For datum 6152, CRSs 4956-57 and tfm 1068 added Guam-specific aliases. For tfm 1070, corrected name to follow EPSG naming convention. For CRSs 4675 and 3993, added remarks regarding replacement. For area 1337, amended area of use description (corrected Virgin Islands text) and bounding box longitudes, added remarks."
