M,Z
1498.61,-11.044
1499.61,-11.039
1500.61,-11.033
1501.609,-11.027
1502.609,-11.022
1503.609,-11.016
1504.609,-11.011
1505.608,-11.005
1506.608,-10.999
1507.608,-10.994
1508.607,-10.988
1509.607,-10.982
1510.607,-10.977
1511.607,-10.971
1512.606,-10.965
1513.606,-10.96
1514.606,-10.954
1515.606,-10.948
1516.605,-10.943
1517.605,-10.937
1518.605,-10.931
1519.605,-10.925
1520.604,-10.92
1521.604,-10.914
1522.604,-10.908
1523.604,-10.902
1524.603,-10.897
1525.603,-10.891
1526.603,-10.885
1527.603,-10.879
1528.602,-10.873
1529.602,-10.868
1530.602,-10.862
1531.601,-10.856
1532.601,-10.85
1533.601,-10.844
1534.601,-10.838
1535.6,-10.833
1536.6,-10.827
1537.6,-10.821
1538.6,-10.815
1539.599,-10.809
1540.599,-10.803
1541.599,-10.797
1542.599,-10.791
1543.598,-10.786
1544.598,-10.78
1545.598,-10.774
1546.598,-10.768
1547.597,-10.762
1548.597,-10.756
1549.597,-10.75
1550.597,-10.744
1551.596,-10.738
1552.596,-10.732
1553.596,-10.726
1554.596,-10.72
1555.595,-10.714
1556.595,-10.708
1557.595,-10.702
1558.594,-10.696
1559.594,-10.69
1560.594,-10.683
1561.594,-10.677
1562.593,-10.67
1563.593,-10.663
1564.593,-10.657
1565.593,-10.65
1566.592,-10.643
1567.592,-10.637
1568.592,-10.63
1569.592,-10.623
1570.591,-10.616
1571.591,-10.61
1572.591,-10.603
1573.591,-10.596
1574.59,-10.589
1575.59,-10.583
1576.59,-10.576
1577.59,-10.569
1578.589,-10.562
1579.589,-10.555
1580.589,-10.548
1581.588,-10.541
1582.588,-10.535
1583.588,-10.528
1584.588,-10.521
1585.587,-10.514
1586.587,-10.507
1587.587,-10.5
1588.587,-10.493
1589.586,-10.486
1590.586,-10.479
1591.586,-10.472
1592.586,-10.465
1593.585,-10.458
1594.585,-10.451
1595.585,-10.444
1596.585,-10.437
1597.584,-10.429
1598.584,-10.422
1599.584,-10.415
1600.584,-10.408
1601.583,-10.401
1602.583,-10.394
1603.583,-10.387
1604.583,-10.379
1605.582,-10.372
1606.582,-10.365
1607.582,-10.358
1608.581,-10.35
1609.581,-10.343
1610.581,-10.336
1611.581,-10.329
1612.58,-10.321
1613.58,-10.314
1614.58,-10.307
1615.58,-10.299
1616.579,-10.292
1617.579,-10.284
1618.579,-10.277
1619.579,-10.27
1620.578,-10.262
1621.578,-10.255
1622.578,-10.247
1623.578,-10.24
1624.577,-10.232
1625.577,-10.225
1626.577,-10.217
1627.577,-10.21
1628.576,-10.202
1629.576,-10.195
1630.576,-10.187
1631.575,-10.18
1632.575,-10.172
1633.575,-10.165
1634.575,-10.157
1635.574,-10.149
1636.574,-10.142
1637.574,-10.134
1638.574,-10.126
1639.573,-10.119
1640.573,-10.111
1641.573,-10.103
1642.573,-10.096
1643.572,-10.088
1644.572,-10.08
1645.572,-10.073
1646.572,-10.065
1647.571,-10.057
1648.571,-10.049
1649.571,-10.042
1650.571,-10.034
1651.57,-10.026
1652.57,-10.018
1653.57,-10.011
1654.569,-10.003
1655.569,-9.995
1656.569,-9.987
1657.569,-9.979
1658.568,-9.969
1659.568,-9.96
1660.568,-9.95
1661.568,-9.94
1662.567,-9.93
1663.567,-9.92
1664.567,-9.91
1665.567,-9.9
1666.566,-9.89
1667.566,-9.88
1668.566,-9.87
1669.566,-9.86
1670.565,-9.85
1671.565,-9.84
1672.565,-9.83
1673.565,-9.82
1674.564,-9.81
1675.564,-9.8
1676.564,-9.79
1677.564,-9.78
1678.563,-9.77
1679.563,-9.76
1680.563,-9.75
1681.562,-9.74
1682.562,-9.73
1683.562,-9.719
1684.562,-9.709
1685.561,-9.699
1686.561,-9.689
1687.561,-9.679
1688.561,-9.669
1689.56,-9.658
1690.56,-9.648
1691.56,-9.638
1692.56,-9.628
1693.559,-9.618
1694.559,-9.607
1695.559,-9.597
1696.559,-9.587
1697.558,-9.577
1698.558,-9.566
1699.558,-9.556
1700.558,-9.546
1701.557,-9.535
1702.557,-9.525
1703.557,-9.515
1704.556,-9.504
1705.556,-9.494
1706.556,-9.484
1707.556,-9.473
1708.555,-9.463
1709.555,-9.452
1710.555,-9.442
1711.555,-9.432
1712.554,-9.421
1713.554,-9.411
1714.554,-9.4
1715.554,-9.39
1716.553,-9.379
1717.553,-9.369
1718.553,-9.358
1719.553,-9.348
1720.552,-9.337
1721.552,-9.327
1722.552,-9.316
1723.552,-9.306
1724.551,-9.295
1725.551,-9.285
1726.551,-9.274
1727.551,-9.263
1728.55,-9.253
1729.55,-9.242
1730.55,-9.231
1731.549,-9.221
1732.549,-9.21
1733.549,-9.2
1734.549,-9.189
1735.548,-9.178
1736.548,-9.168
1737.548,-9.157
1738.548,-9.146
1739.547,-9.135
1740.547,-9.125
1741.547,-9.114
1742.547,-9.103
1743.546,-9.092
1744.546,-9.082
1745.546,-9.071
1746.546,-9.06
1747.545,-9.049
1748.545,-9.038
1749.545,-9.028
1750.545,-9.017
1751.544,-9.006
1752.544,-8.995
1753.544,-8.984
1754.543,-8.973
1755.543,-8.962
1756.543,-8.957
1757.543,-8.956
1758.542,-8.955
1759.542,-8.954
1760.542,-8.953
1761.542,-8.952
1762.541,-8.951
1763.541,-8.95
1764.541,-8.949
1765.541,-8.948
1766.54,-8.946
1767.54,-8.945
1768.54,-8.944
1769.54,-8.943
1770.539,-8.942
1771.539,-8.941
1772.539,-8.94
1773.539,-8.939
1774.538,-8.938
1775.538,-8.937
1776.538,-8.936
1777.537,-8.935
1778.537,-8.934
1779.537,-8.933
1780.537,-8.932
1781.536,-8.931
1782.536,-8.93
1783.536,-8.929
1784.536,-8.928
1785.535,-8.927
1786.535,-8.926
1787.535,-8.925
1788.535,-8.924
1789.534,-8.923
1790.534,-8.921
1791.534,-8.92
1792.534,-8.919
1793.533,-8.918
1794.533,-8.917
1795.533,-8.916
1796.533,-8.915
1797.532,-8.914
1798.532,-8.913
1799.532,-8.912
1800.532,-8.911
1801.531,-8.91
1802.531,-8.909
1803.531,-8.908
1804.53,-8.907
1805.53,-8.906
1806.53,-8.905
1807.53,-8.904
1808.529,-8.903
1809.529,-8.902
1810.529,-8.901
1811.529,-8.9
1812.528,-8.899
1813.528,-8.898
1814.528,-8.897
1815.528,-8.895
1816.527,-8.894
1817.527,-8.893
1818.527,-8.892
1819.527,-8.891
1820.526,-8.89
1821.526,-8.889
1822.526,-8.888
1823.526,-8.887
1824.525,-8.886
1825.525,-8.885
1826.525,-8.884
1827.524,-8.883
1828.524,-8.882
1829.524,-8.881
1830.524,-8.88
1831.523,-8.879
1832.523,-8.878
1833.523,-8.877
1834.523,-8.876
1835.522,-8.875
1836.522,-8.874
1837.522,-8.873
1838.522,-8.872
1839.521,-8.87
1840.521,-8.869
1841.521,-8.868
1842.521,-8.867
1843.52,-8.866
1844.52,-8.865
1845.52,-8.864
1846.52,-8.863
1847.519,-8.862
1848.519,-8.861
1849.519,-8.86
1850.519,-8.859
1851.518,-8.858
1852.518,-8.857
1853.518,-8.856
1854.517,-8.855
1855.517,-8.841
1856.517,-8.827
1857.517,-8.813
1858.516,-8.799
1859.516,-8.785
1860.516,-8.771
1861.516,-8.756
1862.515,-8.742
1863.515,-8.728
1864.515,-8.714
1865.515,-8.7
1866.514,-8.686
1867.514,-8.672
1868.514,-8.658
1869.514,-8.644
1870.513,-8.63
1871.513,-8.616
1872.513,-8.602
1873.513,-8.588
1874.512,-8.574
1875.512,-8.56
1876.512,-8.546
1877.511,-8.532
1878.511,-8.518
1879.511,-8.504
1880.511,-8.49
1881.51,-8.476
1882.51,-8.462
1883.51,-8.448
1884.51,-8.434
1885.509,-8.42
1886.509,-8.406
1887.509,-8.392
1888.509,-8.377
1889.508,-8.362
1890.508,-8.348
1891.508,-8.333
1892.508,-8.318
1893.507,-8.303
1894.507,-8.288
1895.507,-8.274
1896.507,-8.259
1897.506,-8.244
1898.506,-8.229
1899.506,-8.214
1900.506,-8.2
1901.505,-8.185
1902.505,-8.17
1903.505,-8.155
1904.504,-8.14
1905.504,-8.126
1906.504,-8.111
1907.504,-8.096
1908.503,-8.081
1909.503,-8.066
1910.503,-8.051
1911.503,-8.037
1912.502,-8.022
1913.502,-8.007
1914.502,-7.992
1915.502,-7.977
1916.501,-7.962
1917.501,-7.947
1918.501,-7.933
1919.501,-7.918
1920.5,-7.903
1921.5,-7.888
1922.5,-7.873
1923.5,-7.858
1924.499,-7.843
1925.499,-7.828
1926.499,-7.814
1927.498,-7.799
1928.498,-7.784
1929.498,-7.769
1930.498,-7.754
1931.497,-7.739
1932.497,-7.724
1933.497,-7.709
1934.497,-7.694
1935.496,-7.679
1936.496,-7.664
1937.496,-7.65
1938.496,-7.635
1939.495,-7.62
1940.495,-7.605
1941.495,-7.59
1942.495,-7.575
1943.494,-7.56
1944.494,-7.545
1945.494,-7.53
1946.494,-7.515
1947.493,-7.5
1948.493,-7.485
1949.493,-7.47
1950.492,-7.455
1951.492,-7.44
1952.492,-7.425
1953.492,-7.408
1954.491,-7.389
1955.491,-7.369
1956.491,-7.35
1957.491,-7.331
1958.49,-7.312
1959.49,-7.292
1960.49,-7.273
1961.49,-7.254
1962.489,-7.235
1963.489,-7.216
1964.489,-7.197
1965.489,-7.178
1966.488,-7.159
1967.488,-7.14
1968.488,-7.121
1969.488,-7.103
1970.487,-7.084
1971.487,-7.065
1972.487,-7.046
1973.487,-7.028
1974.486,-7.009
1975.486,-6.991
1976.486,-6.972
1977.485,-6.954
1978.485,-6.935
1979.485,-6.917
1980.485,-6.898
1981.484,-6.88
1982.484,-6.862
1983.484,-6.843
1984.484,-6.825
1985.483,-6.807
1986.483,-6.789
1987.483,-6.771
1988.483,-6.753
1989.482,-6.735
1990.482,-6.717
1991.482,-6.699
1992.482,-6.681
1993.481,-6.663
1994.481,-6.645
1995.481,-6.627
1996.481,-6.609
1997.48,-6.592
1998.48,-6.574
1999.48,-6.556
2000.479,-6.539
2001.479,-6.521
2002.479,-6.504
2003.479,-6.486
2004.478,-6.469
2005.478,-6.451
2006.478,-6.434
2007.478,-6.416
2008.477,-6.399
2009.477,-6.382
2010.477,-6.365
2011.477,-6.347
2012.476,-6.33
2013.476,-6.313
2014.476,-6.296
2015.476,-6.279
2016.475,-6.262
2017.475,-6.245
2018.475,-6.228
2019.475,-6.211
2020.474,-6.194
2021.474,-6.177
2022.474,-6.161
2023.474,-6.144
2024.473,-6.127
2025.473,-6.125
2026.473,-6.137
2027.473,-6.145
2028.473,-6.214
2029.473,-6.224
2030.473,-6.176
2031.473,-6.129
2032.473,-6.103
2033.473,-6.121
2034.473,-6.154
2035.473,-6.182
2036.473,-6.188
2037.473,-6.159
2038.473,-6.108
2039.473,-5.955
2040.473,-5.795
2041.473,-5.673
2042.473,-5.553
2043.473,-5.629
2044.473,-5.776
2045.473,-5.819
2046.473,-5.833
2047.473,-5.842
2048.473,-5.849
2049.473,-5.843
2050.473,-5.823
2051.473,-5.788
2052.473,-5.752
2053.473,-5.716
2054.473,-5.681
2055.473,-5.593
2056.473,-5.418
2057.473,-5.358
2058.473,-5.425
2059.473,-5.443
2060.473,-5.383
2061.473,-5.273
2062.473,-5.167
2063.473,-5.113
2064.473,-5.116
2065.473,-5.111
2066.473,-5.096
2067.473,-5.124
2068.473,-5.101
2069.473,-5.038
2070.473,-5.164
2071.473,-5.013
2072.473,-4.983
2073.473,-5.036
2074.473,-5.04
2075.473,-5.051
2076.473,-5.113
2077.473,-5.036
2078.473,-4.929
2079.473,-4.974
2080.473,-5.068
2081.473,-4.928
2082.473,-4.862
2083.473,-5.047
2084.473,-4.975
2085.473,-4.803
2086.473,-4.864
2087.473,-4.807
2088.473,-5.064
2089.473,-4.815
2090.473,-4.726
2091.473,-4.798
2092.473,-4.757
2093.473,-4.673
2094.473,-4.918
2095.473,-5.027
2096.473,-4.95
2097.473,-4.864
2098.473,-4.831
2099.473,-4.777
2100.473,-4.67
2101.473,-4.622
2102.473,-4.708
2103.473,-4.824
2104.473,-4.814
2105.473,-4.764
2106.473,-4.737
2107.473,-4.736
2108.473,-4.731
2109.473,-4.801
2110.473,-4.914
2111.473,-4.875
2112.473,-4.827
2113.473,-4.712
2114.473,-4.73
2115.473,-4.853
2116.473,-4.819
2117.473,-4.706
2118.473,-4.741
2119.473,-4.617
2120.473,-4.692
2121.473,-4.694
2122.473,-4.676
2123.473,-4.663
2124.473,-4.679
2125.473,-4.719
2126.473,-4.708
2127.473,-4.728
2128.473,-4.773
2129.473,-4.789
2130.473,-4.745
2131.473,-4.705
2132.473,-4.771
2133.473,-4.877
2134.473,-4.791
2135.473,-4.726
2136.473,-4.902
2137.473,-4.79
2138.473,-4.643
2139.473,-4.616
2140.473,-4.709
2141.473,-4.735
2142.473,-4.7
2143.473,-4.682
2144.473,-4.786
2145.473,-4.787
2146.473,-4.762
2147.473,-4.678
2148.473,-4.581
2149.473,-4.58
2150.473,-4.683
2151.473,-4.672
2152.473,-4.653
2153.473,-4.683
2154.473,-4.665
2155.473,-4.661
2156.473,-4.787
2157.473,-4.777
2158.473,-4.747
2159.473,-4.803
2160.473,-4.73
2161.473,-4.629
2162.473,-4.724
2163.473,-4.579
2164.473,-4.437
2165.473,-4.566
2166.473,-4.437
2167.473,-4.591
2168.473,-4.705
2169.473,-4.724
2170.473,-4.63
2171.473,-4.638
2172.473,-4.585
2173.473,-4.618
2174.473,-4.688
2175.473,-4.653
2176.473,-4.574
2177.473,-4.524
2178.473,-4.551
2179.473,-4.559
2180.473,-4.383
2181.473,-4.412
2182.473,-4.426
2183.473,-4.374
2184.473,-4.254
2185.473,-4.428
2186.473,-4.362
2187.473,-4.328
2188.473,-4.347
2189.473,-4.323
2190.473,-4.35
2191.473,-4.462
2192.473,-4.501
2193.473,-4.43
2194.473,-4.301
2195.473,-4.314
2196.473,-4.397
2197.473,-4.411
2198.473,-4.353
2199.473,-4.318
2200.473,-4.341
2201.473,-4.318
2202.473,-4.266
2203.473,-4.22
2204.473,-4.244
2205.473,-4.269
2206.473,-4.28
2207.473,-4.26
2208.473,-4.299
2209.473,-4.324
2210.473,-4.339
2211.473,-4.383
2212.473,-4.285
2213.473,-4.169
2214.473,-4.154
2215.473,-4.311
2216.473,-4.368
2217.473,-4.345
2218.473,-4.336
2219.473,-4.234
2220.473,-4.18
2221.473,-4.157
2222.473,-4.257
2223.473,-4.291
2224.473,-4.206
2225.473,-4.217
2226.473,-4.238
2227.473,-4.115
2228.473,-4.103
2229.473,-4.171
2230.473,-4.236
2231.473,-4.229
2232.473,-4.15
2233.473,-4.114
2234.473,-4.148
2235.473,-4.083
2236.473,-3.933
2237.473,-3.992
2238.473,-3.962
2239.473,-3.909
2240.473,-3.865
2241.473,-3.85
2242.473,-3.839
2243.473,-3.827
2244.473,-3.827
2245.473,-3.782
2246.473,-3.759
2247.473,-3.754
2248.473,-3.748
2249.473,-3.743
2250.473,-3.74
2251.473,-3.736
2252.473,-3.732
2253.473,-3.728
2254.473,-3.726
2255.473,-3.724
2256.473,-3.677
2257.473,-3.527
2258.473,-3.503
2259.473,-3.479
2260.473,-3.455
2261.473,-3.431
2262.473,-3.407
2263.473,-3.373
2264.473,-3.355
2265.473,-3.33
2266.473,-3.264
2267.473,-3.173
2268.473,-3.088
2269.473,-3.053
2270.473,-3
2271.473,-2.888
2272.473,-2.77
2273.473,-2.653
2274.473,-2.536
2275.473,-2.464
2276.473,-2.453
2277.473,-2.455
2278.473,-2.446
2279.473,-2.423
2280.473,-2.465
2281.473,-2.443
2282.473,-2.41
2283.473,-2.314
2284.473,-2.19
2285.473,-1.899
2286.473,-2.097
2287.473,-2.179
2288.473,-1.939
2289.473,-1.954
2290.473,-2.16
2291.473,-2.205
2292.473,-2.195
2293.473,-2.024
2294.473,-1.886
2295.473,-1.843
2296.473,-1.772
2297.473,-1.656
2298.473,-1.558
2299.473,-1.53
2300.473,-1.612
2301.473,-1.574
2302.473,-1.561
2303.473,-1.56
2304.473,-1.566
2305.473,-1.561
2306.473,-1.557
2307.473,-1.442
2308.473,-1.379
2309.473,-1.189
2310.473,-1.209
2311.473,-1.235
2312.473,-1.229
2313.473,-1.228
2314.473,-1.207
2315.473,-1.216
2316.473,-1.173
2317.473,-1.108
2318.473,-0.899
2319.473,-0.846
2320.473,-0.86
2321.473,-0.807
2322.473,-0.851
2323.473,-0.941
2324.473,-0.953
2325.473,-0.99
2326.473,-1.032
2327.473,-0.96
2328.473,-0.846
2329.473,-0.83
2330.473,-0.872
2331.473,-0.89
2332.473,-0.937
2333.473,-0.95
2334.473,-0.942
2335.473,-0.936
2336.473,-1.007
2337.473,-1.013
2338.473,-1.05
2339.473,-0.97
2340.473,-0.889
2341.473,-0.921
2342.473,-0.83
2343.473,-0.755
2344.473,-0.811
2345.473,-0.847
2346.473,-0.741
2347.473,-0.673
2348.473,-0.647
2349.473,-0.68
2350.473,-0.683
2351.473,-0.615
2352.473,-0.439
2353.473,-0.183
2354.473,-0.277
2355.473,-0.358
2356.473,-0.251
2357.473,-0.267
2358.473,-0.253
2359.473,-0.363
2360.473,-0.378
2361.473,-0.408
2362.473,-0.351
2363.473,-0.308
2364.473,-0.28
2365.473,-0.245
2366.473,-0.271
2367.473,-0.333
2368.473,-0.364
2369.473,-0.341
2370.473,-0.328
2371.473,-0.291
2372.473,-0.3
2373.473,-0.374
2374.473,-0.432
2375.473,-0.49
2376.473,-0.502
2377.473,-0.543
2378.473,-0.486
2379.473,-0.444
2380.473,-0.399
2381.473,-0.434
2382.473,-0.392
2383.473,-0.402
2384.473,-0.411
2385.473,-0.407
2386.473,-0.366
2387.473,-0.212
2388.473,-0.233
2389.473,-0.167
2390.473,-0.175
2391.473,-0.199
2392.473,-0.187
2393.473,-0.206
2394.473,-0.189
2395.473,-0.184
2396.473,-0.205
2397.473,-0.198
2398.473,-0.238
2399.473,-0.238
2400.473,-0.149
2401.473,-0.079
2402.473,-0.057
2403.473,-0.038
2404.473,0.038
2405.473,0.083
2406.473,0.186
2407.473,0.277
2408.473,0.227
2409.473,0.25
2410.473,0.361
2411.473,0.449
2412.473,0.434
2413.473,0.426
2414.473,0.519
2415.473,0.614
2416.473,0.676
2417.473,0.763
2418.473,0.892
2419.473,1.021
2420.473,1.161
2421.473,1.332
2422.473,1.46
2423.473,1.581
2424.473,1.739
2425.473,1.907
2426.473,1.934
2427.473,2.06
2428.473,2.235
2429.473,2.659
2430.473,2.694
2431.473,2.922
2432.473,2.68
2433.473,3.46
2434.473,3.192
2435.473,3.227
2436.473,3.642
2437.473,3.592
2438.473,4.338
2439.473,4.438
2440.473,4.814
2441.473,5.048
2442.473,5.121
2443.473,5.42
2444.473,5.742
2445.473,5.773
2446.473,5.768
2447.473,5.969
2448.473,12.118
2449.473,30.105
2450.473,46.522
2451.473,48.969
2452.473,51.739
2453.473,55.951
2454.473,58.023
2455.473,59.251
2456.473,60.379
2457.473,61.382
2458.473,62.448
2459.473,63.76
2460.473,65.036
2461.473,65.31
2462.473,65.348
2463.473,65.241
2464.473,65.122
2465.473,65.21
2466.473,65.412
2467.473,65.435
2468.473,65.331
2469.473,65.238
2470.473,65.53
2471.473,65.372
2472.473,65.007
2473.473,65.147
2474.473,65.393
2475.473,65.289
2476.473,65.236
2477.473,65.207
2478.473,65.368
2479.473,64.95
2480.473,65.448
2481.473,64.811
2482.473,65.187
2483.473,65.288
2484.473,65.371
2485.473,64.943
2486.473,65.307
2487.473,65.277
2488.473,65.303
2489.473,65.461
2490.473,65.179
2491.473,65.111
2492.473,64.841
2493.473,65.016
2494.473,65.438
2495.473,65.046
2496.473,64.467
2497.473,64.456
2498.473,64.445
2499.473,64.439
2500.473,64.375
2501.473,64.366
2502.473,64.363
2503.473,64.35
2504.473,64.34
2505.473,64.336
2506.473,64.261
2507.473,64.287
2508.473,64.259
2509.473,64.24
2510.473,64.214
2511.473,64.21
2512.473,64.197
2513.473,64.182
2514.473,64.152
2515.473,64.116
2516.473,64.115
2517.473,64.115
2518.473,64.064
2519.473,64.03
2520.473,64.035
2521.473,64.035
2522.473,64.024
2523.473,63.973
2524.473,63.94
2525.473,63.949
2526.473,63.91
2527.473,63.904
2528.473,63.856
2529.473,63.859
2530.473,63.887
2531.473,63.833
2532.473,63.812
2533.473,63.808
2534.473,63.786
2535.473,63.773
2536.473,63.765
2537.473,63.746
2538.473,63.741
2539.473,63.702
2540.473,63.677
2541.473,63.677
2542.473,63.641
2543.473,63.622
2544.473,63.619
2545.473,63.572
2546.473,63.537
2547.473,63.523
2548.473,63.495
2549.473,63.471
2550.473,63.501
2551.473,63.485
2552.473,63.464
2553.473,63.421
2554.473,63.362
2555.473,63.368
2556.473,63.321
2557.473,63.298
2558.473,63.27
2559.473,63.212
2560.473,63.25
2561.473,63.19
2562.473,63.203
2563.473,63.187
2564.473,63.137
2565.473,63.144
2566.473,63.114
2567.473,63.058
2568.473,63.025
2569.473,63.009
2570.473,63.001
2571.473,62.974
2572.473,62.92
2573.473,62.885
2574.473,62.85
2575.473,62.832
2576.473,62.788
2577.473,62.77
2578.473,62.718
2579.473,62.667
2580.473,62.637
2581.473,62.616
2582.473,62.569
2583.473,62.559
2584.473,62.535
2585.473,62.538
2586.473,62.48
2587.473,62.478
2588.473,62.42
2589.473,62.438
2590.473,62.47
2591.473,62.454
2592.473,62.429
2593.473,62.393
2594.473,62.391
2595.473,62.372
2596.473,62.332
2597.473,62.327
2598.473,62.27
2599.473,62.262
2600.473,62.234
2601.473,62.177
2602.473,62.214
2603.473,62.158
2604.473,62.184
2605.473,62.132
2606.473,62.094
