 
200904100000	0.76	16.67	225	5.90	-0.0011	0.0295	246
200904100100	0.80	16.67	225	5.77	-0.0012	0.0314	246
200904100200	0.84	16.67	224	5.85	-0.0014	0.0343	247
200904100300	0.88	16.67	223	5.93	-0.0017	0.0375	247
200904100400	0.91	16.67	225	6.05	-0.0023	0.0411	247
200904100500	0.93	16.67	225	6.11	-0.0027	0.0424	248
200904100600	0.93	16.67	226	6.14	-0.0032	0.0430	249
200904100700	0.93	16.67	226	6.13	-0.0034	0.0423	249
200904100800	0.91	15.38	228	6.22	-0.0029	0.0414	248
200904100900	0.87	15.38	229	6.55	-0.0014	0.0405	246
200904101000	0.82	15.38	224	6.92	0.0004	0.0366	243
200904101100	0.79	15.38	222	7.59	0.0019	0.0361	241
200904101200	0.77	15.38	221	8.13	0.0026	0.0355	239
200904101300	0.75	15.38	222	8.49	0.0026	0.0349	239
200904101400	0.73	15.38	225	8.79	0.0026	0.0340	239
200904101500	0.72	15.38	226	9.15	0.0024	0.0334	239
200904101600	0.72	15.38	228	9.81	0.0024	0.0340	239
200904101700	0.70	15.38	226	10.10	0.0025	0.0322	239
200904101800	0.67	15.38	220	10.18	0.0030	0.0294	237
200904101900	0.65	15.38	215	10.23	0.0038	0.0274	235
200904102000	0.64	15.38	215	10.30	0.0041	0.0262	233
200904102100	0.62	15.38	218	10.23	0.0039	0.0248	233
200904102200	0.61	15.38	221	9.61	0.0033	0.0237	234
200904102300	0.60	15.38	222	8.44	0.0026	0.0227	236
200904110000	0.62	15.38	220	7.49	0.0022	0.0225	237
200904110100	0.66	15.38	221	6.59	0.0012	0.0240	241
200904110200	0.80	15.38	221	5.99	-0.0012	0.0323	246
200904110300	1.01	15.38	222	5.86	-0.0062	0.0499	252
200904110400	1.23	6.67	263	6.02	-0.0132	0.0767	255
200904110500	1.40	6.67	264	6.18	-0.0194	0.1012	257
200904110600	1.45	6.67	264	6.30	-0.0216	0.1103	257
200904110700	1.54	6.67	264	6.41	-0.0257	0.1271	258
200904110800	1.61	8.33	260	6.55	-0.0284	0.1424	258
200904110900	1.64	9.09	258	6.74	-0.0298	0.1535	258
200904111000	1.63	9.09	258	6.84	-0.0295	0.1540	258
200904111100	1.65	9.09	258	6.91	-0.0301	0.1576	258
200904111200	1.68	9.09	258	6.88	-0.0314	0.1630	258
200904111300	1.73	9.09	258	6.93	-0.0333	0.1734	258
200904111400	1.71	9.09	258	6.97	-0.0328	0.1709	258
200904111500	1.65	9.09	258	6.89	-0.0297	0.1576	258
200904111600	1.56	9.09	258	6.77	-0.0260	0.1391	257
200904111700	1.55	9.09	258	6.71	-0.0250	0.1351	257
200904111800	1.57	9.09	259	6.71	-0.0261	0.1396	257
200904111900	1.57	9.09	259	6.79	-0.0262	0.1416	257
200904112000	1.54	9.09	259	6.81	-0.0253	0.1356	257
200904112100	1.50	9.09	259	6.77	-0.0245	0.1291	258
200904112200	1.49	9.09	259	6.68	-0.0240	0.1254	258
200904112300	1.51	9.09	259	6.60	-0.0250	0.1268	258
200904120000	1.54	9.09	259	6.53	-0.0269	0.1313	258
200904120100	1.58	9.09	259	6.49	-0.0289	0.1371	259
200904120200	1.57	5.88	268	6.38	-0.0286	0.1317	259
200904120300	1.50	6.67	265	6.32	-0.0262	0.1200	259
200904120400	1.43	8.33	262	6.30	-0.0236	0.1089	259
200904120500	1.35	8.33	262	6.37	-0.0204	0.0986	259
200904120600	1.28	8.33	261	6.46	-0.0172	0.0904	257
200904120700	1.17	9.09	259	6.44	-0.0132	0.0759	256
200904120800	1.06	8.33	259	6.45	-0.0095	0.0632	255
200904120900	0.97	8.33	259	6.67	-0.0072	0.0546	253
200904121000	0.91	8.33	258	7.08	-0.0056	0.0498	252
200904121100	0.93	7.69	259	7.39	-0.0058	0.0530	252
200904121200	0.92	7.69	259	7.48	-0.0057	0.0523	252
200904121300	0.91	8.33	259	7.49	-0.0057	0.0506	252
200904121400	0.86	8.33	260	7.47	-0.0052	0.0454	252
200904121500	0.84	8.33	260	7.45	-0.0048	0.0428	252
200904121600	0.83	13.33	229	7.51	-0.0044	0.0416	252
200904121700	0.80	13.33	230	7.51	-0.0042	0.0384	252
200904121800	0.78	13.33	233	7.38	-0.0044	0.0361	253
200904121900	0.79	13.33	233	7.26	-0.0050	0.0357	254
200904122000	0.78	13.33	233	7.12	-0.0050	0.0344	254
200904122100	0.77	13.33	229	7.05	-0.0046	0.0335	253
200904122200	0.77	13.33	230	6.93	-0.0044	0.0329	253
200904122300	0.76	13.33	228	6.83	-0.0040	0.0325	252
200904130000	0.75	13.33	230	6.65	-0.0037	0.0316	252
200904130100	0.76	13.33	229	6.42	-0.0037	0.0315	252
200904130200	0.76	12.50	239	6.17	-0.0035	0.0312	251
200904130300	0.79	12.50	238	6.08	-0.0034	0.0329	251
200904130400	0.82	7.14	262	6.04	-0.0035	0.0355	251
200904130500	0.86	7.14	262	6.07	-0.0040	0.0393	251
200904130600	0.90	7.69	262	6.19	-0.0046	0.0430	251
200904130700	0.91	7.69	262	6.48	-0.0046	0.0454	251
200904130800	0.91	7.69	262	6.84	-0.0041	0.0469	250
200904130900	0.90	16.67	208	7.11	-0.0035	0.0461	249
200904131000	0.90	16.67	208	7.28	-0.0035	0.0475	249
200904131100	0.90	16.67	209	7.39	-0.0037	0.0477	249
200904131200	0.91	16.67	209	7.50	-0.0033	0.0485	249
200904131300	0.92	16.67	210	7.58	-0.0033	0.0492	249
200904131400	0.91	16.67	210	7.77	-0.0028	0.0488	248
200904131500	0.91	16.67	210	7.93	-0.0027	0.0492	248
200904131600	0.90	16.67	210	8.11	-0.0021	0.0484	247
200904131700	0.90	16.67	211	8.24	-0.0020	0.0492	247
200904131800	0.91	16.67	211	8.26	-0.0023	0.0495	247
200904131900	0.94	16.67	211	8.18	-0.0035	0.0531	248
200904132000	0.99	16.67	212	8.15	-0.0048	0.0589	250
200904132100	1.03	16.67	213	8.08	-0.0057	0.0641	250
200904132200	1.06	16.67	213	8.18	-0.0052	0.0695	249
200904132300	1.05	16.67	212	8.28	-0.0041	0.0685	248
200904140000	1.05	16.67	211	8.33	-0.0038	0.0686	248
200904140100	1.06	16.67	213	8.15	-0.0042	0.0688	248
200904140200	1.10	16.67	212	7.83	-0.0050	0.0731	249
200904140300	1.15	16.67	211	7.52	-0.0056	0.0791	249
200904140400	1.22	9.09	259	7.34	-0.0074	0.0884	250
200904140500	1.26	9.09	259	7.25	-0.0092	0.0935	251
200904140600	1.29	15.38	212	7.20	-0.0107	0.0967	252
200904140700	1.37	8.33	262	7.29	-0.0134	0.1113	252
200904140800	1.46	8.33	261	7.49	-0.0160	0.1297	253
200904140900	1.55	9.09	259	7.69	-0.0194	0.1489	253
200904141000	1.58	9.09	259	7.81	-0.0207	0.1583	254
200904141100	1.58	9.09	259	7.86	-0.0210	0.1609	254
200904141200	1.56	9.09	259	7.85	-0.0198	0.1560	253
200904141300	1.52	9.09	259	7.79	-0.0181	0.1485	253
200904141400	1.52	9.09	258	7.67	-0.0175	0.1479	253
200904141500	1.46	9.87	256	7.54	-0.0141	0.1341	252
200904141600	1.38	11.11	252	7.47	-0.0108	0.1206	251
200904141700	1.35	10.53	252	7.62	-0.0089	0.1166	250
200904141800	1.40	11.11	252	7.86	-0.0099	0.1282	250
200904141900	1.52	11.11	253	8.01	-0.0140	0.1512	251
200904142000	1.74	11.11	253	7.84	-0.0231	0.1954	253
200904142100	2.00	11.11	253	7.55	-0.0371	0.2516	255
200904142200	2.27	11.11	253	7.45	-0.0547	0.3170	257
200904142300	2.41	9.09	259	7.43	-0.0667	0.3561	258
200904150000	2.51	8.33	261	7.52	-0.0736	0.3860	258
200904150100	2.52	9.09	259	7.65	-0.0739	0.3958	258
200904150200	2.61	8.33	261	7.74	-0.0807	0.4306	258
200904150300	2.65	9.09	258	7.83	-0.0833	0.4477	258
200904150400	2.58	9.09	258	7.86	-0.0790	0.4225	258
200904150500	2.53	9.09	258	7.83	-0.0773	0.4076	258
200904150600	2.48	9.09	258	7.78	-0.0749	0.3890	258
200904150700	2.45	9.09	258	7.73	-0.0726	0.3765	258
200904150800	2.29	9.09	258	7.72	-0.0611	0.3282	258
200904150900	2.14	9.09	258	7.73	-0.0524	0.2884	258
200904151000	2.07	9.09	258	7.75	-0.0479	0.2695	257
200904151100	2.02	9.09	258	7.73	-0.0455	0.2585	257
200904151200	2.00	9.09	258	7.61	-0.0446	0.2509	257
200904151300	1.97	12.50	251	7.52	-0.0433	0.2387	257
200904151400	1.93	9.09	258	7.37	-0.0430	0.2259	258
200904151500	1.83	9.87	258	7.31	-0.0386	0.2016	258
200904151600	1.75	12.50	248	7.17	-0.0354	0.1810	258
200904151700	1.68	11.11	255	7.07	-0.0326	0.1642	258
200904151800	1.64	11.11	255	6.90	-0.0320	0.1533	259
200904151900	1.64	11.11	255	6.78	-0.0326	0.1491	259
200904152000	1.72	11.11	255	6.68	-0.0375	0.1628	260
200904152100	1.87	6.25	270	6.71	-0.0456	0.1907	261
200904152200	2.02	7.69	265	6.77	-0.0553	0.2255	261
200904152300	2.17	7.14	267	6.85	-0.0651	0.2610	262
200904160000	2.25	7.14	267	6.88	-0.0728	0.2833	263
200904160100	2.28	7.14	267	6.92	-0.0752	0.2901	263
200904160200	2.23	7.14	267	6.97	-0.0721	0.2800	263
200904160300	2.14	7.14	267	7.02	-0.0654	0.2605	262
200904160400	2.01	7.14	266	7.06	-0.0548	0.2332	261
200904160500	1.92	7.14	265	7.02	-0.0488	0.2133	261
200904160600	1.82	7.14	264	6.99	-0.0418	0.1917	260
200904160700	1.75	9.87	259	6.94	-0.0383	0.1771	260
200904160800	1.68	9.87	259	7.00	-0.0342	0.1638	259
200904160900	1.64	9.87	259	7.12	-0.0326	0.1587	259
200904161000	1.59	9.87	259	7.17	-0.0307	0.1494	259
200904161100	1.52	9.87	259	7.07	-0.0278	0.1348	259
200904161200	1.43	9.87	259	6.79	-0.0247	0.1162	259
200904161300	1.35	9.87	259	6.56	-0.0214	0.0997	259
200904161400	1.27	9.87	259	6.39	-0.0188	0.0873	259
200904161500	1.22	9.87	258	6.31	-0.0165	0.0790	258
200904161600	1.18	9.87	258	6.12	-0.0151	0.0716	258
200904161700	1.15	9.87	258	5.91	-0.0143	0.0652	259
200904161800	1.13	9.87	257	5.76	-0.0137	0.0611	259
200904161900	1.13	11.11	256	5.75	-0.0133	0.0606	258
200904162000	1.13	11.11	257	5.81	-0.0134	0.0618	258
200904162100	1.16	9.87	259	5.75	-0.0140	0.0638	258
200904162200	1.22	9.87	259	5.76	-0.0164	0.0719	259
200904162300	1.37	6.67	266	5.85	-0.0220	0.0920	260
200904170000	1.49	6.67	267	5.99	-0.0272	0.1112	261
200904170100	1.54	6.67	267	6.08	-0.0296	0.1204	261
200904170200	1.51	6.67	266	6.14	-0.0276	0.1171	260
200904170300	1.45	6.67	264	6.13	-0.0246	0.1093	260
200904170400	1.38	6.67	263	6.07	-0.0212	0.0982	259
200904170500	1.32	6.67	263	5.96	-0.0188	0.0882	259
200904170600	1.24	6.67	263	5.88	-0.0160	0.0774	258
200904170700	1.20	6.67	263	5.82	-0.0143	0.0718	257
200904170800	1.13	7.14	261	5.76	-0.0122	0.0634	257
200904170900	1.07	7.14	261	5.72	-0.0104	0.0559	256
200904171000	0.99	8.33	260	5.75	-0.0090	0.0486	256
200904171100	0.94	13.33	209	5.88	-0.0075	0.0440	255
200904171200	0.89	13.33	210	6.03	-0.0065	0.0403	255
200904171300	0.86	13.33	209	6.17	-0.0059	0.0385	254
200904171400	0.83	13.33	208	6.28	-0.0055	0.0361	254
200904171500	0.81	8.33	262	6.39	-0.0054	0.0345	254
200904171600	0.79	8.33	262	6.52	-0.0053	0.0335	255
200904171700	0.78	8.33	263	6.60	-0.0054	0.0328	255
200904171800	0.77	8.33	263	6.58	-0.0055	0.0313	256
200904171900	0.75	8.33	264	6.57	-0.0052	0.0294	256
