Kustvak	Metrering	X-coordinaat	Y-coordinaat	Raaihoek, in .01 graden
6	34120	12057500	57538200	6390
6	34320	12066200	57520200	6390
6	34520	12074900	57502200	6390
5	33000	12237700	58138500	18810
5	33200	12218000	58141400	18810
5	33400	12198200	58144400	18810
5	33600	12178500	58147300	18810
5	33800	12158700	58150300	18810
5	34000	12139000	58153200	18810
5	34200	12119200	58156100	18900
5	34400	12099500	58159100	18810
5	34600	12079700	58162000	18810
5	34800	12059900	58165000	18810
5	35000	12040200	58167900	18810
5	35010	12040200	58167900	19800
5	35020	12040200	58167900	20520
5	35030	12040200	58167900	21420
5	35040	12040200	58167900	22320
5	35050	12040200	58167900	23130
5	35060	12040200	58167900	24030
5	35070	12040200	58167900	24930
5	35080	12040200	58167900	25830
5	35090	12040200	58167900	26640
5	35100	12040200	58167900	27450
5	35110	12040200	58167900	28440
5	35120	12040200	58167900	29340
5	35130	12040200	58167900	30150
5	35140	12040200	58167900	31050
5	35150	12040200	58167900	31860
5	35160	12040200	58167900	32760
5	35200	12057200	58178500	32850
5	35400	12074200	58189000	32850
5	35600	12091100	58199600	32850
5	35800	12108100	58210100	32850
5	36000	12125100	58220700	32850
5	36200	12142100	58231200	32850
5	36400	12159100	58241800	32850
5	36600	12176000	58252300	32850
5	36800	12193000	58262900	32850
5	37000	12210000	58273400	32220
5	37200	12224200	58287500	31500
5	37400	12238300	58301700	31500
5	37600	12252500	58315800	31500
5	37800	12266700	58329900	31500
5	38000	12280800	58344000	31500
5	38200	12295000	58358100	31500
5	38400	12309200	58372200	31500
5	38600	12323400	58386300	31500
5	38800	12337500	58400400	31500
5	39000	12351700	58414500	31500
5	39200	12365900	58428700	31500
5	39400	12380100	58442800	31500
5	39600	12394300	58456900	31500
5	39800	12408400	58471000	31500
5	40000	12422600	58485100	31500
5	40200	12436700	58499200	31500
5	40400	12450900	58513300	31500
5	40600	12465100	58527400	31500
5	40820	12479500	58541700	30510
5	40840	12482100	58544300	30960
5	40860	12483400	58545600	30510
5	40980	12492400	58554600	30870
5	41110	12500600	58564400	30870
5	41130	12501600	58565700	30870
5	41150	12503100	58567500	30870
5	41280	12511100	58577400	30870
5	41400	12519300	58587500	30960
5	41420	12520100	58588600	30870
5	41440	12521800	58590600	30960
5	41580	12529600	58600300	30870
5	41700	12537900	58610500	30960
5	41720	12539200	58612100	30870
5	41740	12540500	58613600	30870
5	41870	12548200	58623200	30780
5	42000	12556400	58633300	30870
5	42020	12558200	58635500	30870
5	42040	12558900	58636400	30870
5	42170	12567100	58646600	30870
5	42270	12574000	58655100	31500
5	42290	12575300	58656600	31500
5	42310	12576500	58658200	31500
5	42390	12581000	58663600	30870
5	42420	12583600	58666900	31320
5	42440	12584800	58668400	31320
5	42460	12586100	58670000	31320
5	42530	12589800	58674500	30870
5	42560	12592500	58677800	31770
5	42580	12593700	58679400	31770
5	42600	12594400	58680200	31770
5	42660	12598800	58685700	31590
5	42680	12600400	58686900	32490
5	42700	12602000	58688100	32490
5	42720	12603600	58689300	32490
5	42790	12608700	58693100	32310
5	42830	12612400	58695900	32310
5	42850	12614000	58697100	32310
5	42870	12615600	58698300	32310
5	42930	12620400	58701900	32310
5	42970	12623600	58704300	32310
5	42990	12625200	58705500	32310
5	43010	12626800	58706700	32310
5	43070	12631200	58710000	32310
5	43120	12635600	58713400	32310
5	43140	12637200	58714600	32310
5	43160	12638800	58715800	32310
5	43220	12642900	58718900	32310
5	43290	12649100	58723600	32220
5	43310	12650700	58724800	32220
5	43330	12652300	58726000	32220
5	43400	12657800	58730200	32310
5	43470	12663500	58734400	32310
5	43490	12665100	58735600	32310
5	43510	12666700	58736800	32310
5	43580	12672200	58741000	32310
5	43650	12677900	58745300	32310
5	43670	12679500	58746500	32310
5	43690	12681100	58747700	32310
5	43770	12686900	58752100	32220
5	43830	12692300	58756100	32310
5	43850	12693900	58757300	32310
5	43870	12695500	58758500	32310
5	43950	12701700	58763200	32310
5	44020	12707300	58767400	32310
5	44040	12708900	58768600	32400
5	44060	12710500	58769800	32310
5	44140	12716400	58774300	32310
5	44210	12722400	58778800	32310
5	44230	12724000	58780000	32310
5	44250	12725600	58781300	32310
5	44320	12731100	58785400	32310
5	44400	12737500	58790200	31950
5	44420	12739100	58791400	31950
5	44440	12740700	58792600	31950
5	44510	12746300	58796800	32310
5	44610	12754200	58802800	31410
5	44630	12755800	58804000	31410
5	44650	12757400	58805200	31410
5	44670	12758700	58806100	32310
5	44760	12766200	58811800	32310
5	44780	12767800	58813000	32310
5	44800	12769400	58814200	32310
5	44850	12773400	58817200	32310
5	44900	12777400	58820300	32310
5	44920	12779000	58821500	32310
5	44940	12780700	58822700	32310
5	45000	12785400	58826300	32310
5	45080	12792100	58830600	32670
5	45100	12793800	58831700	32670
5	45120	12795400	58832800	32670
5	45190	12800800	58836400	32670
5	45260	12807100	58840500	32670
5	45280	12808800	58841600	32670
5	45300	12810500	58842700	32670
5	45370	12816300	58846500	32130
5	45440	12822200	58850300	32670
5	45460	12823900	58851400	32670
5	45480	12825600	58852500	32670
5	45540	12830500	58855800	32670
5	45620	12837300	58860200	32670
5	45640	12839000	58861300	32670
5	45660	12840600	58862400	32670
5	45720	12845500	58865700	32670
5	45800	12852400	58870000	32670
5	45820	12854000	58871100	32670
5	45840	12855700	58872200	32670
5	45910	12861400	58876000	32670
5	45980	12867400	58879900	32670
5	46000	12869100	58881000	32670
5	46020	12870800	58882100	32670
5	46090	12876700	58886100	32670
5	46160	12882500	58889700	32670
5	46180	12884200	58890800	32670
5	46200	12885800	58891900	32670
5	46270	12891700	58895900	32670
5	46340	12897600	58899600	32670
5	46360	12899200	58900700	32670
5	46380	12900900	58901700	32670
5	46450	12906800	58905800	32670
5	46520	12912600	58909400	32670
5	46540	12914300	58910500	32670
5	46560	12916000	58911600	32670
5	46630	12921400	58915400	32670
5	46700	12927700	58919200	32670
5	46720	12929400	58920300	32670
5	46740	12931000	58921400	32670
5	46810	12936400	58925300	32670
5	46880	12942800	58929100	32490
5	46900	12944400	58930200	32490
5	46920	12946100	58931300	32490
5	47000	12952700	58936000	32490
5	47070	12959000	58939100	32670
5	47090	12960800	58940100	32670
5	47110	12962500	58941000	32670
5	47180	12968000	58944400	33120
5	47250	12974800	58947800	32670
5	47270	12976500	58948800	32670
5	47290	12978300	58949700	32670
5	47350	12983300	58952800	33120
5	47430	12990500	58956500	33120
5	47450	12992300	58957500	33120
5	47470	12994000	58958400	33120
5	47530	12999000	58961400	33120
5	47600	13005400	58964700	33120
5	47620	13007200	58965700	33120
5	47640	13008900	58966700	33120
5	47720	13015300	58970400	33120
5	47790	13022000	58973900	33120
5	47810	13023800	58974900	33120
5	47830	13025500	58975900	33120
5	47890	13030700	58978900	33120
5	47970	13037800	58982600	33120
5	47990	13039500	58983600	33120
5	48010	13041300	58984600	33120
5	48080	13046900	58987800	33120
5	48150	13053500	58991300	32940
5	48170	13055300	58992300	32940
5	48190	13057000	58993300	32940
5	48250	13062200	58996200	33120
5	48330	13069300	59000000	33120
5	48350	13071100	59001000	33120
5	48370	13072800	59002000	33120
5	48440	13078400	59005200	33120
5	48510	13085100	59008800	33120
5	48530	13086800	59009700	33120
5	48550	13088600	59010700	33120
5	48620	13094600	59014200	33120
5	48690	13100800	59017500	33120
5	48710	13102600	59018400	33120
5	48730	13104300	59019400	33120
5	48800	13110300	59022800	33120
5	48870	13116700	59025700	33120
5	48890	13118600	59026500	33120
5	48910	13120400	59027400	33120
5	48980	13126300	59030200	33480
5	49040	13132200	59032900	33480
5	49060	13134000	59033700	33480
5	49080	13135800	59034500	33480
5	49150	13142000	59037500	33480
5	49220	13148500	59040400	33480
5	49240	13150300	59041300	33480
5	49260	13152100	59042100	33480
5	49330	13158400	59045100	33480
5	49400	13164800	59048000	33480
5	49420	13166600	59048800	33480
5	49440	13168500	59049700	33480
5	49520	13175200	59052900	33480
5	49580	13181200	59055600	33480
5	49600	13183000	59056400	33480
5	49620	13184800	59057200	33480
5	49700	13191500	59060500	33480
5	49760	13197500	59063100	33480
5	49780	13199300	59064000	33480
5	49800	13201100	59064800	33480
5	49880	13208800	59068500	33570
5	49950	13214700	59071100	33480
5	50050	13223300	59075200	33570
5	50120	13230100	59078300	33480
5	50140	13232000	59079100	33480
5	50160	13233800	59080000	33480
5	50230	13239800	59082900	33480
5	50300	13246500	59085800	33480
5	50320	13248300	59086700	33480
5	50340	13250100	59087500	33480
5	50410	13256200	59090400	33480
5	50480	13262600	59093300	33480
5	50500	13264400	59094200	33480
5	50520	13266300	59095000	33480
5	50590	13272600	59098100	33480
5	50660	13279000	59100900	33480
5	50680	13280800	59101700	33480
5	50700	13282600	59102600	33480
5	50770	13288900	59105600	33480
5	50840	13295200	59108400	33480
5	50860	13296900	59109200	33480
5	50880	13298800	59110100	33480
5	50950	13305200	59113200	33480
5	51010	13310600	59115600	33480
5	51030	13312300	59116400	33480
5	51050	13310000	59115300	33480
5	51130	13320600	59120300	34200
5	51190	13327300	59121600	33840
5	51210	13329400	59122000	33840
5	51230	13331400	59122400	33840
5	51290	13336800	59123600	34830
5	51360	13344100	59125000	34830
5	51380	13346100	59125400	34830
5	51400	13348000	59125800	34830
5	51460	13353900	59127100	34830
5	51520	13359800	59128200	34830
5	51540	13361800	59128600	34830
5	51560	13363700	59129000	34830
5	51650	13372400	59130800	34830
5	51750	13382300	59132800	0
5	51850	13391500	59131000	900
5	51910	13398000	59129700	0
5	51930	13400000	59129300	0
5	51950	13401900	59128900	0
5	52000	13406800	59127900	1170
5	52120	13418100	59125700	1170
5	52270	13433500	59122600	1080
5	52290	13435300	59122300	1350
5	52310	13437400	59121800	1080
5	52500	13455800	59118200	1170
5	52670	13472800	59114800	1080
5	52690	13474500	59114500	1440
5	52710	13476600	59114000	1080
5	52890	13494000	59110600	1080
5	53070	13511700	59107100	1080
5	53090	13513800	59106700	1440
5	53110	13515600	59106300	1080
5	53290	13533100	59102800	1170
5	53450	13549800	59099500	1080
5	53460	13549900	59099500	2250
5	53480	13551800	59098900	2250
5	53500	13554000	59098200	2250
5	53530	13556600	59097000	2520
5	53600	13562000	59094500	3330
5	53670	13568400	59089800	4950
5	53690	13569000	59089900	4770
5	53710	13570800	59086700	5130
5	53740	13572600	59083800	5850
5	53790	13574800	59077900	6930
5	53840	13576800	59073800	7650
5	53900	13577600	59068800	8550
5	53950	13577600	59063800	9360
5	54000	13576900	59058900	10170
5	54050	13575600	59054000	11070
5	54100	13573500	59049500	11880
5	54150	13570900	59045300	12690
5	54200	13567500	59041400	13590
5	54400	13553100	59027500	13590
5	54600	13538600	59013500	13590
11	4000	6234400	43840400	16020
11	4070	6234400	43840400	21960
11	4200	6245200	43831400	21960
11	4400	6260600	43818600	21960
11	4600	6276000	43805900	21960
11	4800	6291300	43793100	21960
11	5000	6306700	43780300	21960
11	5200	6322100	43767500	21960
11	5400	6337500	43754700	21960
11	5600	6352900	43741900	21960
11	5800	6368300	43729100	21960
11	6200	6370300	43701600	31230
11	6400	6356900	43686700	31230
11	6600	6343400	43671800	31230
11	6800	6330000	43657000	31230
11	7000	6316800	43642300	31140
11	7200	6303400	43627500	31230
11	7400	6290000	43612600	31230
11	7600	6276500	43597600	31140
11	7800	6263200	43582900	31230
11	8000	6250900	43569300	31230
11	8200	6237500	43554500	31230
11	8400	6224000	43539500	31230
11	8600	6210500	43524700	31230
11	8800	6197100	43509900	31230
11	9000	6183700	43495100	31140
11	9200	6170300	43480300	31230
11	9400	6156900	43465500	31230
11	9600	6143500	43450600	31230
11	9800	6129900	43435700	31230
11	10000	6135900	43442300	29880
11	10001	6116500	43420900	31230
11	10010	6127400	43432900	28530
11	10011	6116500	43420900	29160
11	10020	6116400	43421000	27180
11	10030	6126700	43408200	25830
11	10031	6116500	43420900	25200
11	10040	6134600	43398300	24480
11	10041	6116500	43420900	23130
11	10200	6129000	43405200	23130
11	10400	6141900	43389200	23130
11	10600	6154400	43373600	23130
11	10800	6166500	43358400	23130
11	11000	6174300	43348700	23130
11	11200	6186800	43333200	23130
11	11400	6199300	43317600	23130
11	11600	6211800	43302000	23130
11	11800	6224300	43286400	23130
11	12000	6232000	43276800	23220
11	12200	6243700	43260500	23490
11	12400	6255300	43244200	23400
11	12600	6266900	43228000	23490
11	12800	6278500	43211700	23490
11	13000	6290100	43195400	23670
11	13200	6300500	43178300	23850
11	13400	6310900	43161200	23850
11	13600	6321200	43144100	23850
11	13800	6331600	43127000	23850
11	14000	6342000	43109800	23850
11	14200	6353100	43093200	23670
11	14400	6364100	43076500	23670
11	14600	6375100	43059800	23580
11	14800	6386200	43043200	23670
11	15000	6397300	43026400	23940
11	15010	6397300	43026400	27270
11	15200	6396400	43006400	27270
11	15201	6406400	43008600	24300
11	15400	6395500	42986400	27270
11	15401	6415600	42990800	24300
11	15600	6394500	42966500	27270
11	15601	6424700	42973000	24300
11	15800	6393600	42946500	27270
11	15801	6433900	42955200	24300
11	16000	6392700	42926500	27270
11	16001	6443000	42937400	23940
11	16010	6392000	42925700	31050
11	16200	6379600	42911400	31050
11	16201	6454000	42920700	23670
11	16400	6366500	42896200	31050
11	16401	6464900	42903900	23670
11	16600	6353500	42881100	31050
11	16601	6475900	42887100	23670
11	16800	6340400	42865900	31050
11	16801	6486800	42870400	23670
11	17000	6327300	42850800	31050
11	17001	6497800	42853600	23400
11	17200	6510300	42838000	23130
11	17400	6522800	42822400	23130
11	17600	6535300	42806700	23130
11	17800	6547900	42791100	23130
11	18000	6560400	42775500	23130
11	18010	6560400	42775500	22320
11	18200	6576800	42764000	21510
11	18300	6584900	42758300	21510
16	9650	2873200	40195100	33030
16	9850	2855700	40185300	33120
16	10050	2838300	40175500	33030
16	10250	2820900	40165700	33030
16	10450	2803400	40155800	33030
16	10650	2786000	40146000	33030
16	10850	2768500	40136200	33030
16	11050	2751100	40126400	33030
16	11250	2733700	40116600	33030
16	11450	2716200	40106800	33030
16	11650	2698800	40097000	33030
16	11850	2681400	40087200	33030
16	12050	2664000	40077400	33120
16	12250	2646500	40067600	33030
16	12450	2629100	40057800	33030
16	12650	2611600	40048000	33030
16	12860	2593300	40037700	33030
16	13060	2575700	40027800	33030
16	13260	2558400	40018100	33030
16	13460	2541000	40008300	33030
16	13660	2523600	39998500	33030
16	14060	2488700	39978900	33030
16	14280	2469600	39968100	33120
16	14480	2451700	39958100	33120
16	14690	2433800	39948000	33030
16	14890	2416400	39938300	33120
16	15090	2398500	39928200	33030
16	15300	2380600	39918200	32850
16	15500	2363600	39906800	32670
16	15710	2346500	39895400	32670
16	15910	2329500	39884000	32670
16	16120	2312400	39872700	32670
16	16320	2295400	39861300	32670
16	16530	2278300	39849900	32670
16	16730	2261200	39838600	32670
16	16940	2244200	39827200	32670
16	17140	2227100	39815800	32670
16	17350	2210100	39804500	32670
16	17550	2193400	39793400	32670
16	17750	2176800	39782300	32670
16	17950	2160100	39771200	32670
16	18140	2144300	39760600	32670
16	18320	2129400	39750700	32670
16	5600	3260800	40142400	3060
16	5800	3243600	40152600	3060
16	6000	3226400	40162800	3060
16	6200	3209200	40173000	3060
16	6400	3192000	40183200	3060
16	6600	3174800	40193400	3060
16	6700	3166200	40198400	1620
16	6800	3156200	40198600	90
16	7000	3136200	40198900	90
16	7200	3116200	40199200	90
16	7400	3096200	40199400	90
16	7600	3076200	40199700	90
16	7800	3056200	40200000	90
16	8000	3036200	40200300	90
16	8200	3016200	40200600	90
16	8400	2996200	40200900	90
16	8600	2976200	40201100	90
16	8800	2956200	40201400	90
16	9000	2936200	40201700	90
16	9200	2916200	40202000	90
16	9400	2896300	40202300	90
16	18700	2097400	39730200	32850
16	18830	2086300	39723400	32850
16	18940	2076500	39717300	33300
16	19050	2067100	39711600	32850
16	19170	2057300	39705600	33300
16	19270	2048400	39700100	32850
16	19380	2039400	39694600	33300
16	19480	2030500	39689000	32850
16	19590	2021500	39683600	33120
16	19700	2012200	39677800	32850
16	19900	1995100	39667300	32850
16	35100	2843300	38528700	21960
16	35260	2855600	38518400	21960
16	35400	2866400	38509500	20880
16	35470	2873600	38507300	19710
16	35550	2880700	38505000	19710
16	35620	2887900	38502800	19710
16	35700	2895100	38500600	18900
16	35900	2915100	38500600	18000
16	36100	2935100	38500600	18000
16	36300	2955100	38500600	18000
16	36500	2975000	38500600	18000
16	36600	2985100	38500600	18000
16	36700	2995000	38500600	18000
16	36800	3005100	38500600	18000
16	36900	3015100	38500600	18000
16	37000	3025100	38500600	18000
16	37100	3035100	38500600	18000
16	37200	3045100	38500600	18000
16	37300	3055100	38500600	18000
16	37400	3065100	38500600	18000
16	37500	3075000	38500600	18000
16	22150	1973700	39464000	23130
16	22350	1986100	39448300	23220
16	22550	1998600	39432600	23040
16	22750	2011000	39417000	23130
16	22870	2018700	39407200	23130
16	23000	2026200	39397800	23130
16	23120	2034200	39387600	23130
16	23250	2042000	39377800	23130
16	23370	2049700	39368000	23220
16	23490	2057200	39358600	23130
16	23620	2064900	39348800	23130
16	23740	2072700	39339000	23130
16	23860	2080100	39329600	23130
16	24080	2095000	39314200	21690
16	24190	2103800	39307700	21600
16	24300	2112700	39301200	21600
16	24430	2123200	39293400	21600
16	24560	2134500	39285100	21600
16	24700	2145300	39277100	21690
16	24840	2156500	39268800	21600
16	24990	2168200	39260200	21690
16	25130	2179500	39251900	21690
16	25270	2190800	39243600	21690
16	25410	2202000	39235300	21600
16	25550	2213300	39227000	21690
16	25690	2224600	39218700	21600
16	25830	2235900	39210300	21600
16	25970	2247100	39202100	21600
16	26100	2257600	39194400	21600
16	26220	2267300	39187200	21600
16	26350	2277700	39179500	21690
16	26470	2287800	39172100	21690
16	26600	2298300	39164400	21600
16	26770	2311900	39154300	21600
16	26940	2325600	39144200	21600
16	27130	2340900	39133000	21600
16	27300	2354200	39123200	21600
16	27500	2367400	39108600	23940
16	27700	2377600	39091400	23940
16	27900	2387800	39074300	23940
16	28100	2398100	39057100	23940
16	28300	2408300	39039900	23940
16	28500	2418500	39022700	23940
16	28700	2428700	39005500	23940
16	28900	2439000	38988300	23940
16	29100	2449200	38971100	23940
16	29300	2459400	38954000	23940
16	29500	2469700	38936800	23940
16	29700	2479900	38919600	23940
16	29900	2490100	38902400	23940
16	30100	2500300	38885200	23940
16	30330	2512300	38865000	23940
16	30590	2525400	38843100	23940
16	30840	2538200	38821600	23940
16	31100	2551500	38799300	23940
16	31340	2564000	38778200	23940
16	31530	2575500	38763800	22770
16	31650	2583500	38754900	22860
16	31770	2591500	38746000	22770
16	31890	2599600	38737000	23760
16	32020	2608600	38727000	22770
16	32150	2616900	38717700	22770
16	32260	2625300	38709800	21960
16	32390	2634900	38701900	21960
16	32510	2644500	38693900	21960
16	32640	2654100	38685900	21960
16	32760	2663700	38677900	21960
16	32890	2673400	38669900	21960
16	33010	2683000	38661900	21960
16	33200	2697200	38650100	21960
16	33400	2712600	38637300	21960
16	33600	2728000	38624500	21960
16	33800	2743400	38611700	21960
16	34000	2758800	38598900	21960
16	34200	2774100	38586200	21960
16	34400	2789400	38573500	21960
16	34580	2803400	38561800	21960
16	34760	2817200	38550400	21960
16	34940	2830800	38539100	22050
16	20150	1978500	39649500	30330
16	20400	1968200	39627100	28170
16	20600	1964000	39607600	28170
16	20800	1959900	39588000	28170
16	21000	1955700	39568500	28170
16	21200	1951500	39548900	28170
16	21330	1949100	39535700	27540
16	21430	1948200	39525700	27540
16	21530	1947300	39515700	27540
16	21650	1946200	39503800	27540
16	5400	3278100	40132200	810
16	9500	2886300	40202400	34560
16	9520	2883900	40201100	33030
16	9540	2882100	40200100	33030
16	9560	2880400	40199100	33030
16	9720	2866500	40191300	33030
16	9740	2864700	40190300	33030
16	9760	2863000	40189300	33030
16	9920	2849000	40181500	33030
16	9940	2847300	40180600	33030
16	9960	2845500	40179500	33030
16	10120	2831600	40171700	33030
16	10140	2829800	40170700	33030
16	10160	2828100	40169700	33030
16	10320	2814200	40161900	33030
16	10340	2812300	40160900	33030
16	10360	2810700	40159900	33030
16	10520	2796700	40152100	33030
16	10540	2795000	40151100	33030
16	10560	2793200	40150100	33030
16	10730	2778800	40142000	32760
16	10750	2777000	40141000	32760
16	10770	2775300	40140000	32760
16	10920	2761800	40132400	32850
16	10940	2760000	40131500	32850
16	10960	2758300	40130500	32850
16	11120	2744400	40122700	32760
16	11140	2742700	40121700	32760
16	11160	2740900	40120700	32760
16	11320	2727000	40112900	32760
16	11340	2725200	40111900	32760
16	11360	2723500	40110900	32760
16	11520	2709500	40103000	32760
16	11540	2707700	40102000	32760
16	11560	2706000	40101100	32760
16	11720	2692000	40093200	32760
16	11740	2690300	40092200	32760
16	11760	2688500	40091300	32760
16	11920	2674600	40083400	32760
16	11940	2672900	40082400	32760
16	11960	2671100	40081500	32760
16	12320	2639700	40063800	32760
16	12340	2638000	40062800	32760
16	12360	2636300	40061900	32760
16	12730	2604300	40043900	32670
16	12750	2602600	40042900	32670
16	12770	2600900	40042000	32670
16	12930	2586800	40034100	32760
16	12950	2585100	40033100	32760
16	12970	2583300	40032100	32760
16	13130	2569400	40024300	32760
16	13150	2567600	40023300	32760
16	13170	2565900	40022300	32760
16	13330	2551800	40014400	32670
16	13350	2550000	40013400	32670
16	13370	2548300	40012400	32670
16	13530	2534300	40004600	32760
16	13550	2532600	40003600	32760
16	13570	2530900	40002600	32760
16	13730	2516800	39994700	32760
16	13750	2515100	39993700	32760
16	13770	2513300	39992800	32760
16	13860	2506000	39988600	32760
16	13930	2499400	39984900	32760
16	13950	2497600	39983900	32760
16	13970	2495900	39983000	32760
16	14130	2482000	39975100	32760
16	14150	2480200	39974100	32760
16	14170	2478500	39973200	32760
16	16820	2254500	39834100	32670
16	16840	2252900	39833000	32670
16	16860	2251200	39831900	32670
16	17230	2220600	39811500	32670
16	17250	2218900	39810300	32670
16	17270	2217200	39809200	32670
16	17420	2203600	39800100	32670
16	17440	2201900	39799000	32670
16	17460	2200300	39797900	32670
16	17630	2186900	39789000	32670
16	17650	2185200	39787900	32670
16	17670	2183500	39786800	32670
16	17830	2170100	39777800	32670
16	17850	2168500	39776700	32670
16	17870	2166800	39775600	32670
16	18030	2153500	39766700	32670
16	18050	2151800	39765600	32670
16	18070	2150200	39764500	32670
16	18200	2139400	39757100	32670
16	18220	2137700	39756200	32670
16	18240	2136000	39755100	32670
16	18500	2114400	39740700	32760
16	18620	2104100	39734300	28350
16	18640	2102400	39733300	28350
16	18660	2100700	39732200	28350
16	18750	2092800	39727400	33300
16	18770	2091100	39726400	33300
16	18790	2089400	39725300	33300
16	18870	2082300	39720900	33300
16	18890	2080600	39719900	33300
16	18910	2078900	39718800	33300
16	18980	2073500	39715500	33300
16	19000	2071800	39714500	33300
16	19020	2070100	39713400	33300
16	19090	2063700	39709500	33300
16	19110	2062000	39708400	33300
16	19130	2060300	39707400	33300
16	19200	2054400	39703800	33300
16	19220	2052700	39702700	33300
16	19240	2051000	39701700	33300
16	19300	2045800	39698500	33300
16	19320	2044100	39697400	33300
16	19340	2042400	39696400	33300
16	19410	2036500	39692700	33300
16	19430	2034800	39691700	33300
16	19450	2033000	39690600	33300
16	19510	2027900	39687500	33120
16	19530	2026200	39686400	33120
16	19550	2024500	39685400	33120
16	19610	2019500	39682200	33030
16	19630	2017700	39681200	33030
16	19650	2016000	39680200	33030
16	20000	1986600	39662100	31590
16	20300	1970300	39636900	29250
16	21260	1950300	39542400	27900
16	21280	1949700	39540400	27900
16	21300	1949400	39538400	27900
16	21360	1948800	39532400	27720
16	21380	1948600	39530400	27720
16	21400	1948500	39528400	27720
16	21460	1948000	39523200	27540
16	21480	1947800	39521200	27540
16	21500	1947600	39519200	27540
16	21560	1947000	39512000	27540
16	21580	1946800	39510000	27540
16	21600	1946600	39508000	27540
16	21710	1946400	39498500	27540
16	21730	1948000	39496500	27540
16	21750	1949500	39494600	27540
16	21800	1952000	39491400	26280
16	21840	1954200	39488700	25650
16	21850	1955100	39487500	24660
16	21860	1955700	39486800	25650
16	21880	1957300	39484800	25650
16	21950	1961300	39479700	23220
16	22030	1966800	39472700	22770
16	22050	1968100	39471100	22770
16	22070	1969300	39469600	22770
16	22250	1979900	39456200	23130
16	22380	1987700	39446300	19890
16	22400	1989200	39444400	19890
16	22420	1990800	39442400	19890
16	22660	2005800	39423500	22680
16	22680	2007100	39421900	22680
16	22700	2008300	39420300	22680
16	22790	2013600	39413700	23130
16	22810	2014800	39412100	23130
16	22830	2016100	39410500	23130
16	22910	2021300	39403900	23130
16	22930	2022600	39402300	23130
16	22950	2023900	39400700	23130
16	23040	2029200	39394000	23130
16	23060	2030400	39392500	23130
16	23080	2031600	39390800	23130
16	23160	2036900	39384200	23130
16	23180	2038200	39382600	23130
16	23200	2039400	39381000	23130
16	23290	2044900	39374100	23850
16	23310	2046200	39372500	23850
16	23330	2047400	39370900	23850
16	23410	2052300	39364700	23850
16	23430	2053500	39363200	23850
16	23450	2054800	39361600	23850
16	23540	2060000	39355000	23850
16	23560	2061200	39353400	23850
16	23580	2062500	39351900	23850
16	23660	2067800	39345200	23850
16	23680	2069000	39343600	23850
16	23700	2070200	39342100	23850
16	23780	2075400	39335500	23850
16	23800	2076700	39333900	23850
16	23820	2077900	39332400	23850
16	23900	2082500	39326600	23850
16	23920	2083700	39325100	23850
16	23940	2084900	39323500	23850
16	23970	2087000	39320900	22680
16	24010	2089500	39318200	22410
16	24030	2091100	39317000	22410
16	24050	2092700	39315900	22410
16	24120	2098700	39311500	22230
16	24140	2100300	39310300	22230
16	24160	2101900	39309600	22230
16	24220	2106900	39305400	22230
16	24240	2108500	39304200	22230
16	24260	2110100	39303000	22230
16	24330	2115500	39299100	22230
16	24350	2117100	39297900	22230
16	24370	2118700	39296700	22230
16	24470	2126900	39290700	22230
16	24490	2128500	39289500	22230
16	24510	2130100	39288300	22230
16	24610	2138200	39282300	22230
16	24630	2139800	39281200	22230
16	24650	2141400	39280000	22230
16	24750	2149300	39274200	22230
16	24770	2150900	39273000	22230
16	24790	2152500	39271800	22230
16	24890	2160800	39265700	22230
16	24910	2162400	39264500	22230
16	24930	2164000	39263400	22230
16	25040	2172300	39257200	22230
16	25060	2174000	39256000	22230
16	25080	2175600	39254800	22230
16	25180	2183900	39248700	22230
16	25200	2185500	39247500	22230
16	25220	2187100	39246400	22230
16	25320	2194800	39240600	22230
16	25340	2196400	39239400	22230
16	25360	2198000	39238300	22230
16	25460	2206600	39232000	22230
16	25480	2208200	39230800	22230
16	25500	2209800	39229600	22230
16	25600	2217800	39223700	22230
16	25620	2219400	39222500	22230
16	25640	2221000	39221400	22230
16	25750	2229400	39215100	21870
16	25770	2231000	39213900	21870
16	25790	2232600	39212700	21870
16	25880	2240200	39207200	21870
16	25900	2241800	39206000	21870
16	25920	2243400	39204800	21870
16	26020	2251700	39198700	21870
16	26040	2253300	39197500	21870
16	26060	2254900	39196300	21870
16	26140	2260900	39191900	21870
16	26160	2262500	39190700	21870
16	26180	2264100	39189600	21870
16	26260	2271200	39184300	21870
16	26280	2272800	39183100	21870
16	26300	2274400	39182000	21870
16	26390	2281300	39176900	21870
16	26410	2282900	39175700	21870
16	26430	2284500	39174500	21870
16	26510	2291300	39169500	21870
16	26530	2292900	39168300	21870
16	26550	2294600	39167100	21870
16	26660	2302800	39161000	21870
16	26680	2304500	39159800	21870
16	26700	2306100	39158600	21870
16	26840	2317400	39150300	22500
16	26860	2319000	39149100	22500
16	26880	2320600	39147900	22500
16	27020	2331900	39139600	22950
16	27040	2333500	39138400	22950
16	27060	2335100	39137200	22950
16	27200	2346200	39129000	23400
16	27220	2347900	39127800	23400
16	27240	2349600	39126500	23400
16	27380	2360700	39118400	22950
16	27400	2362300	39117200	22950
16	27420	2363300	39115500	22950
16	27580	2371500	39101800	23940
16	27600	2372500	39100000	23940
